Gene,GeneName,LRT_stat,stat_full,LRT_day2,LRT_day7,log2FoldChange,x_lrt,y_stat_full,panel_lineage
ENSG00000109193,SULT1E1,0.0,0.2,0.0,0.0,-2.9,0.0,0.2,mesoderm
ENSG00000109220,CHIC2,3.12,1.01,5.32,1.41,-2.29,3.12,1.01,mesoderm
ENSG00000109265,CRACD,5.34,0.23,0.57,0.0,-2.93,5.34,0.23,mesoderm
ENSG00000109270,LAMTOR3,3.29,2.02,0.57,0.25,0.63,3.29,2.02,mesoderm
ENSG00000109272,PF4V1,0.0,1.2,0.72,0.0,-3.09,0.0,1.2,mesoderm
ENSG00000109320,NFKB1,3.23,0.99,0.65,0.0,0.23,3.23,0.99,mesoderm
ENSG00000109323,MANBA,0.0,0.35,0.0,0.0,-1.1,0.0,0.35,mesoderm
ENSG00000109332,UBE2D3,7.99,6.61,0.18,1.12,-1.89,7.99,6.61,mesoderm
ENSG00000109339,MAPK10,19.47,7.56,4.33,0.09,-1.97,19.47,7.56,mesoderm
ENSG00000109381,ELF2,6.48,3.84,0.2,0.0,0.44,6.48,3.84,mesoderm
ENSG00000109390,NDUFC1,3.22,5.61,2.07,1.04,-1.01,3.22,5.61,mesoderm
ENSG00000109424,UCP1,0.0,0.81,0.76,0.0,-3.38,0.0,0.81,mesoderm
ENSG00000109436,TBC1D9,2.1,0.17,2.07,0.04,0.61,2.1,0.17,mesoderm
ENSG00000109445,ZNF330,0.0,0.4,0.16,0.2,-0.72,0.0,0.4,mesoderm
ENSG00000109452,INPP4B,2.7,7.89,1.57,0.86,0.09,2.7,7.89,mesoderm
ENSG00000109458,GAB1,12.98,3.5,1.8,1.1,1.43,12.98,3.5,mesoderm
ENSG00000109466,KLHL2,9.13,1.05,3.61,0.14,1.19,9.13,1.05,mesoderm
ENSG00000109472,CPE,5.48,3.67,0.58,0.84,-1.83,5.48,3.67,mesoderm
ENSG00000109475,RPL34,7.68,4.25,0.1,4.77,-1.7,7.68,4.25,mesoderm
ENSG00000109501,WFS1,4.96,1.9,0.7,0.42,-1.04,4.96,1.9,mesoderm
ENSG00000109519,GRPEL1,1.94,5.72,1.0,2.67,0.54,1.94,5.72,mesoderm
ENSG00000109534,GAR1,2.29,1.28,5.29,1.28,-1.36,2.29,1.28,mesoderm
ENSG00000109536,FRG1,4.58,0.21,0.06,0.36,-2.44,4.58,0.21,mesoderm
ENSG00000109572,CLCN3,3.17,3.0,2.06,0.2,-1.51,3.17,3.0,mesoderm
ENSG00000109576,AADAT,0.0,1.59,6.64,0.18,-1.48,0.0,1.59,mesoderm
ENSG00000109586,GALNT7,0.0,2.41,2.37,1.64,-0.42,0.0,2.41,mesoderm
ENSG00000109606,DHX15,1.25,0.82,1.28,0.67,-0.14,1.25,0.82,mesoderm
ENSG00000109618,SEPSECS,4.65,3.47,0.05,0.95,0.26,4.65,3.47,mesoderm
ENSG00000109625,CPZ,3.88,0.03,0.65,0.19,-4.37,3.88,0.03,mesoderm
ENSG00000109654,TRIM2,3.86,3.17,0.09,1.23,0.37,3.86,3.17,mesoderm
ENSG00000109667,SLC2A9,0.0,0.6,0.77,0.0,-2.47,0.0,0.6,mesoderm
ENSG00000109670,FBXW7,2.3,1.67,0.59,0.39,0.69,2.3,1.67,mesoderm
ENSG00000109674,NEIL3,1.56,1.46,2.16,0.25,0.04,1.56,1.46,mesoderm
ENSG00000109680,TBC1D19,4.73,3.97,0.65,0.21,-3.75,4.73,3.97,mesoderm
ENSG00000109684,CLNK,5.28,6.79,5.92,0.23,-0.32,5.28,6.79,mesoderm
ENSG00000109685,NSD2,4.63,1.91,7.5,2.2,0.81,4.63,1.91,mesoderm
ENSG00000109686,SH3D19,2.06,2.76,0.04,2.61,-1.05,2.06,2.76,mesoderm
ENSG00000109705,NKX3-2,0.0,0.3,0.0,0.0,-1.47,0.0,0.3,mesoderm
ENSG00000109736,MFSD10,4.78,0.83,0.5,2.46,-1.63,4.78,0.83,mesoderm
ENSG00000109738,GLRB,1.55,0.44,0.0,0.0,-2.84,1.55,0.44,mesoderm
ENSG00000109743,BST1,4.59,4.12,0.79,0.0,-0.55,4.59,4.12,mesoderm
ENSG00000109756,RAPGEF2,8.52,0.21,13.2,0.3,1.12,8.52,0.21,mesoderm
ENSG00000109758,HGFAC,0.0,0.42,0.0,0.4,-1.41,0.0,0.42,mesoderm
ENSG00000109762,SNX25,4.4,0.21,0.23,0.35,-2.11,4.4,0.21,mesoderm
ENSG00000109771,LRP2BP,5.69,1.31,0.34,0.0,-0.4,5.69,1.31,mesoderm
ENSG00000109775,UFSP2,2.62,0.08,2.49,0.0,-1.82,2.62,0.08,mesoderm
ENSG00000109787,KLF3,6.35,0.82,0.54,1.16,0.66,6.35,0.82,mesoderm
ENSG00000109790,KLHL5,1.94,3.69,1.6,0.02,0.06,1.94,3.69,mesoderm
ENSG00000109794,FAM149A,5.15,4.17,0.18,0.41,-0.99,5.15,4.17,mesoderm
ENSG00000109805,NCAPG,2.48,2.03,3.06,0.06,-1.58,2.48,2.03,mesoderm
ENSG00000109814,UGDH,20.19,0.6,13.88,0.6,1.6,20.19,0.6,mesoderm
ENSG00000109819,PPARGC1A,6.2,3.17,1.18,0.21,-2.16,6.2,3.17,mesoderm
ENSG00000109832,DDX25,6.1,6.7,1.75,1.39,0.46,6.1,6.7,mesoderm
ENSG00000109854,HTATIP2,4.38,0.89,0.15,0.92,-1.93,4.38,0.89,mesoderm
ENSG00000109861,CTSC,4.53,5.05,1.15,2.25,0.3,4.53,5.05,mesoderm
ENSG00000109881,CCDC34,1.33,6.14,6.46,0.87,-0.31,1.33,6.14,mesoderm
ENSG00000109906,ZBTB16,2.23,2.2,4.79,2.85,-0.39,2.23,2.2,mesoderm
ENSG00000109911,ELP4,4.81,3.95,1.27,0.37,-0.45,4.81,3.95,mesoderm
ENSG00000109917,ZPR1,1.66,3.42,0.83,0.38,-0.09,1.66,3.42,mesoderm
ENSG00000109919,MTCH2,3.83,0.29,0.0,1.41,-0.97,3.83,0.29,mesoderm
ENSG00000109920,FNBP4,0.0,0.94,4.07,0.05,-0.3,0.0,0.94,mesoderm
ENSG00000109927,TECTA,9.01,0.06,0.18,0.19,-5.25,9.01,0.06,mesoderm
ENSG00000109929,SC5D,3.12,7.3,3.48,1.48,-0.02,3.12,7.3,mesoderm
ENSG00000109943,CRTAM,4.49,4.52,3.45,0.04,-0.47,4.49,4.52,mesoderm
ENSG00000109944,JHY,5.71,3.33,0.12,1.24,0.4,5.71,3.33,mesoderm
ENSG00000109956,B3GAT1,3.54,1.55,0.23,0.53,-1.31,3.54,1.55,mesoderm
ENSG00000109971,HSPA8,4.41,12.05,3.43,5.43,1.01,4.41,12.05,mesoderm
ENSG00000109991,P2RX3,7.46,1.36,0.08,0.08,-1.04,7.46,1.36,mesoderm
ENSG00000110011,DNAJC4,1.63,0.64,0.22,0.0,0.36,1.63,0.64,mesoderm
ENSG00000110013,SIAE,5.22,4.26,0.02,1.37,0.19,5.22,4.26,mesoderm
ENSG00000110025,SNX15,3.42,1.18,0.21,0.09,0.37,3.42,1.18,mesoderm
ENSG00000110031,LPXN,0.0,1.65,0.02,0.0,0.15,0.0,1.65,mesoderm
ENSG00000110042,DTX4,3.4,4.03,0.73,1.53,-1.08,3.4,4.03,mesoderm
ENSG00000110046,ATG2A,6.81,9.11,2.95,0.28,-0.64,6.81,9.11,mesoderm
ENSG00000110047,EHD1,4.53,1.99,0.43,0.0,-0.77,4.53,1.99,mesoderm
ENSG00000110048,OSBP,1.08,0.24,2.63,0.38,-1.11,1.08,0.24,mesoderm
ENSG00000110057,UNC93B1,8.33,2.16,3.32,0.19,-3.11,8.33,2.16,mesoderm
ENSG00000110060,PUS3,3.91,1.11,0.04,0.79,-0.91,3.91,1.11,mesoderm
ENSG00000110063,DCPS,1.88,5.23,0.12,0.49,0.07,1.88,5.23,mesoderm
ENSG00000110066,KMT5B,7.83,0.68,0.55,3.83,-1.09,7.83,0.68,mesoderm
ENSG00000110074,FOXRED1,7.12,6.45,0.24,0.53,0.25,7.12,6.45,mesoderm
ENSG00000110075,PPP6R3,0.89,0.88,2.23,0.06,-0.35,0.89,0.88,mesoderm
ENSG00000110076,NRXN2,2.69,3.64,0.07,0.01,-0.21,2.69,3.64,mesoderm
ENSG00000110077,MS4A6A,0.0,3.01,3.2,0.17,-1.0,0.0,3.01,mesoderm
ENSG00000110079,MS4A4A,8.61,3.0,0.19,0.38,-0.72,8.61,3.0,mesoderm
ENSG00000110080,ST3GAL4,0.8,0.84,7.78,0.02,0.22,0.8,0.84,mesoderm
ENSG00000110090,CPT1A,3.58,6.16,3.5,1.97,-0.02,3.58,6.16,mesoderm
ENSG00000110092,CCND1,1.18,6.25,0.17,2.31,-0.28,1.18,6.25,mesoderm
ENSG00000110104,CCDC86,7.92,4.2,3.59,0.13,-0.63,7.92,4.2,mesoderm
ENSG00000110107,PRPF19,0.44,8.24,0.73,4.09,-0.04,0.44,8.24,mesoderm
ENSG00000110108,TMEM109,13.93,0.94,8.79,0.2,2.88,13.93,0.94,mesoderm
ENSG00000110148,CCKBR,7.98,4.29,0.95,2.83,-3.28,7.98,4.29,mesoderm
ENSG00000110169,HPX,3.26,0.5,0.71,0.25,-3.47,3.26,0.5,mesoderm
ENSG00000110171,TRIM3,0.0,0.21,0.46,0.32,-0.13,0.0,0.21,mesoderm
ENSG00000110172,CHORDC1,9.94,0.51,4.69,2.98,-0.58,9.94,0.51,mesoderm
ENSG00000110195,FOLR1,3.33,0.24,0.0,0.21,-0.57,3.33,0.24,mesoderm
ENSG00000110200,ANAPC15,0.94,0.84,3.31,0.83,-0.1,0.94,0.84,mesoderm
ENSG00000110203,FOLR3,0.44,0.72,0.73,0.0,-2.29,0.44,0.72,mesoderm
ENSG00000110218,PANX1,0.36,5.25,0.85,0.0,-0.05,0.36,5.25,mesoderm
ENSG00000110237,ARHGEF17,5.96,4.76,0.0,0.46,-2.11,5.96,4.76,mesoderm
ENSG00000110245,APOC3,0.0,0.71,0.0,0.0,-1.74,0.0,0.71,mesoderm
ENSG00000110274,CEP164,1.0,1.26,4.09,0.0,-1.32,1.0,1.26,mesoderm
ENSG00000110315,RNF141,23.02,1.78,1.48,1.78,0.7,23.02,1.78,mesoderm
ENSG00000110318,CEP126,2.55,1.2,1.31,0.05,0.39,2.55,1.2,mesoderm
ENSG00000110321,EIF4G2,1.15,8.84,0.53,7.58,-0.17,1.15,8.84,mesoderm
ENSG00000110324,IL10RA,3.5,0.58,1.16,0.29,-2.35,3.5,0.58,mesoderm
ENSG00000110328,GALNT18,0.0,0.38,0.18,0.0,-2.89,0.0,0.38,mesoderm
ENSG00000110330,BIRC2,2.58,0.62,2.85,0.0,0.72,2.58,0.62,mesoderm
ENSG00000110344,UBE4A,4.18,2.59,2.21,3.6,-0.38,4.18,2.59,mesoderm
ENSG00000110367,DDX6,7.09,2.36,0.23,0.19,-0.58,7.09,2.36,mesoderm
ENSG00000110375,UPK2,0.0,0.2,0.46,0.19,-1.38,0.0,0.2,mesoderm
ENSG00000110395,CBL,14.64,3.09,3.67,0.94,1.74,14.64,3.09,mesoderm
ENSG00000110400,NECTIN1,0.37,0.61,0.4,0.0,-0.17,0.37,0.61,mesoderm
ENSG00000110422,HIPK3,6.86,2.44,5.07,0.17,1.99,6.86,2.44,mesoderm
ENSG00000110427,KIAA1549L,13.64,0.47,1.3,0.61,-5.27,13.64,0.47,mesoderm
ENSG00000110429,FBXO3,1.73,6.64,1.61,0.74,-0.93,1.73,6.64,mesoderm
ENSG00000110435,PDHX,5.04,1.97,0.0,0.99,0.14,5.04,1.97,mesoderm
ENSG00000110436,SLC1A2,3.64,8.41,4.97,0.22,-0.26,3.64,8.41,mesoderm
ENSG00000110442,COMMD9,8.06,7.84,3.74,2.99,0.63,8.06,7.84,mesoderm
ENSG00000110446,SLC15A3,5.93,1.49,2.57,0.18,-2.22,5.93,1.49,mesoderm
ENSG00000110448,CD5,0.26,0.21,0.0,0.0,-3.12,0.26,0.21,mesoderm
ENSG00000110455,ACCS,6.16,0.26,0.0,0.2,-4.98,6.16,0.26,mesoderm
ENSG00000110484,SCGB2A2,0.0,0.05,0.0,0.0,-1.89,0.0,0.05,mesoderm
ENSG00000110492,MDK,13.05,5.26,0.0,5.88,-3.0,13.05,5.26,mesoderm
ENSG00000110497,AMBRA1,3.43,2.5,1.62,0.0,-2.08,3.43,2.5,mesoderm
ENSG00000110514,MADD,2.71,1.59,0.07,0.0,-1.29,2.71,1.59,mesoderm
ENSG00000110536,PTPMT1,0.0,10.26,0.57,3.71,-0.04,0.0,10.26,mesoderm
ENSG00000110583,NAA40,2.37,2.66,3.77,0.34,0.39,2.37,2.66,mesoderm
ENSG00000110619,CARS1,7.89,5.94,3.6,0.05,-0.66,7.89,5.94,mesoderm
ENSG00000110628,SLC22A18,5.14,5.9,1.23,0.61,-0.15,5.14,5.9,mesoderm
ENSG00000110651,CD81,15.92,4.59,0.18,3.11,-3.04,15.92,4.59,mesoderm
ENSG00000110660,SLC35F2,1.95,4.21,4.31,2.57,0.52,1.95,4.21,mesoderm
ENSG00000110665,C11orf21,0.0,0.34,0.19,0.07,-2.03,0.0,0.34,mesoderm
ENSG00000110675,ELMOD1,2.7,5.82,1.76,0.8,-0.17,2.7,5.82,mesoderm
ENSG00000110693,SOX6,6.01,7.87,1.26,2.38,0.41,6.01,7.87,mesoderm
ENSG00000110696,C11orf58,16.61,3.58,0.34,1.55,-0.71,16.61,3.58,mesoderm
ENSG00000110697,PITPNM1,3.95,1.6,0.76,0.14,-0.38,3.95,1.6,mesoderm
ENSG00000110700,RPS13,3.64,2.1,0.21,1.9,-0.75,3.64,2.1,mesoderm
ENSG00000110711,AIP,4.96,0.45,0.21,0.07,-2.0,4.96,0.45,mesoderm
ENSG00000110713,NUP98,5.99,6.04,6.02,0.45,-0.32,5.99,6.04,mesoderm
ENSG00000110717,NDUFS8,8.12,1.68,1.04,4.68,-1.36,8.12,1.68,mesoderm
ENSG00000110719,TCIRG1,1.49,0.14,0.0,0.02,0.33,1.49,0.14,mesoderm
ENSG00000110721,CHKA,5.01,2.92,7.28,0.59,1.51,5.01,2.92,mesoderm
ENSG00000110723,EXPH5,1.73,6.67,1.45,0.99,-0.05,1.73,6.67,mesoderm
ENSG00000110756,HPS5,3.85,3.84,0.0,0.24,-0.27,3.85,3.84,mesoderm
ENSG00000110768,GTF2H1,6.97,1.6,2.57,0.78,-0.06,6.97,1.6,mesoderm
ENSG00000110777,POU2AF1,11.06,6.95,5.5,0.0,-0.81,11.06,6.95,mesoderm
ENSG00000110786,PTPN5,11.67,0.64,0.0,0.85,-5.18,11.67,0.64,mesoderm
ENSG00000110799,VWF,0.0,1.82,0.73,0.51,-1.18,0.0,1.82,mesoderm
ENSG00000110801,PSMD9,5.4,4.05,0.07,0.04,-0.15,5.4,4.05,mesoderm
ENSG00000110811,P3H3,11.6,2.65,0.03,2.04,-2.78,11.6,2.65,mesoderm
ENSG00000110841,PPFIBP1,3.79,2.32,5.26,0.5,0.34,3.79,2.32,mesoderm
ENSG00000110844,PRPF40B,5.79,1.45,0.5,0.1,-1.8,5.79,1.45,mesoderm
ENSG00000110848,CD69,0.0,0.16,0.0,0.0,-0.52,0.0,0.16,mesoderm
ENSG00000110851,PRDM4,0.0,1.15,1.07,3.51,-0.18,0.0,1.15,mesoderm
ENSG00000110852,CLEC2B,0.0,0.64,0.0,0.0,-0.03,0.0,0.64,mesoderm
ENSG00000110871,COQ5,4.27,0.55,2.42,0.79,-0.93,4.27,0.55,mesoderm
ENSG00000110876,SELPLG,0.0,0.34,0.58,0.0,-2.37,0.0,0.34,mesoderm
ENSG00000110880,CORO1C,0.53,3.49,0.61,1.67,-0.1,0.53,3.49,mesoderm
ENSG00000110881,ASIC1,4.41,1.4,2.32,0.0,-2.44,4.41,1.4,mesoderm
ENSG00000110887,DAO,0.0,0.21,0.73,0.0,-2.43,0.0,0.21,mesoderm
ENSG00000110888,CAPRIN2,5.55,2.32,2.03,0.08,0.47,5.55,2.32,mesoderm
ENSG00000110900,TSPAN11,0.0,0.81,0.15,0.0,-0.42,0.0,0.81,mesoderm
ENSG00000110906,KCTD10,9.88,2.27,5.19,0.03,1.5,9.88,2.27,mesoderm
ENSG00000110911,SLC11A2,6.48,2.53,0.89,1.17,-1.04,6.48,2.53,mesoderm
ENSG00000110917,MLEC,1.67,5.16,0.04,1.11,-0.4,1.67,5.16,mesoderm
ENSG00000110921,MVK,4.6,0.87,3.37,0.01,0.23,4.6,0.87,mesoderm
ENSG00000110925,CSRNP2,2.0,1.67,6.18,0.71,-1.54,2.0,1.67,mesoderm
ENSG00000110931,CAMKK2,5.02,2.1,2.53,0.07,0.89,5.02,2.1,mesoderm
ENSG00000110934,BIN2,1.01,1.02,0.76,0.0,-3.07,1.01,1.02,mesoderm
ENSG00000110955,ATP5F1B,1.01,11.78,0.61,6.35,-0.25,1.01,11.78,mesoderm
ENSG00000110958,PTGES3,4.56,6.94,0.04,3.1,-1.07,4.56,6.94,mesoderm
ENSG00000110975,SYT10,5.71,0.09,0.57,0.0,-5.15,5.71,0.09,mesoderm
ENSG00000110987,BCL7A,0.67,0.56,1.75,2.07,0.04,0.67,0.56,mesoderm
ENSG00000111011,RSRC2,2.03,0.62,4.6,5.53,-0.46,2.03,0.62,mesoderm
ENSG00000111012,CYP27B1,5.22,0.21,0.02,0.0,-5.57,5.22,0.21,mesoderm
ENSG00000111052,LIN7A,1.71,0.29,1.73,0.0,0.81,1.71,0.29,mesoderm
ENSG00000111057,KRT18,2.34,7.96,0.01,3.13,-0.57,2.34,7.96,mesoderm
ENSG00000111058,ACSS3,9.37,2.4,1.76,0.18,0.61,9.37,2.4,mesoderm
ENSG00000111077,TNS2,5.59,4.42,0.16,0.72,0.52,5.59,4.42,mesoderm
ENSG00000111110,PPM1H,3.4,0.02,0.29,0.89,-1.86,3.4,0.02,mesoderm
ENSG00000111142,METAP2,1.19,2.56,0.12,0.34,-0.26,1.19,2.56,mesoderm
ENSG00000111144,LTA4H,2.14,11.33,19.07,0.02,0.51,2.14,11.33,mesoderm
ENSG00000111145,ELK3,6.43,2.32,16.98,0.13,1.58,6.43,2.32,mesoderm
ENSG00000111181,SLC6A12,0.0,0.41,0.0,0.0,-2.23,0.0,0.41,mesoderm
ENSG00000111186,WNT5B,9.57,3.83,29.91,0.1,3.19,9.57,3.83,mesoderm
ENSG00000111196,MAGOHB,2.89,0.05,0.07,1.16,-1.46,2.89,0.05,mesoderm
ENSG00000111199,TRPV4,5.06,0.83,8.13,0.0,1.83,5.06,0.83,mesoderm
ENSG00000111203,ITFG2,1.13,6.47,6.38,0.85,0.25,1.13,6.47,mesoderm
ENSG00000111206,FOXM1,4.01,2.39,14.7,1.41,0.69,4.01,2.39,mesoderm
ENSG00000111215,PRR4,0.0,0.04,0.22,0.0,-1.82,0.0,0.04,mesoderm
ENSG00000111218,PRMT8,10.05,4.43,2.23,0.04,-0.89,10.05,4.43,mesoderm
ENSG00000111224,PARP11,16.25,1.64,4.63,1.22,0.78,16.25,1.64,mesoderm
ENSG00000111229,ARPC3,5.5,2.27,2.12,2.83,-2.06,5.5,2.27,mesoderm
ENSG00000111231,GPN3,9.04,0.12,0.98,0.0,-1.88,9.04,0.12,mesoderm
ENSG00000111237,VPS29,13.77,0.16,0.17,2.54,-0.44,13.77,0.16,mesoderm
ENSG00000111247,RAD51AP1,4.09,0.32,1.73,0.25,-2.52,4.09,0.32,mesoderm
ENSG00000111249,CUX2,1.57,0.42,0.11,0.45,-1.74,1.57,0.42,mesoderm
ENSG00000111252,SH2B3,10.35,0.27,8.61,0.14,1.6,10.35,0.27,mesoderm
ENSG00000111254,AKAP3,0.0,0.04,0.0,0.0,-2.7,0.0,0.04,mesoderm
ENSG00000111261,MANSC1,6.89,6.34,3.39,0.63,-0.32,6.89,6.34,mesoderm
ENSG00000111262,KCNA1,0.92,0.33,0.58,0.08,-2.61,0.92,0.33,mesoderm
ENSG00000111266,DUSP16,0.0,1.82,0.28,1.78,-0.17,0.0,1.82,mesoderm
ENSG00000111269,CREBL2,2.56,0.98,0.38,1.34,-1.09,2.56,0.98,mesoderm
ENSG00000111271,ACAD10,1.01,0.5,2.61,0.24,-0.47,1.01,0.5,mesoderm
ENSG00000111275,ALDH2,4.04,4.56,1.1,0.36,-0.15,4.04,4.56,mesoderm
ENSG00000111276,CDKN1B,2.39,9.41,5.01,6.19,-0.99,2.39,9.41,mesoderm
ENSG00000111300,NAA25,6.75,5.23,0.77,0.64,-0.44,6.75,5.23,mesoderm
ENSG00000111305,GSG1,0.0,3.86,2.26,0.0,-1.44,0.0,3.86,mesoderm
ENSG00000111319,SCNN1A,13.09,3.38,1.53,0.03,-0.98,13.09,3.38,mesoderm
ENSG00000111321,LTBR,2.04,6.15,4.26,3.24,-0.08,2.04,6.15,mesoderm
ENSG00000111325,OGFOD2,1.67,1.83,4.83,0.0,0.36,1.67,1.83,mesoderm
ENSG00000111328,CDK2AP1,1.52,0.45,0.42,0.76,-0.42,1.52,0.45,mesoderm
ENSG00000111331,OAS3,7.3,7.66,4.88,2.79,0.63,7.3,7.66,mesoderm
ENSG00000111335,OAS2,6.82,10.47,13.85,0.03,-0.69,6.82,10.47,mesoderm
ENSG00000111339,ART4,5.05,6.36,6.55,0.94,-0.53,5.05,6.36,mesoderm
ENSG00000111341,MGP,17.34,5.23,1.59,0.0,-1.0,17.34,5.23,mesoderm
ENSG00000111344,RASAL1,0.0,0.29,0.0,0.23,-0.75,0.0,0.29,mesoderm
ENSG00000111358,GTF2H3,0.83,1.64,1.72,0.36,-0.01,0.83,1.64,mesoderm
ENSG00000111361,EIF2B1,4.63,1.14,0.01,1.29,0.51,4.63,1.14,mesoderm
ENSG00000111364,DDX55,4.22,3.98,0.08,0.0,-0.19,4.22,3.98,mesoderm
ENSG00000111371,SLC38A1,1.99,2.98,4.12,0.27,0.39,1.99,2.98,mesoderm
ENSG00000111412,SPRING1,4.46,0.95,0.54,1.63,-0.41,4.46,0.95,mesoderm
ENSG00000111424,VDR,2.24,0.93,0.13,0.0,-0.8,2.24,0.93,mesoderm
ENSG00000111432,FZD10,2.41,0.05,0.05,0.0,-1.46,2.41,0.05,mesoderm
ENSG00000111445,RFC5,1.55,3.33,6.66,4.67,-0.82,1.55,3.33,mesoderm
ENSG00000111450,STX2,31.39,3.26,2.92,1.45,0.8,31.39,3.26,mesoderm
ENSG00000111452,ADGRD1,3.95,0.23,3.35,0.08,-2.04,3.95,0.23,mesoderm
ENSG00000111481,COPZ1,0.91,3.24,2.11,1.36,0.19,0.91,3.24,mesoderm
ENSG00000111490,TBC1D30,3.8,3.41,0.72,0.17,-0.15,3.8,3.41,mesoderm
ENSG00000111530,CAND1,1.97,1.2,2.62,0.19,-0.15,1.97,1.2,mesoderm
ENSG00000111536,IL26,0.0,0.29,0.58,0.0,-2.94,0.0,0.29,mesoderm
ENSG00000111540,RAB5B,3.35,3.41,0.97,0.03,-0.07,3.35,3.41,mesoderm
ENSG00000111581,NUP107,5.66,5.64,2.53,0.15,-0.41,5.66,5.64,mesoderm
ENSG00000111596,CNOT2,7.03,1.08,3.36,1.16,1.09,7.03,1.08,mesoderm
ENSG00000111602,TIMELESS,10.49,3.46,3.5,0.34,1.35,10.49,3.46,mesoderm
ENSG00000111605,CPSF6,1.71,1.96,1.5,1.95,0.24,1.71,1.96,mesoderm
ENSG00000111615,KRR1,3.32,2.42,0.22,0.5,-0.71,3.32,2.42,mesoderm
ENSG00000111639,MRPL51,3.62,2.12,0.0,3.02,-1.27,3.62,2.12,mesoderm
ENSG00000111640,GAPDH,6.86,16.48,0.1,6.96,-1.58,6.86,16.48,mesoderm
ENSG00000111641,NOP2,18.5,1.28,0.18,0.01,0.48,18.5,1.28,mesoderm
ENSG00000111642,CHD4,7.45,3.36,0.13,0.75,-0.62,7.45,3.36,mesoderm
ENSG00000111644,ACRBP,0.0,0.39,0.71,0.0,-2.82,0.0,0.39,mesoderm
ENSG00000111647,UHRF1BP1L,0.0,0.87,2.8,0.65,-0.45,0.0,0.87,mesoderm
ENSG00000111652,COPS7A,1.73,13.87,0.9,6.96,-0.54,1.73,13.87,mesoderm
ENSG00000111664,GNB3,0.0,0.13,0.02,0.0,-1.5,0.0,0.13,mesoderm
ENSG00000111665,CDCA3,0.37,0.61,1.2,0.0,-0.37,0.37,0.61,mesoderm
ENSG00000111666,CHPT1,7.04,4.2,0.64,0.38,-0.62,7.04,4.2,mesoderm
ENSG00000111667,USP5,2.96,1.9,1.61,0.43,0.81,2.96,1.9,mesoderm
ENSG00000111669,TPI1,3.43,4.16,0.05,2.16,-0.86,3.43,4.16,mesoderm
ENSG00000111670,GNPTAB,12.2,0.92,0.01,1.19,0.45,12.2,0.92,mesoderm
ENSG00000111671,SPSB2,3.6,0.04,0.55,0.19,-1.73,3.6,0.04,mesoderm
ENSG00000111674,ENO2,2.4,2.55,0.1,1.9,-0.63,2.4,2.55,mesoderm
ENSG00000111676,ATN1,2.15,3.44,0.04,0.12,-0.62,2.15,3.44,mesoderm
ENSG00000111678,C12orf57,14.02,2.39,0.0,0.44,-1.22,14.02,2.39,mesoderm
ENSG00000111679,PTPN6,11.43,0.37,0.63,0.59,-4.5,11.43,0.37,mesoderm
ENSG00000111684,LPCAT3,16.58,1.95,10.9,0.06,1.5,16.58,1.95,mesoderm
ENSG00000111696,NT5DC3,7.2,6.52,0.39,3.27,0.42,7.2,6.52,mesoderm
ENSG00000111704,NANOG,4.21,3.29,1.14,1.19,-0.12,4.21,3.29,mesoderm
ENSG00000111707,SUDS3,2.31,1.8,2.72,0.59,0.16,2.31,1.8,mesoderm
ENSG00000111711,GOLT1B,0.0,0.93,3.96,0.0,0.31,0.0,0.93,mesoderm
ENSG00000111716,LDHB,2.94,14.72,0.67,5.92,-0.77,2.94,14.72,mesoderm
ENSG00000111725,PRKAB1,3.53,6.36,0.63,1.16,0.18,3.53,6.36,mesoderm
ENSG00000111726,CMAS,0.0,3.59,0.43,4.95,-0.16,0.0,3.59,mesoderm
ENSG00000111728,ST8SIA1,7.06,6.2,9.38,0.16,-0.45,7.06,6.2,mesoderm
ENSG00000111732,AICDA,5.14,5.43,0.4,0.87,0.39,5.14,5.43,mesoderm
ENSG00000111737,RAB35,1.05,6.66,5.23,0.03,0.26,1.05,6.66,mesoderm
ENSG00000111752,PHC1,5.38,2.83,0.01,4.0,-2.2,5.38,2.83,mesoderm
ENSG00000111775,COX6A1,0.0,4.42,0.75,2.21,-0.21,0.0,4.42,mesoderm
ENSG00000111780,ENSG00000111780,1.64,0.09,0.87,0.56,-1.58,1.64,0.09,mesoderm
ENSG00000111783,RFX4,1.06,0.26,0.73,0.0,-3.37,1.06,0.26,mesoderm
ENSG00000111785,RIC8B,1.77,0.56,1.12,0.63,-1.02,1.77,0.56,mesoderm
ENSG00000111786,SRSF9,2.81,2.37,0.01,2.36,-0.88,2.81,2.37,mesoderm
ENSG00000111790,FGFR1OP2,1.1,1.31,4.83,3.5,0.11,1.1,1.31,mesoderm
ENSG00000111799,COL12A1,5.85,2.61,0.73,0.02,-0.73,5.85,2.61,mesoderm
ENSG00000111801,BTN3A3,0.0,0.49,0.0,0.0,-1.96,0.0,0.49,mesoderm
ENSG00000111802,TDP2,1.35,0.77,0.86,0.82,-1.04,1.35,0.77,mesoderm
ENSG00000111816,FRK,8.12,5.27,3.42,0.23,-1.3,8.12,5.27,mesoderm
ENSG00000111817,DSE,5.29,0.39,3.76,1.06,0.43,5.29,0.39,mesoderm
ENSG00000111832,RWDD1,7.57,4.45,1.76,0.0,-0.36,7.57,4.45,mesoderm
ENSG00000111834,RSPH4A,3.72,0.21,0.76,0.0,-4.29,3.72,0.21,mesoderm
