sn_sample,lysate_sample,log10_enrichment_factor
24L006479,24L006460,0.4758514467251004
24L006479,24L006460,-0.34993431532354813
24L006479,24L006460,-0.5387395681762192
24L006479,24L006460,0.16997727434518867
24L006479,24L006460,-0.41235214047560903
24L006479,24L006460,-0.07143948051321684
24L006479,24L006460,-0.7705634930203221
24L006479,24L006460,0.0575437487444663
24L006479,24L006460,-0.3051513359622633
24L006479,24L006460,-0.22384401540833765
24L006479,24L006460,-0.1672889073633839
24L006479,24L006460,0.4569939377984654
24L006479,24L006460,-0.27789351380916993
24L006479,24L006460,-0.8857539229447289
24L006479,24L006460,-0.34589808466452254
24L006479,24L006460,0.294426965859055
24L006479,24L006460,-0.6516717039812894
24L006479,24L006460,-0.8427381236589102
24L006479,24L006460,0.3907601564905515
24L006479,24L006460,0.17079741028393117
24L006479,24L006460,-1.8027367474391864
24L006479,24L006460,-0.057590611738788815
24L006479,24L006460,-0.20685978969496974
24L006479,24L006460,-0.4338179450898064
24L006479,24L006460,-0.9447457622686722
24L006479,24L006460,-0.8594388886186578
24L006479,24L006460,1.1468549085600919
24L006479,24L006460,-0.8359192504523683
24L006479,24L006460,-0.4255287982745098
24L006479,24L006460,-0.3957105989997397
24L006479,24L006460,-0.2342897649978521
24L006479,24L006460,0.38724817226237285
24L006479,24L006460,0.5350404119626504
24L006479,24L006460,-0.5031695932695524
24L006479,24L006460,-0.19731076356246968
24L006479,24L006460,-0.26514041553432927
24L006479,24L006460,-0.019278674598307084
24L006479,24L006460,-0.5509225214559661
24L006479,24L006460,0.4489398776400626
24L006479,24L006460,-0.0446022100470555
24L006479,24L006460,0.5407166565630761
24L006479,24L006460,-0.06551388436005325
24L006479,24L006460,0.8847843508978775
24L006479,24L006460,-0.06177366365092672
24L006479,24L006460,-0.7290737600202727
24L006479,24L006460,0.26089473574340055
24L006479,24L006460,-0.238236866722762
24L006479,24L006460,0.0310601868225842
24L006479,24L006460,-0.5348445242926948
24L006479,24L006460,-0.6840367846516241
24L006479,24L006460,0.0038535677262327792
24L006479,24L006460,-0.7250494703211726
24L006479,24L006460,0.5290213701872346
24L006479,24L006460,-0.8017947303844009
24L006479,24L006460,-0.7309074582789893
24L006479,24L006460,-0.2502805870449032
24L006479,24L006460,-1.0381840189650857
24L006479,24L006460,-0.45011373343537375
