pathway,stouffer_pval,min_pval,n_timepoints,n_significant,mean_NES,stouffer_padj
GOBP_RESPONSE_TO_CARBOHYDRATE,0.06160849219943928,0.0362608425876629,10,0,-0.11650620193668633,0.35910535543276767
GOBP_MEMBRANE_ORGANIZATION,0.06342920161855353,0.147921760391198,10,0,-0.1597518888108808,0.36641690577860836
GOBP_CELL_ADHESION,0.0648152824380117,0.0018007875456216,9,0,0.2512723917608126,0.36767116616784296
GOBP_CELL_CELL_SIGNALING,0.06506207280957406,0.011102094176394,10,0,-0.1264003522294566,0.36767116616784296
GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,0.06535113463570624,0.103806228373702,10,0,-0.00935812624227117,0.36767116616784296
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,0.06823830220988271,0.0099477569871299,10,0,-0.3549180120297738,0.38060501318788026
GOBP_CELLULAR_RESPONSE_TO_RADIATION,0.06953468576897477,0.0189325852020872,10,0,-0.09371994009237465,0.3845208691668947
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.07107408673171622,0.0619684082624544,10,0,0.10583683297164388,0.38889122129988696
GOMF_ENDOPEPTIDASE_ACTIVITY,0.07152713343846454,0.0325,10,0,0.20121608210256206,0.38889122129988696
GOCC_TRANSFERASE_COMPLEX,0.07351781709266315,0.030060120240481,10,0,-0.1278136423759026,0.3963835638246088
GOBP_CYTOSKELETON_ORGANIZATION,0.0748929360758016,0.0011185240205269,8,1,-0.1246822941528467,0.40046057554581516
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.07755700282694143,0.0195779580024275,10,0,-0.20204715398686246,0.4087862759924673
GOBP_GAMETE_GENERATION,0.07771361970181372,0.0079440551006613,10,0,0.09239226767982871,0.4087862759924673
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,0.07906384221858265,0.036,10,0,-0.054729523243414936,0.41253472512437883
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.08693177460426571,0.0270426733068881,10,0,-0.2147425122784803,0.4499588653516793
GOCC_UBIQUITIN_LIGASE_COMPLEX,0.09094835602720258,0.0266524520255864,10,0,0.22614188491707976,0.467012590076191
GOBP_ORGANELLE_LOCALIZATION,0.09261145494387563,0.000343491373588,10,1,0.04150029738122609,0.47180796337549236
GOMF_CELL_ADHESION_MOLECULE_BINDING,0.09445042129684206,0.0119138790747073,10,0,-0.052860559597987564,0.4762118526692804
GOBP_SKELETAL_SYSTEM_DEVELOPMENT,0.0949479582601811,0.113660062565172,10,0,-0.33749538846912464,0.4762118526692804
GOMF_AMINOACYLTRANSFERASE_ACTIVITY,0.09837478667136512,0.0413175997477218,10,0,-0.06758629697266881,0.48960374597210177
GOBP_NITROGEN_COMPOUND_TRANSPORT,0.10000541745476188,0.124365482233503,10,0,-0.21649747502792144,0.4939198862078697
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.10260017289357154,0.106936416184971,10,0,0.13380962624522286,0.4994826015772187
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,0.10267571253442054,0.0019651043390567,10,0,0.1346359736429392,0.4994826015772187
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX,0.10382361618300462,0.0044077055024717,10,0,-0.12652823502798988,0.5012976094806268
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT,0.11072725686444412,0.022453920873007,10,0,-0.03133558106174896,0.5284108752510426
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,0.11107245600331034,0.0560846560846561,10,0,0.06468912325988943,0.5284108752510426
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,0.11321235645598027,0.0127974762633685,10,0,0.345961693774871,0.5346598147957609
GOBP_CELL_CYCLE_PROCESS,0.11421687591974466,0.025974025974026,10,0,-0.16638885858607694,0.5354950631889478
GOBP_INTRACELLULAR_TRANSPORT,0.11599379836130602,0.100202429149798,10,0,-0.21006041266570605,0.5399135794227697
GOBP_MAPK_CASCADE,0.1173321617436216,0.0245806381408699,10,0,0.18600162874799486,0.5422422046294513
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,0.11896953613241124,0.043026706231454,10,0,-0.028489268373566246,0.5459098572884402
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,0.1214268681695041,0.0036995966172151,10,0,0.00603610331924651,0.5496502970354391
GOBP_REPRODUCTIVE_PROCESS,0.12148375962297958,0.033187566735408,10,0,-0.02122889049840132,0.5496502970354391
GOMF_KINASE_REGULATOR_ACTIVITY,0.12502771808935603,0.0325312794229928,10,0,-0.09471099065695181,0.561756483359815
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,0.12847938814675475,0.0205152221959833,10,0,-0.0659529789385237,0.5732838905582781
GOMF_ISOMERASE_ACTIVITY,0.13066433160107793,0.0275176727912158,10,0,-0.176517528225356,0.5766891885866079
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.13102520977160953,0.0242236077681544,10,0,-0.2786489220740373,0.5766891885866079
GOBP_MYELOID_CELL_HOMEOSTASIS,0.13480897647111073,0.0509554140127389,10,0,-0.1712556932210865,0.58654244878116
GOBP_DEVELOPMENTAL_GROWTH,0.13507700907015896,0.0007478441104334,10,1,-0.044638398963125936,0.58654244878116
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,0.13752557338728072,0.0157707171400236,10,0,-0.21194208027340408,0.5931936398771375
GOBP_AMINO_ACID_METABOLIC_PROCESS,0.14098898205741783,0.0163870920939133,10,0,-0.009022798399068454,0.6041051085506579
GOBP_VACUOLE_ORGANIZATION,0.1420030217074814,0.0122151371576226,10,0,0.05119793611320726,0.6044470726627663
GOCC_TRANSCRIPTION_REGULATOR_COMPLEX,0.14490164483641954,0.0412060301507538,10,0,-0.02018545788154862,0.6127540144389767
GOBP_RESPONSE_TO_LIGHT_STIMULUS,0.14991769224300178,0.104477611940299,10,0,-0.23477236296754497,0.6177139092711195
GOBP_MICROTUBULE_BASED_TRANSPORT,0.14995480703852387,0.0509554140127389,10,0,-0.1975574598645214,0.6177139092711195
GOBP_REGULATION_OF_CELL_DIFFERENTIATION,0.15047319876406007,0.0132842299283059,10,0,-0.2490052842867017,0.6177139092711195
GOBP_STEM_CELL_DIFFERENTIATION,0.15049399178994016,0.0312206999135651,10,0,-0.19332772602476858,0.6177139092711195
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.15084821895647121,0.0407949790794979,10,0,-0.1678052325177783,0.6177139092711195
GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS,0.15188357782514045,0.0098964824578487,10,0,0.2660996247458388,0.617741289511261
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.15276446108470132,0.0129852879042637,10,0,0.10003155298347047,0.617741289511261
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION,0.15700453606480436,0.0034682997267085,10,0,-0.03638025325877799,0.6309436946206735
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,0.15829805990611467,0.0972568578553616,10,0,-0.23047590503618848,0.6322150911065196
GOBP_CHROMATIN_ORGANIZATION,0.1599729665707597,0.074222668004012,10,0,-0.19043917010176267,0.6334605072336361
GOBP_POSITIVE_REGULATION_OF_GROWTH,0.16123190930019465,0.078575655800773,10,0,-0.18116382207791593,0.6334605072336361
GOCC_RIBOSOME,0.16154711544598138,0.0004721018218663,9,0,-0.1094756002471129,0.6334605072336361
GOCC_DENDRITIC_TREE,0.1654659245564643,0.111451942740286,10,0,-0.423628321081199,0.641983492502542
GOCC_MITOCHONDRIAL_ENVELOPE,0.16570516730745677,0.0079936046625606,10,0,-0.11881564443429901,0.641983492502542
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.17013580707488424,0.114785992217899,10,0,-0.029089536633761716,0.6552253998657744
GOMF_ACYLTRANSFERASE_ACTIVITY,0.17505623611589416,0.0029845510861177,10,0,-0.11174319309932375,0.6674254065918035
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.17674045737102123,0.0939306358381503,10,0,-0.1706781797246409,0.6674254065918035
GOBP_RESPONSE_TO_OXYGEN_LEVELS,0.17683849388395578,0.067238912732475,10,0,-0.020553407925048527,0.6674254065918035
GOBP_LIPID_METABOLIC_PROCESS,0.17779842099330517,0.0181438647227081,10,0,-0.05401119378999044,0.6674254065918035
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.18270241387347247,0.0020028920152817,10,0,0.10704223148786203,0.6674254065918035
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,0.18280265342846724,0.0133965116352015,10,0,0.008693341882431005,0.6674254065918035
GOBP_CHROMATIN_REMODELING,0.1844958418498302,0.133198789101917,10,0,-0.1916091396292417,0.6674254065918035
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,0.18594938636992336,0.0422188045895725,10,0,-0.21692347424430344,0.6674254065918035
GOBP_PROTEIN_TRANSPORT,0.18669675861708535,0.120068610634648,10,0,-0.2110311983139704,0.6674254065918035
GOBP_NUCLEAR_TRANSPORT,0.18790512750518312,0.0750256937307297,10,0,-0.03530036923575049,0.6674254065918035
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.18830207190376363,0.1,10,0,-0.057327397737482674,0.6674254065918035
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.18882476465768283,0.0328587075575027,10,0,-0.027538960513344923,0.6674254065918035
GOMF_GUANYL_NUCLEOTIDE_BINDING,0.18906642868329726,0.0133324052127739,10,0,-0.0036518149591262318,0.6674254065918035
GOBP_CELL_CYCLE_PHASE_TRANSITION,0.18987060973917386,0.0459770114942529,10,0,-0.291059934899768,0.6674254065918035
GOBP_RNA_PROCESSING,0.19005886135248068,0.0115945805316871,10,0,-0.12615390677233737,0.6674254065918035
GOCC_NUCLEAR_MEMBRANE,0.19013543483383666,0.125130344108446,10,0,-0.24324923177321195,0.6674254065918035
GOMF_GTPASE_ACTIVITY,0.19084034037014475,0.0075244202894812,10,0,0.005402920482313544,0.6674254065918035
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,0.19667968120107537,0.0096540744120648,10,0,-0.0687462209180799,0.6821600717623217
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,0.19716218457427226,0.0862944162436548,10,0,-0.047996241721146214,0.6821600717623217
GOMF_NUCLEASE_ACTIVITY,0.2000269432017543,0.0255861939918597,10,0,0.01731710400422648,0.6858101132506635
GOBP_DNA_REPLICATION,0.20033711190784453,0.142061281337047,10,0,0.03199473520972849,0.6858101132506635
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION,0.20180200501443885,0.101205640558635,10,0,0.05216497820299493,0.6871889328649575
GOBP_NEURON_APOPTOTIC_PROCESS,0.205763775659215,0.0161419266823536,10,0,-0.062305169585104514,0.6970113238299063
GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,0.20756084112925222,0.0082418849562879,10,0,-0.11748452207896323,0.6994367927636781
GOBP_OSTEOBLAST_DIFFERENTIATION,0.21203452063915068,0.112016293279022,10,0,-0.3128333303877845,0.7107930453614613
GOCC_AXON,0.21312805378689875,0.0979325353645267,10,0,-0.23400768762134466,0.7107930453614613
GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.21496795430500687,0.0362248262389001,10,0,0.018644343962814714,0.7132526483863562
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,0.21925566337092572,0.0373831775700935,10,0,0.08464396260522393,0.7162414001348122
