,25L007999,25L008000,25L008001,25L008011,25L008012,25L008013
ENSMUSG00000062867,0,0,0,0,2,0
ENSMUSG00000062901,0,174,31,30,8,0
ENSMUSG00000062906,0,36,0,0,0,0
ENSMUSG00000062908,0,3,0,0,8,0
ENSMUSG00000062929,6,1483,154,1094,102,0
ENSMUSG00000062931,0,59,0,17,0,0
ENSMUSG00000062937,0,2,0,0,5,0
ENSMUSG00000062949,0,0,0,25,5,0
ENSMUSG00000062961,0,483,0,32,15,0
ENSMUSG00000062963,4,625,0,333,42,0
ENSMUSG00000062981,10,1077,376,167,96,0
ENSMUSG00000062991,0,0,0,0,2,0
ENSMUSG00000062995,10,46,0,224,0,0
ENSMUSG00000062997,23,2008,209,1483,221,16
ENSMUSG00000063011,0,3,0,3,4,0
ENSMUSG00000063015,0,457,0,235,91,5
ENSMUSG00000063019,0,460,0,667,127,9
ENSMUSG00000063021,0,0,1,0,0,0
ENSMUSG00000063047,0,23,0,23,1,0
ENSMUSG00000063049,0,157,0,197,35,0
ENSMUSG00000063052,0,53,79,26,7,0
ENSMUSG00000063063,0,234,0,19,18,0
ENSMUSG00000063065,32,1127,336,5845,197,0
ENSMUSG00000063077,0,45,0,124,36,4
ENSMUSG00000063108,0,130,0,0,0,0
ENSMUSG00000063142,0,688,7,59,2,0
ENSMUSG00000063145,0,2,0,0,8,0
ENSMUSG00000063146,0,23,0,30,4,14
ENSMUSG00000063160,0,69,0,479,74,0
ENSMUSG00000063172,0,12,0,16,0,0
ENSMUSG00000063179,24,186,0,175,28,0
ENSMUSG00000063200,0,142,66,61,6,0
ENSMUSG00000063229,48,3030,0,2224,322,3
ENSMUSG00000063235,0,262,0,130,39,0
ENSMUSG00000063236,0,109,0,26,4,0
ENSMUSG00000063239,0,0,0,18,4,0
ENSMUSG00000063253,17,838,368,228,16,0
ENSMUSG00000063273,0,40,0,38,5,0
ENSMUSG00000063275,0,138,0,241,1,0
ENSMUSG00000063281,1,1010,0,407,58,0
ENSMUSG00000063297,0,9,0,0,0,0
ENSMUSG00000063316,0,205,12,59,3,0
ENSMUSG00000063317,0,250,0,12,10,0
ENSMUSG00000063320,0,0,0,4,1,0
ENSMUSG00000063334,0,171,0,73,0,0
ENSMUSG00000063358,0,614,0,26,17,0
ENSMUSG00000063362,0,141,0,0,0,0
ENSMUSG00000063364,0,0,0,0,5,0
ENSMUSG00000063382,0,481,0,403,45,0
ENSMUSG00000063406,0,83,8,31,7,3
ENSMUSG00000063410,0,0,0,5,21,0
ENSMUSG00000063412,2,511,0,728,40,2
ENSMUSG00000063415,0,341,0,33,32,0
ENSMUSG00000063430,0,6,0,3,26,0
ENSMUSG00000063439,0,226,0,210,52,0
ENSMUSG00000063446,0,103,0,2,17,0
ENSMUSG00000063450,0,42,0,0,0,0
ENSMUSG00000063455,0,52,0,22,0,0
ENSMUSG00000063457,0,1134,121,1103,128,0
ENSMUSG00000063480,0,843,40,288,58,0
ENSMUSG00000063506,0,164,0,181,0,0
ENSMUSG00000063511,0,35,2,2,4,0
ENSMUSG00000063524,0,13,20,23,6,0
ENSMUSG00000063535,0,0,0,60,0,0
ENSMUSG00000063550,0,4,0,0,0,0
ENSMUSG00000063568,0,303,0,41,4,54
ENSMUSG00000063576,0,115,0,15,23,0
ENSMUSG00000063594,0,0,0,5,0,0
ENSMUSG00000063600,1,154,0,0,22,0
ENSMUSG00000063626,0,36,0,6,0,0
ENSMUSG00000063632,62,3875,646,2486,816,12
ENSMUSG00000063646,0,15,0,0,12,1
ENSMUSG00000063652,0,0,0,0,2,0
ENSMUSG00000063659,0,1155,6,216,94,0
ENSMUSG00000063663,0,8,0,16,0,0
ENSMUSG00000063683,0,17,0,0,0,0
ENSMUSG00000063687,0,1,0,0,0,0
ENSMUSG00000063694,6,1323,1789,337,72,0
ENSMUSG00000063698,3,61,0,0,1,0
ENSMUSG00000063730,0,0,0,2,0,0
ENSMUSG00000063760,0,241,191,9,14,0
ENSMUSG00000063765,112,145,0,3,15,0
ENSMUSG00000063785,0,89,0,0,0,0
ENSMUSG00000063787,0,79,10,82,5,0
ENSMUSG00000063800,0,58,0,18,22,0
ENSMUSG00000063801,0,107,0,230,6,0
ENSMUSG00000063802,78,14,0,16,20,0
ENSMUSG00000063810,0,6,2,3,1,0
ENSMUSG00000063844,0,4,0,0,0,0
ENSMUSG00000063849,0,15,0,17,4,0
ENSMUSG00000063856,2,207,224,348,71,0
ENSMUSG00000063870,0,299,16,8,9,0
ENSMUSG00000063873,55,171,1379,163,69,0
ENSMUSG00000063882,36,1225,281,1524,200,5
ENSMUSG00000063884,0,64,0,0,1,0
ENSMUSG00000063887,0,22,0,2,10,0
ENSMUSG00000063888,0,625,9,97,108,0
ENSMUSG00000063889,0,1,11,30,0,0
ENSMUSG00000063894,0,64,0,39,4,0
ENSMUSG00000063904,0,11,0,1547,10,0
ENSMUSG00000063919,0,0,0,123,8,0
ENSMUSG00000063931,0,303,1601,13,11,0
ENSMUSG00000063952,0,1,0,83,1,0
ENSMUSG00000063953,14,86,4,31,3,0
ENSMUSG00000063954,0,14,0,12,1,0
ENSMUSG00000063972,0,3,0,1,2,0
ENSMUSG00000064023,0,19,0,5,3,0
ENSMUSG00000064030,0,252,0,467,12,0
ENSMUSG00000064036,0,0,0,16,0,0
ENSMUSG00000064037,0,224,2,102,13,0
ENSMUSG00000064043,0,5,0,3,19,0
ENSMUSG00000064061,0,39,0,6,0,0
ENSMUSG00000064065,0,0,73,0,0,0
ENSMUSG00000064068,0,77,0,0,15,0
ENSMUSG00000064084,0,27,2,13,5,0
ENSMUSG00000064105,0,0,0,0,3,0
ENSMUSG00000064115,0,1227,22,661,123,4
ENSMUSG00000064120,0,23,0,0,7,0
ENSMUSG00000064125,0,6,0,27,0,0
ENSMUSG00000064138,0,43,0,0,0,0
ENSMUSG00000064145,0,65,0,6,0,0
ENSMUSG00000064181,0,123,1016,114,18,0
ENSMUSG00000064201,0,0,0,0,14,0
ENSMUSG00000064210,0,45,0,0,8,0
ENSMUSG00000064220,0,39,0,12,0,0
ENSMUSG00000064225,0,47,0,859,58,0
ENSMUSG00000064247,0,34,0,35,0,0
ENSMUSG00000064254,0,256,0,0,0,0
ENSMUSG00000064264,8,429,0,450,141,0
ENSMUSG00000064284,0,224,0,286,7,0
ENSMUSG00000064288,0,1,0,0,0,0
ENSMUSG00000064289,0,0,0,33,0,0
ENSMUSG00000064302,0,205,0,114,16,0
ENSMUSG00000064307,0,80,0,0,3,0
ENSMUSG00000064326,0,18,0,62,3,0
ENSMUSG00000064329,0,26,0,0,9,0
ENSMUSG00000064345,1,0,0,0,0,0
ENSMUSG00000064351,0,0,1,0,0,0
ENSMUSG00000065952,0,14,8,14,1,0
ENSMUSG00000065954,0,3,228,115,57,0
ENSMUSG00000065968,0,16,0,10,0,0
ENSMUSG00000065979,0,0,0,23,0,0
ENSMUSG00000065990,0,360,159,30,10,0
ENSMUSG00000066026,0,0,0,0,2,0
ENSMUSG00000066036,0,137,0,231,7,0
ENSMUSG00000066037,0,24,37,25,16,0
ENSMUSG00000066042,0,0,0,0,14,0
ENSMUSG00000066043,0,0,0,0,13,0
ENSMUSG00000066107,0,3,0,0,0,0
ENSMUSG00000066148,0,209,0,6,31,0
ENSMUSG00000066149,0,442,301,335,28,11
ENSMUSG00000066150,0,19,0,0,0,0
ENSMUSG00000066152,0,193,0,0,0,0
ENSMUSG00000066189,16,97,0,989,18,0
ENSMUSG00000066232,0,27,201,416,3,0
ENSMUSG00000066233,219,927,0,682,155,0
ENSMUSG00000066235,0,372,0,9,2,0
ENSMUSG00000066258,0,1,1,0,2,0
ENSMUSG00000066263,0,4,25,0,0,0
ENSMUSG00000066278,0,159,0,253,50,0
ENSMUSG00000066306,0,0,0,36,0,0
ENSMUSG00000066324,0,666,275,368,49,0
ENSMUSG00000066357,0,829,12,230,44,1
ENSMUSG00000066392,0,49,0,150,16,0
ENSMUSG00000066406,1,8,0,0,1,0
ENSMUSG00000066415,0,7,0,12,0,0
ENSMUSG00000066440,0,0,0,7,0,0
ENSMUSG00000066441,0,39,0,9,3,0
ENSMUSG00000066442,2,53,0,33,0,0
ENSMUSG00000066456,16,577,21,394,11,2
ENSMUSG00000066551,6,1416,125,954,170,0
ENSMUSG00000066568,0,20,0,9,10,0
ENSMUSG00000066571,0,13,0,2,0,0
ENSMUSG00000066595,0,0,0,0,1,0
ENSMUSG00000066607,0,25,0,36,162,0
ENSMUSG00000066613,0,9,0,32,7,0
ENSMUSG00000066621,0,216,13,50,14,6
ENSMUSG00000066637,0,32,0,0,0,0
ENSMUSG00000066640,0,79,0,324,30,0
ENSMUSG00000066643,0,5,0,0,0,0
ENSMUSG00000066652,0,28,0,35,0,0
ENSMUSG00000066687,0,59,0,0,7,0
ENSMUSG00000066704,0,0,0,0,1,0
ENSMUSG00000066705,0,55,0,199,2,0
ENSMUSG00000066721,0,52,0,1,9,0
ENSMUSG00000066735,0,23,0,677,56,0
ENSMUSG00000066798,0,123,0,13,10,0
ENSMUSG00000066800,0,7,0,0,0,0
ENSMUSG00000066803,0,20,0,0,2,0
ENSMUSG00000066829,0,5,0,42,36,0
ENSMUSG00000066838,0,2,0,3,0,0
ENSMUSG00000066839,0,26,4263,16,17,0
ENSMUSG00000066877,0,84,0,0,0,0
ENSMUSG00000066878,0,0,0,57,0,0
ENSMUSG00000066880,0,166,0,35,9,0
ENSMUSG00000066892,0,4,0,3,0,0
ENSMUSG00000066900,0,106,0,124,63,0
ENSMUSG00000066952,0,35,0,92,4,6
ENSMUSG00000066979,0,116,125,526,9,0
ENSMUSG00000067071,0,57,0,95,76,0
ENSMUSG00000067081,0,1,19,10,0,0
ENSMUSG00000067148,0,73,3338,409,0,0
ENSMUSG00000067150,0,0,0,0,10,0
ENSMUSG00000067194,0,347,62,279,38,0
ENSMUSG00000067199,0,35,0,83,0,0
ENSMUSG00000067212,4,0,0,4,1,0
ENSMUSG00000067242,0,12,0,88,0,0
ENSMUSG00000067274,3,1078,29,798,95,0
ENSMUSG00000067279,0,6,0,9,0,0
ENSMUSG00000067288,3,377,157,590,24,0
ENSMUSG00000067336,0,71,281,78,5,0
ENSMUSG00000067365,0,3,0,81,16,0
ENSMUSG00000067367,0,17,0,4,0,0
ENSMUSG00000067370,0,0,0,152,0,0
ENSMUSG00000067377,7,24,0,3,52,0
ENSMUSG00000067424,0,52,0,0,10,0
ENSMUSG00000067430,0,3,0,33,0,0
ENSMUSG00000067586,0,0,0,0,22,0
ENSMUSG00000067594,0,0,0,6,0,0
ENSMUSG00000067629,0,10,0,0,101,0
ENSMUSG00000067713,0,420,51,60,132,0
ENSMUSG00000067722,0,238,0,2031,2,0
ENSMUSG00000067780,0,0,0,2,0,0
ENSMUSG00000067786,2,783,5,1181,221,7
ENSMUSG00000067787,0,223,0,643,23,0
ENSMUSG00000067818,0,0,0,0,6,0
ENSMUSG00000067825,0,3,0,461,24,0
ENSMUSG00000067847,22,1017,0,907,102,0
ENSMUSG00000067851,0,89,0,134,12,0
ENSMUSG00000067872,0,0,0,29,0,0
ENSMUSG00000067873,0,50,0,8,0,0
ENSMUSG00000067879,0,259,0,32,88,0
ENSMUSG00000067889,7,951,0,3800,524,0
ENSMUSG00000067916,0,0,0,2,0,0
ENSMUSG00000067924,0,27,10,73,4,0
ENSMUSG00000067925,0,70,0,46,26,0
ENSMUSG00000067928,0,2,0,26,0,0
ENSMUSG00000067931,0,68,0,536,9,0
ENSMUSG00000067942,0,0,0,0,6,0
ENSMUSG00000067995,0,25,135,21,31,0
ENSMUSG00000068015,0,15,0,0,0,3
ENSMUSG00000068036,0,130,0,0,20,0
ENSMUSG00000068037,0,0,0,0,8,0
ENSMUSG00000068039,0,67,154,274,27,2
ENSMUSG00000068040,0,129,0,0,13,0
ENSMUSG00000068099,20,2268,0,2187,932,0
ENSMUSG00000068101,0,0,0,54,0,0
ENSMUSG00000068114,0,0,0,89,11,0
ENSMUSG00000068130,0,0,0,1,3,0
ENSMUSG00000068134,0,383,0,419,29,0
ENSMUSG00000068154,0,247,0,0,0,0
ENSMUSG00000068184,3,119,0,241,12,0
ENSMUSG00000068205,0,254,344,42,32,0
ENSMUSG00000068206,0,4,0,38,6,0
ENSMUSG00000068231,0,30,43,11,3,0
ENSMUSG00000068240,0,53,2,55,4,0
ENSMUSG00000068245,0,0,0,21,0,0
ENSMUSG00000068250,0,55,0,38,3,0
ENSMUSG00000068264,0,318,6048,2208,77,0
ENSMUSG00000068267,0,648,0,71,29,6
ENSMUSG00000068284,0,0,0,36,4,0
ENSMUSG00000068290,0,140,0,23,43,0
ENSMUSG00000068299,0,0,0,3,0,0
ENSMUSG00000068328,0,0,0,0,13,0
ENSMUSG00000068329,79,117,0,666,99,0
ENSMUSG00000068373,0,99,0,19,28,0
ENSMUSG00000068391,0,725,0,5,17,0
ENSMUSG00000068417,0,0,0,2,0,0
ENSMUSG00000068457,0,8,0,2,0,0
ENSMUSG00000068479,6,339,11,51,22,0
ENSMUSG00000068522,0,50,0,6,12,0
ENSMUSG00000068523,0,118,5,121,0,0
ENSMUSG00000068551,0,88,0,24,0,0
ENSMUSG00000068566,0,21,0,89,0,0
ENSMUSG00000068580,0,93,0,20,2,0
ENSMUSG00000068617,0,82,0,130,0,0
ENSMUSG00000068663,0,0,0,13,13,0
ENSMUSG00000068686,0,0,0,0,0,5
ENSMUSG00000068696,0,245,0,0,4,0
ENSMUSG00000068732,0,28,0,38,6,0
ENSMUSG00000068735,0,0,0,4,21,0
ENSMUSG00000068739,0,277,7,302,67,2
ENSMUSG00000068740,0,10,0,87,67,0
ENSMUSG00000068742,1,7,0,18,2,0
ENSMUSG00000068744,0,0,0,0,11,0
ENSMUSG00000068747,0,78,0,0,0,0
ENSMUSG00000068749,0,103,12,35,3,0
ENSMUSG00000068798,0,94,0,12,5,0
ENSMUSG00000068823,0,925,177,603,73,7
ENSMUSG00000068856,0,1,0,5,0,0
ENSMUSG00000068876,0,5,0,0,0,0
ENSMUSG00000068882,0,216,0,295,5,9
ENSMUSG00000068889,0,0,8,0,0,0
ENSMUSG00000068917,0,24,0,3,0,0
ENSMUSG00000068921,0,177,0,55,17,0
ENSMUSG00000068922,0,57,0,439,16,0
ENSMUSG00000068923,15,2647,998,3590,306,1
ENSMUSG00000068950,0,1,0,23,0,0
ENSMUSG00000068959,0,1,0,2,0,0
ENSMUSG00000068962,0,7,0,0,2,0
ENSMUSG00000068966,0,166,0,104,9,0
ENSMUSG00000069020,12,789,589,358,128,0
ENSMUSG00000069045,0,25,0,9,5,0
ENSMUSG00000069049,0,0,0,5,5,0
ENSMUSG00000069072,0,53,0,0,2,0
ENSMUSG00000069089,0,0,0,10,0,0
ENSMUSG00000069094,0,360,3,9,5,0
ENSMUSG00000069114,0,25,2,0,0,0
ENSMUSG00000069117,0,18,3,11,1,0
ENSMUSG00000069135,0,99,0,38,1,0
ENSMUSG00000069171,0,176,5,147,42,0
ENSMUSG00000069184,0,31,0,64,0,0
ENSMUSG00000069206,0,127,137,573,6,0
ENSMUSG00000069208,0,1,0,17,2,0
ENSMUSG00000069227,0,42,0,27,15,0
ENSMUSG00000069237,0,7,0,10,2,0
ENSMUSG00000069255,0,413,0,65,106,0
ENSMUSG00000069266,0,2,0,2,0,0
ENSMUSG00000069267,0,1,0,0,0,0
ENSMUSG00000069268,0,0,12,0,0,0
ENSMUSG00000069270,0,0,4,0,0,0
ENSMUSG00000069272,0,1,6,0,0,0
ENSMUSG00000069300,0,1,7,0,0,0
ENSMUSG00000069302,0,0,2,0,0,0
ENSMUSG00000069303,0,1,33,3,0,0
ENSMUSG00000069307,0,5,22,2,0,0
ENSMUSG00000069308,0,0,6,0,0,0
ENSMUSG00000069309,0,0,1,0,0,0
ENSMUSG00000069355,0,1,0,0,0,0
ENSMUSG00000069456,0,0,0,0,1,0
ENSMUSG00000069495,0,2,0,116,0,0
ENSMUSG00000069516,0,0,0,2,0,0
ENSMUSG00000069520,0,54,0,61,4,0
ENSMUSG00000069539,0,66,0,0,0,0
ENSMUSG00000069565,0,83,738,169,23,0
ENSMUSG00000069601,0,274,24,415,67,0
ENSMUSG00000069631,0,57,0,0,0,0
ENSMUSG00000069633,0,225,0,0,0,0
ENSMUSG00000069662,0,1012,42,655,61,0
ENSMUSG00000069670,0,165,0,100,4,0
ENSMUSG00000069678,0,0,0,5,0,0
ENSMUSG00000069727,0,1,0,0,0,0
ENSMUSG00000069729,0,42,0,628,9,0
ENSMUSG00000069743,0,4,0,0,0,0
ENSMUSG00000069744,0,204,10,8,1,0
ENSMUSG00000069769,0,0,0,0,3,0
ENSMUSG00000069808,0,1,0,0,0,0
ENSMUSG00000069814,0,11,0,57,1,0
ENSMUSG00000069835,0,58,49,0,6,0
ENSMUSG00000069844,0,2,0,0,0,0
ENSMUSG00000069895,0,56,0,0,0,0
ENSMUSG00000069899,0,250,0,461,41,16
ENSMUSG00000069911,0,2,0,0,0,0
ENSMUSG00000069917,0,36,0,0,0,0
ENSMUSG00000069919,0,8,0,0,0,0
ENSMUSG00000069920,0,1,0,0,0,0
ENSMUSG00000070000,0,11,0,20,9,0
ENSMUSG00000070002,0,64,0,2,2,0
ENSMUSG00000070003,120,600,0,3297,238,132
ENSMUSG00000070031,0,12,0,0,1,0
ENSMUSG00000070044,0,85,371,0,1,0
ENSMUSG00000070056,0,242,47,120,24,2
ENSMUSG00000070283,0,123,0,117,4,0
ENSMUSG00000070284,0,31,0,0,0,0
ENSMUSG00000070304,0,430,0,93,40,0
ENSMUSG00000070319,4,221,0,123,29,0
ENSMUSG00000070348,0,0,0,3,13,0
ENSMUSG00000070371,0,258,0,140,0,0
ENSMUSG00000070372,0,31,0,75,6,0
ENSMUSG00000070394,214,1760,939,1633,639,0
ENSMUSG00000070426,0,251,0,242,28,0
ENSMUSG00000070462,0,11,0,0,1,0
ENSMUSG00000070471,0,2,0,32,0,0
ENSMUSG00000070476,0,190,70,314,32,24
ENSMUSG00000070493,78,5356,2002,2885,508,91
ENSMUSG00000070495,0,51,13,50,7,0
ENSMUSG00000070498,0,57,0,138,2,0
ENSMUSG00000070509,0,33,0,22,11,0
ENSMUSG00000070520,0,0,0,24,2,0
ENSMUSG00000070524,0,4,0,0,5,0
ENSMUSG00000070527,0,65,0,328,40,0
ENSMUSG00000070544,0,19,27,7,0,0
ENSMUSG00000070565,0,86,0,3,9,0
ENSMUSG00000070570,4,928,20,3170,340,0
ENSMUSG00000070576,0,75,277,196,20,0
ENSMUSG00000070604,0,0,0,0,12,0
ENSMUSG00000070605,0,13,0,100,0,0
ENSMUSG00000070639,0,145,0,247,37,1
ENSMUSG00000070644,0,137,0,0,0,0
ENSMUSG00000070697,0,65,0,4,2,0
ENSMUSG00000070705,0,133,0,36,6,0
ENSMUSG00000070713,0,99,0,40,4,0
ENSMUSG00000070730,0,0,0,11,0,0
ENSMUSG00000070733,0,0,0,6,0,0
ENSMUSG00000070737,0,0,0,0,1,0
ENSMUSG00000070738,0,371,0,56,1,0
ENSMUSG00000070802,0,420,0,62,60,0
ENSMUSG00000070803,0,15,0,0,0,0
ENSMUSG00000070806,0,0,0,51,0,0
ENSMUSG00000070814,0,5,0,0,0,0
ENSMUSG00000070822,0,172,0,0,0,0
ENSMUSG00000070837,0,0,0,26,0,0
ENSMUSG00000070858,28,1626,882,2424,323,27
ENSMUSG00000070866,0,4,0,0,0,0
ENSMUSG00000070871,0,4,0,0,0,0
ENSMUSG00000070883,0,41,0,0,0,0
ENSMUSG00000070923,0,70,0,0,0,0
ENSMUSG00000070934,0,0,0,405,0,0
ENSMUSG00000070939,0,0,0,4,0,0
ENSMUSG00000070953,8,446,0,115,50,0
ENSMUSG00000070972,0,12,0,0,14,0
ENSMUSG00000071014,0,146,0,26,3,0
ENSMUSG00000071037,0,0,0,3,2,0
ENSMUSG00000071054,0,18,27,53,0,0
ENSMUSG00000071064,0,25,0,0,2,0
ENSMUSG00000071072,0,205,4,195,4,10
ENSMUSG00000071073,24,318,21,838,143,0
ENSMUSG00000071074,0,0,0,158,0,0
ENSMUSG00000071076,0,145,0,1,1,0
ENSMUSG00000071078,46,681,0,120,119,0
ENSMUSG00000071172,2,264,152,316,32,25
ENSMUSG00000071176,0,3,0,384,0,0
ENSMUSG00000071180,0,291,0,195,18,0
ENSMUSG00000071192,0,7,0,0,0,0
ENSMUSG00000071203,0,4,8,1,0,0
ENSMUSG00000071230,0,0,0,0,6,0
ENSMUSG00000071234,0,67,452,159,0,0
ENSMUSG00000071252,0,2,0,0,0,0
ENSMUSG00000071253,0,221,0,1,19,0
ENSMUSG00000071256,0,0,0,0,52,0
ENSMUSG00000071266,0,30,0,5,0,0
ENSMUSG00000071267,0,40,0,26,10,0
ENSMUSG00000071281,0,0,0,33,0,0
ENSMUSG00000071291,0,9,0,0,1,0
ENSMUSG00000071302,0,27,0,154,0,0
ENSMUSG00000071324,0,0,0,0,3,0
ENSMUSG00000071337,0,249,0,12,2,0
ENSMUSG00000071341,0,0,0,6,2,0
ENSMUSG00000071359,0,91,369,77,90,0
ENSMUSG00000071369,0,7,0,26,3,0
ENSMUSG00000071379,0,123,0,0,2,0
ENSMUSG00000071415,0,408,0,96,15,0
ENSMUSG00000071424,0,0,0,2,0,0
ENSMUSG00000071451,0,33,219,44,0,0
ENSMUSG00000071454,0,37,14,105,5,0
ENSMUSG00000071477,0,36,0,0,0,0
ENSMUSG00000071478,0,0,3,0,0,0
ENSMUSG00000071497,0,66,0,67,0,0
ENSMUSG00000071516,0,0,4,0,0,0
ENSMUSG00000071517,0,0,0,103,0,0
ENSMUSG00000071519,0,0,0,389,0,0
ENSMUSG00000071528,5,659,1001,511,42,0
ENSMUSG00000071531,0,0,0,11,0,0
ENSMUSG00000071533,0,249,0,63,12,0
ENSMUSG00000071547,0,5,0,0,4,0
ENSMUSG00000071551,0,14,0,0,0,0
ENSMUSG00000071553,0,0,0,30,0,0
ENSMUSG00000071573,2,9,0,2,1,0
ENSMUSG00000071586,0,0,0,2,0,0
ENSMUSG00000071613,0,0,0,2,0,0
ENSMUSG00000071632,0,1483,661,438,45,0
ENSMUSG00000071644,0,884,477,151,24,0
ENSMUSG00000071646,0,4,0,0,0,0
ENSMUSG00000071647,0,0,0,0,15,0
ENSMUSG00000071649,0,121,0,66,5,0
ENSMUSG00000071650,0,45,0,28,0,0
ENSMUSG00000071653,0,323,13,22,30,0
ENSMUSG00000071654,34,894,552,531,174,0
ENSMUSG00000071655,0,135,0,50,30,0
ENSMUSG00000071656,0,13,12,6,10,0
ENSMUSG00000071657,0,112,0,34,1,6
ENSMUSG00000071658,0,1337,0,1094,162,1
ENSMUSG00000071659,0,223,0,72,0,0
ENSMUSG00000071660,0,208,0,75,5,0
ENSMUSG00000071662,0,330,1321,252,22,0
ENSMUSG00000071669,0,0,28,21,0,0
ENSMUSG00000071708,0,170,0,118,13,0
ENSMUSG00000071719,0,0,0,125,24,0
ENSMUSG00000071724,0,0,0,0,1,0
ENSMUSG00000071748,0,49,0,3,2,0
ENSMUSG00000071757,0,33,0,0,22,0
ENSMUSG00000071855,0,4,0,4,0,0
ENSMUSG00000071856,0,0,0,52,0,0
ENSMUSG00000071862,0,8,0,119,0,0
ENSMUSG00000071866,0,843,811,133,52,0
ENSMUSG00000072214,40,1005,50,1417,184,48
ENSMUSG00000072235,3,3178,1089,3163,216,0
ENSMUSG00000072244,0,0,3,0,0,0
ENSMUSG00000072258,0,20,0,64,0,0
ENSMUSG00000072294,0,24,113,4,0,0
ENSMUSG00000072437,0,116,0,206,37,0
ENSMUSG00000072487,0,0,0,0,16,0
ENSMUSG00000072494,0,0,0,0,1,0
ENSMUSG00000072501,0,81,0,67,13,0
ENSMUSG00000072568,0,0,0,7,0,0
ENSMUSG00000072582,0,213,0,0,19,0
ENSMUSG00000072623,0,126,0,48,13,6
ENSMUSG00000072640,5,739,0,510,84,0
ENSMUSG00000072676,0,716,0,404,32,2
ENSMUSG00000072694,14,1250,0,2560,422,0
ENSMUSG00000072704,0,245,92,489,179,0
ENSMUSG00000072739,0,11,0,0,0,0
ENSMUSG00000072772,0,658,99,898,133,0
ENSMUSG00000072825,0,327,71,626,61,0
ENSMUSG00000072872,0,32,0,297,146,0
ENSMUSG00000072875,7,802,0,359,45,0
ENSMUSG00000072915,0,1,0,294,0,0
ENSMUSG00000072949,0,10,0,0,0,0
ENSMUSG00000072955,0,16,0,16,4,0
ENSMUSG00000072964,0,98,1715,81,2,0
ENSMUSG00000072966,0,19,0,50,3,0
ENSMUSG00000073062,0,1,0,0,0,0
ENSMUSG00000073063,0,10,0,0,0,0
ENSMUSG00000073079,0,50,48,36,3,0
ENSMUSG00000073096,0,15,0,0,2,0
ENSMUSG00000073102,0,0,0,76,0,0
ENSMUSG00000073117,0,5,0,0,0,0
ENSMUSG00000073125,0,0,0,0,4,0
ENSMUSG00000073131,0,43,0,5,9,0
ENSMUSG00000073139,0,9,0,117,0,0
ENSMUSG00000073155,71,3561,7017,5107,775,28
ENSMUSG00000073158,0,2,96,6,0,0
ENSMUSG00000073176,0,0,0,1,0,0
ENSMUSG00000073293,0,41,0,120,13,0
ENSMUSG00000073295,0,62,0,119,47,0
ENSMUSG00000073412,0,146,0,53,4,0
ENSMUSG00000073422,12,33,0,7,0,0
ENSMUSG00000073423,49,66,0,1439,33,0
ENSMUSG00000073433,229,3155,0,2804,477,0
ENSMUSG00000073435,20,151,0,138,3,0
ENSMUSG00000073436,0,1,0,51,1,0
ENSMUSG00000073448,0,39,0,0,0,0
ENSMUSG00000073460,0,0,0,0,2,0
ENSMUSG00000073468,0,1276,0,3104,430,84
ENSMUSG00000073471,0,2,0,0,0,0
ENSMUSG00000073481,0,6,0,136,0,0
ENSMUSG00000073514,0,264,37,697,7,0
ENSMUSG00000073557,0,2,0,5,88,0
ENSMUSG00000073563,0,305,0,492,5,0
ENSMUSG00000073565,0,36,0,0,18,0
ENSMUSG00000073616,52,3832,1946,4104,593,17
ENSMUSG00000073633,0,0,0,0,1,0
ENSMUSG00000073639,0,10,0,13,0,0
ENSMUSG00000073643,11,199,214,219,113,0
ENSMUSG00000073664,0,2,0,112,2,0
ENSMUSG00000073676,0,137,96,40,12,3
ENSMUSG00000073678,0,46,0,347,16,0
ENSMUSG00000073680,0,5,0,1,0,0
ENSMUSG00000073684,25,229,0,274,52,0
ENSMUSG00000073700,74,56,0,32,0,0
ENSMUSG00000073702,26,599,2244,966,92,0
ENSMUSG00000073705,0,0,0,193,10,0
ENSMUSG00000073725,0,269,0,21,2,0
ENSMUSG00000073755,0,280,0,0,36,0
ENSMUSG00000073771,0,0,0,9,0,0
ENSMUSG00000073775,0,0,0,0,14,0
ENSMUSG00000073805,0,48,0,3,2,2
ENSMUSG00000073838,0,20,0,4,8,0
ENSMUSG00000073877,0,38,0,7,1,0
ENSMUSG00000073888,11,625,0,328,65,0
ENSMUSG00000073889,0,14,0,10,0,0
ENSMUSG00000073910,0,2,2,1,0,0
ENSMUSG00000073938,0,0,0,0,8,0
ENSMUSG00000073973,0,0,0,0,1,0
ENSMUSG00000073982,0,45,0,9,22,0
ENSMUSG00000073987,0,4,0,0,0,0
ENSMUSG00000074001,0,0,0,0,25,0
ENSMUSG00000074030,0,157,0,133,44,0
ENSMUSG00000074064,0,38,0,55,6,0
ENSMUSG00000074071,0,0,1,0,0,0
ENSMUSG00000074088,0,0,0,3,0,0
ENSMUSG00000074093,0,110,38,98,26,0
ENSMUSG00000074102,0,5,0,0,4,0
ENSMUSG00000074129,88,2168,29,2143,241,3
ENSMUSG00000074165,0,69,0,1030,8,0
ENSMUSG00000074166,0,8,0,1,0,0
ENSMUSG00000074182,0,33,0,21,12,0
ENSMUSG00000074194,0,8,0,0,0,0
