,25L007999,25L008000,25L008001,25L008011,25L008012,25L008013
ENSMUSG00000001143,0,166,0,17,8,10
ENSMUSG00000001150,0,15,0,5,0,0
ENSMUSG00000001156,0,22,0,0,0,0
ENSMUSG00000001157,0,5,0,269,11,0
ENSMUSG00000001158,10,107,157,60,20,0
ENSMUSG00000001166,0,1,0,8,0,0
ENSMUSG00000001173,0,25,38,26,26,0
ENSMUSG00000001175,25,3015,356,1383,599,25
ENSMUSG00000001211,0,307,132,549,68,46
ENSMUSG00000001227,58,34,3666,161,49,21
ENSMUSG00000001229,0,70,0,0,14,0
ENSMUSG00000001240,0,50,0,3,12,0
ENSMUSG00000001248,0,85,36,526,55,0
ENSMUSG00000001249,0,10,0,0,0,0
ENSMUSG00000001270,37,628,576,1652,156,9
ENSMUSG00000001280,0,24,0,78,6,0
ENSMUSG00000001285,0,101,0,0,0,0
ENSMUSG00000001288,0,22,0,0,0,0
ENSMUSG00000001289,0,1337,0,537,71,0
ENSMUSG00000001300,0,391,0,30,10,0
ENSMUSG00000001305,2,1,0,104,9,0
ENSMUSG00000001313,0,0,9846,112,21,0
ENSMUSG00000001323,0,280,0,177,104,0
ENSMUSG00000001334,1,107,0,5,1,0
ENSMUSG00000001366,0,11,0,32,4,0
ENSMUSG00000001380,0,161,0,69,2,0
ENSMUSG00000001383,0,148,19,7,28,6
ENSMUSG00000001403,0,3,0,2,0,0
ENSMUSG00000001415,0,26,0,2,10,0
ENSMUSG00000001416,0,38,0,104,10,0
ENSMUSG00000001418,0,16,0,7,65,0
ENSMUSG00000001419,0,24,3,12,12,1
ENSMUSG00000001424,0,33,0,136,2,0
ENSMUSG00000001440,0,463,0,276,49,0
ENSMUSG00000001441,0,133,6,19,26,0
ENSMUSG00000001445,0,365,0,287,15,0
ENSMUSG00000001467,0,48,1574,24,16,0
ENSMUSG00000001472,22,1212,5109,613,300,0
ENSMUSG00000001482,0,9,0,0,44,0
ENSMUSG00000001497,0,4,0,11,10,0
ENSMUSG00000001518,0,87,0,13,0,0
ENSMUSG00000001521,0,13,0,9,0,0
ENSMUSG00000001525,63,290,2365,488,50,0
ENSMUSG00000001542,0,482,0,43,21,0
ENSMUSG00000001569,0,54,3,9,1,0
ENSMUSG00000001576,0,31,2105,10,22,5
ENSMUSG00000001627,0,96,0,9,7,0
ENSMUSG00000001630,0,0,0,908,0,0
ENSMUSG00000001632,0,10,0,5,2,0
ENSMUSG00000001642,2,157,27,720,64,0
ENSMUSG00000001666,0,5,61,39,0,0
ENSMUSG00000001674,0,50,0,197,0,0
ENSMUSG00000001687,0,186,953,99,39,0
ENSMUSG00000001707,0,42,7,18,3,0
ENSMUSG00000001729,0,282,0,0,31,0
ENSMUSG00000001750,0,8,0,0,0,0
ENSMUSG00000001755,0,277,1973,300,5,0
ENSMUSG00000001763,0,0,0,166,0,0
ENSMUSG00000001767,0,2,0,9,0,0
ENSMUSG00000001768,0,30,0,6,0,0
ENSMUSG00000001774,0,338,0,157,1,0
ENSMUSG00000001783,0,364,0,140,13,0
ENSMUSG00000001785,4,65,0,5,6,0
ENSMUSG00000001786,0,12,0,9,3,0
ENSMUSG00000001794,0,289,215,625,197,0
ENSMUSG00000001802,0,257,0,23,0,0
ENSMUSG00000001829,0,135,0,0,0,0
ENSMUSG00000001833,0,556,2,71,104,0
ENSMUSG00000001844,0,90,0,850,101,0
ENSMUSG00000001847,6,450,4237,1511,53,0
ENSMUSG00000001855,0,0,0,6,0,0
ENSMUSG00000001891,0,82,0,5,2,0
ENSMUSG00000001909,0,34,0,22,2,0
ENSMUSG00000001910,0,326,3287,585,51,0
ENSMUSG00000001911,0,1774,152,3349,611,0
ENSMUSG00000001924,0,38,0,134,0,0
ENSMUSG00000001942,0,38,0,70,22,0
ENSMUSG00000001943,0,0,0,0,6,0
ENSMUSG00000001962,0,91,0,0,1,0
ENSMUSG00000001964,1,76,16,17,9,0
ENSMUSG00000001986,0,78,0,14,18,0
ENSMUSG00000001988,0,0,0,61,0,0
ENSMUSG00000001998,0,15,4,1,1,0
ENSMUSG00000001999,0,116,0,0,0,0
ENSMUSG00000002006,10,349,0,21,26,0
ENSMUSG00000002010,0,2,0,39,0,0
ENSMUSG00000002012,0,292,0,147,8,0
ENSMUSG00000002014,0,425,0,111,20,0
ENSMUSG00000002015,0,185,4,43,2,0
ENSMUSG00000002017,0,837,88,566,182,0
ENSMUSG00000002028,0,132,0,0,20,0
ENSMUSG00000002031,0,53,275,27,9,0
ENSMUSG00000002032,0,46,0,0,4,0
ENSMUSG00000002043,0,28,0,120,116,0
ENSMUSG00000002052,0,73,0,22,27,0
ENSMUSG00000002055,0,5,38,0,0,0
ENSMUSG00000002058,0,262,0,11,50,0
ENSMUSG00000002059,0,5,0,76,1,0
ENSMUSG00000002064,0,169,0,47,13,0
ENSMUSG00000002068,0,0,0,12,0,0
ENSMUSG00000002083,0,27,0,27,13,0
ENSMUSG00000002102,0,446,0,543,25,0
ENSMUSG00000002103,0,188,0,56,9,0
ENSMUSG00000002107,40,6365,190,5823,1004,0
ENSMUSG00000002109,0,2,0,4,0,0
ENSMUSG00000002129,0,43,0,40,10,0
ENSMUSG00000002147,0,48,0,67,0,0
ENSMUSG00000002205,0,280,0,780,7,0
ENSMUSG00000002210,0,108,0,55,140,0
ENSMUSG00000002221,0,0,0,3,1,0
ENSMUSG00000002222,0,55,0,423,46,0
ENSMUSG00000002233,0,0,0,30,10,0
ENSMUSG00000002250,0,20,0,29,1,0
ENSMUSG00000002257,0,35,90,0,2,0
ENSMUSG00000002265,0,210,0,37,15,0
ENSMUSG00000002280,0,76,0,11,16,0
ENSMUSG00000002297,0,32,56,44,8,0
ENSMUSG00000002307,0,21,0,4,40,0
ENSMUSG00000002308,0,28,0,51,0,0
ENSMUSG00000002319,0,0,0,15,14,0
ENSMUSG00000002320,0,1,0,1,0,0
ENSMUSG00000002325,0,15,0,0,0,0
ENSMUSG00000002326,0,100,0,12,3,0
ENSMUSG00000002329,0,511,0,93,87,0
ENSMUSG00000002332,0,30,0,369,0,0
ENSMUSG00000002341,0,90,844,0,20,0
ENSMUSG00000002342,0,168,0,18,79,0
ENSMUSG00000002343,71,107,0,3190,49,0
ENSMUSG00000002345,23,2531,0,569,302,8
ENSMUSG00000002346,0,0,0,11,3,0
ENSMUSG00000002372,0,6,0,23,0,3
ENSMUSG00000002379,0,78,0,504,89,0
ENSMUSG00000002384,0,0,4,0,0,0
ENSMUSG00000002393,0,76,0,70,33,0
ENSMUSG00000002395,0,52,0,9,8,0
ENSMUSG00000002396,0,172,0,42,3,0
ENSMUSG00000002413,0,432,21,182,35,5
ENSMUSG00000002416,1,489,35,502,24,0
ENSMUSG00000002455,0,10,0,0,0,0
ENSMUSG00000002458,0,91,0,14,9,0
ENSMUSG00000002459,0,0,0,0,15,0
ENSMUSG00000002477,0,242,0,26,8,4
ENSMUSG00000002486,0,49,0,0,0,0
ENSMUSG00000002489,0,359,0,0,6,0
ENSMUSG00000002496,0,196,0,227,7,0
ENSMUSG00000002504,0,70,0,95,228,0
ENSMUSG00000002524,0,80,0,27,0,0
ENSMUSG00000002546,0,0,0,40,0,10
ENSMUSG00000002550,34,232,0,2104,10,0
ENSMUSG00000002578,0,81,0,11,4,0
ENSMUSG00000002580,7,1997,186,1123,138,0
ENSMUSG00000002603,0,0,0,4,0,0
ENSMUSG00000002608,0,105,0,1,39,0
ENSMUSG00000002617,0,199,0,23,1,0
ENSMUSG00000002625,0,53,0,0,5,0
ENSMUSG00000002635,0,34,0,137,0,0
ENSMUSG00000002658,0,15,819,10,1,0
ENSMUSG00000002660,0,241,98,298,30,0
ENSMUSG00000002661,0,4,0,187,0,0
ENSMUSG00000002679,0,0,0,0,11,0
ENSMUSG00000002688,0,0,0,65,0,0
ENSMUSG00000002718,0,0,0,329,0,0
ENSMUSG00000002728,0,7,0,342,0,0
ENSMUSG00000002731,0,14,0,16,1,0
ENSMUSG00000002732,0,0,0,0,11,0
ENSMUSG00000002733,0,44,0,15,41,0
ENSMUSG00000002741,0,547,227,757,176,0
ENSMUSG00000002748,0,11,0,1,5,0
ENSMUSG00000002763,0,47,0,103,2,0
ENSMUSG00000002767,0,0,0,109,0,0
ENSMUSG00000002768,21,340,1,405,43,0
ENSMUSG00000002771,0,46,0,4,0,0
ENSMUSG00000002778,0,267,0,2,6,0
ENSMUSG00000002781,0,5,0,59,0,0
ENSMUSG00000002797,0,25,387,5,0,0
ENSMUSG00000002799,0,24,35,117,0,0
ENSMUSG00000002803,0,22,0,0,0,0
ENSMUSG00000002804,0,29,0,0,0,0
ENSMUSG00000002808,0,85,0,0,0,0
ENSMUSG00000002812,0,0,0,1,0,0
ENSMUSG00000002814,0,0,1004,6,0,0
ENSMUSG00000002820,0,46,1,217,212,0
ENSMUSG00000002825,0,9,0,30,3,0
ENSMUSG00000002833,0,38,4,4,6,0
ENSMUSG00000002835,0,2,66,1,3,0
ENSMUSG00000002844,0,35,0,13,1,0
ENSMUSG00000002846,0,3,13,0,3,0
ENSMUSG00000002871,0,11,0,76,0,0
ENSMUSG00000002881,0,311,0,123,6,0
ENSMUSG00000002908,107,105,0,0,94,0
ENSMUSG00000002910,45,174,0,0,5,0
ENSMUSG00000002948,0,43,0,3,94,0
ENSMUSG00000002949,0,33,0,104,5,0
ENSMUSG00000002957,6,2132,2282,1954,509,84
ENSMUSG00000002963,0,14,693,0,0,0
ENSMUSG00000002968,0,54,0,1254,27,0
ENSMUSG00000002981,0,0,0,242,3,0
ENSMUSG00000002983,0,1,0,0,0,0
ENSMUSG00000002984,0,98,0,202,11,0
ENSMUSG00000002985,0,28,0,0,0,0
ENSMUSG00000002996,0,295,0,0,32,0
ENSMUSG00000002997,0,386,0,386,12,0
ENSMUSG00000003031,0,5,0,0,0,0
ENSMUSG00000003033,0,34,0,189,18,0
ENSMUSG00000003037,0,78,16,31,11,0
ENSMUSG00000003038,0,851,0,560,62,0
ENSMUSG00000003039,0,643,26,82,93,0
ENSMUSG00000003062,0,488,0,0,28,0
ENSMUSG00000003068,0,49,0,48,13,0
ENSMUSG00000003070,0,92,0,19,75,0
ENSMUSG00000003072,0,488,0,1618,104,0
ENSMUSG00000003099,0,84,0,80,8,0
ENSMUSG00000003119,0,0,0,34,0,0
ENSMUSG00000003131,2,557,11,1188,48,6
ENSMUSG00000003135,0,12,0,0,8,0
ENSMUSG00000003153,0,0,0,30,2,0
ENSMUSG00000003154,0,15,0,313,8,0
ENSMUSG00000003161,0,406,0,35,30,0
ENSMUSG00000003166,0,254,0,14,17,0
ENSMUSG00000003184,0,0,0,3,10,0
ENSMUSG00000003198,0,5,0,0,0,0
ENSMUSG00000003199,0,184,156,33,24,0
ENSMUSG00000003200,0,6,0,0,0,0
ENSMUSG00000003206,0,81,0,62,0,0
ENSMUSG00000003208,0,0,0,0,15,0
ENSMUSG00000003226,0,12,0,0,0,0
ENSMUSG00000003228,0,10,0,0,52,0
ENSMUSG00000003233,0,31,0,54,9,0
ENSMUSG00000003234,0,234,0,5,2,0
ENSMUSG00000003235,0,101,1,235,82,0
ENSMUSG00000003269,0,74,0,28,0,0
ENSMUSG00000003271,0,90,0,23,2,0
ENSMUSG00000003273,0,502,0,76,45,9
ENSMUSG00000003279,0,239,42,441,25,0
ENSMUSG00000003299,0,192,0,4,0,0
ENSMUSG00000003308,0,278,2517,640,43,0
ENSMUSG00000003309,0,81,0,0,0,0
ENSMUSG00000003316,0,604,3377,1195,46,6
ENSMUSG00000003344,0,30,0,0,19,0
ENSMUSG00000003345,0,311,0,3009,132,0
ENSMUSG00000003346,0,194,4,977,123,0
ENSMUSG00000003348,107,568,571,1645,10,0
ENSMUSG00000003352,0,424,186,988,153,0
ENSMUSG00000003355,0,1,0,0,1,0
ENSMUSG00000003360,0,76,0,0,1,0
ENSMUSG00000003363,0,28,0,50,15,0
ENSMUSG00000003378,0,0,0,34,18,0
ENSMUSG00000003380,77,150,2605,491,264,0
ENSMUSG00000003382,0,43,4,16,0,0
ENSMUSG00000003402,7,35,0,0,12,0
ENSMUSG00000003410,213,5263,782,5383,636,0
ENSMUSG00000003411,0,43,0,2,5,0
ENSMUSG00000003421,0,0,0,24,81,0
ENSMUSG00000003423,0,233,0,0,4,0
ENSMUSG00000003429,32,549,335,793,46,0
ENSMUSG00000003435,0,62,0,102,1,0
ENSMUSG00000003436,0,5,0,0,0,0
ENSMUSG00000003437,0,9,1791,16,0,0
ENSMUSG00000003438,0,329,913,0,89,0
ENSMUSG00000003444,0,401,0,121,51,0
ENSMUSG00000003452,0,33,0,8,2,0
ENSMUSG00000003464,0,508,0,2,11,0
ENSMUSG00000003469,0,263,0,373,62,0
ENSMUSG00000003500,0,53,0,902,6,0
ENSMUSG00000003518,0,603,13,480,189,1
ENSMUSG00000003527,0,0,0,6,0,0
ENSMUSG00000003528,0,220,0,52,25,0
ENSMUSG00000003531,47,1095,326,408,92,0
ENSMUSG00000003546,0,0,0,18,0,0
ENSMUSG00000003549,0,26,0,0,0,0
ENSMUSG00000003559,0,1,0,0,0,0
ENSMUSG00000003573,0,3,0,149,0,0
ENSMUSG00000003575,0,198,0,2,75,0
ENSMUSG00000003581,0,0,0,109,0,0
ENSMUSG00000003604,0,1,0,35,5,0
ENSMUSG00000003623,0,25,0,0,8,0
ENSMUSG00000003644,0,41,0,0,5,0
ENSMUSG00000003657,0,0,0,30,0,0
ENSMUSG00000003660,0,3,0,23,0,0
ENSMUSG00000003662,0,115,0,19,4,0
ENSMUSG00000003680,0,8,7,0,0,0
ENSMUSG00000003721,0,170,0,292,9,0
ENSMUSG00000003731,0,220,0,20,2,0
ENSMUSG00000003752,0,11,0,15,0,0
ENSMUSG00000003762,0,100,0,116,47,0
ENSMUSG00000003778,0,17,0,0,0,0
ENSMUSG00000003779,0,8,0,0,0,0
ENSMUSG00000003808,0,272,0,0,21,0
ENSMUSG00000003809,0,1,0,0,0,0
ENSMUSG00000003810,0,22,0,78,0,0
ENSMUSG00000003812,0,4,0,0,5,0
ENSMUSG00000003813,0,172,0,46,9,0
ENSMUSG00000003814,0,88,0,43,13,0
ENSMUSG00000003824,0,9,0,0,2,0
ENSMUSG00000003847,0,17,9,7,0,0
ENSMUSG00000003848,0,28,0,5,0,2
ENSMUSG00000003863,0,25,0,97,28,0
ENSMUSG00000003865,0,132,0,43,8,0
ENSMUSG00000003868,0,44,0,0,7,0
ENSMUSG00000003872,0,371,0,556,41,0
ENSMUSG00000003873,0,264,2264,463,99,0
ENSMUSG00000003923,0,54,41,37,58,0
ENSMUSG00000003929,0,50,0,26,3,0
ENSMUSG00000003934,0,62,0,357,98,0
ENSMUSG00000003948,4,480,0,319,25,0
ENSMUSG00000003949,0,216,0,34,29,0
ENSMUSG00000003955,0,136,0,19,20,0
ENSMUSG00000003970,0,1271,2445,1633,195,0
ENSMUSG00000003974,0,1,0,21,0,0
ENSMUSG00000003992,0,1121,0,282,82,0
ENSMUSG00000004018,0,73,0,6,0,0
ENSMUSG00000004031,0,12,0,0,0,0
ENSMUSG00000004032,1,208,0,383,126,0
ENSMUSG00000004040,0,8,0,0,26,0
ENSMUSG00000004054,0,0,183,49,31,0
ENSMUSG00000004056,12,541,0,62,50,0
ENSMUSG00000004069,0,11,0,8,7,0
ENSMUSG00000004070,0,148,0,34,0,0
ENSMUSG00000004071,0,503,0,975,164,0
ENSMUSG00000004085,0,0,0,5,0,0
ENSMUSG00000004096,0,70,0,31,15,0
ENSMUSG00000004100,0,3,10,3,3,0
ENSMUSG00000004110,0,5,0,2,17,0
ENSMUSG00000004113,0,61,0,19,2,0
ENSMUSG00000004127,0,1,0,9,0,0
ENSMUSG00000004151,0,31,0,49,19,0
ENSMUSG00000004187,0,64,0,23,3,0
ENSMUSG00000004207,8,961,119,372,180,0
ENSMUSG00000004221,0,1,0,0,0,0
ENSMUSG00000004233,0,7,0,0,2,0
ENSMUSG00000004263,0,68,0,64,0,0
ENSMUSG00000004264,0,50,0,43,11,0
ENSMUSG00000004267,0,577,1,761,204,5
ENSMUSG00000004268,0,173,39,35,3,0
ENSMUSG00000004270,0,27,0,0,2,0
ENSMUSG00000004285,37,1710,2538,3279,117,24
ENSMUSG00000004317,0,186,0,21,5,0
ENSMUSG00000004319,0,493,0,1,13,0
ENSMUSG00000004360,0,50,0,25,0,0
ENSMUSG00000004364,0,341,0,663,17,0
ENSMUSG00000004366,0,16,0,0,0,0
ENSMUSG00000004371,0,10,0,0,0,0
ENSMUSG00000004383,0,50,0,0,9,0
ENSMUSG00000004393,0,584,0,177,0,0
ENSMUSG00000004394,0,76,0,148,27,0
ENSMUSG00000004415,0,0,0,26,3,0
ENSMUSG00000004446,0,33,0,7,26,0
ENSMUSG00000004451,0,110,54,48,4,0
ENSMUSG00000004455,0,109,7,233,46,0
ENSMUSG00000004460,0,26,0,597,0,0
ENSMUSG00000004462,0,96,0,4,17,0
ENSMUSG00000004473,0,0,0,1,11,0
ENSMUSG00000004500,0,7,0,0,0,0
ENSMUSG00000004508,0,11,3,0,0,0
ENSMUSG00000004530,23,373,0,387,73,0
ENSMUSG00000004535,0,175,0,622,3,0
ENSMUSG00000004558,0,66,0,0,1,0
ENSMUSG00000004561,0,0,0,4,1,0
ENSMUSG00000004562,0,9,0,24,0,0
ENSMUSG00000004591,0,0,0,3,31,0
ENSMUSG00000004610,0,18,0,1,1,0
ENSMUSG00000004626,0,0,4,2,0,0
ENSMUSG00000004630,0,52,0,6,0,0
ENSMUSG00000004633,0,78,0,27,21,0
ENSMUSG00000004642,0,10,36,0,0,0
ENSMUSG00000004651,0,0,1,4,2,0
ENSMUSG00000004661,0,166,0,0,0,0
ENSMUSG00000004665,0,8,11,2,1,0
ENSMUSG00000004667,5,309,14,204,50,0
ENSMUSG00000004677,0,1,0,0,0,0
ENSMUSG00000004698,0,9,0,6,32,0
ENSMUSG00000004748,4,557,0,347,104,3
ENSMUSG00000004768,0,17,0,0,0,0
ENSMUSG00000004771,0,90,12,29,16,0
ENSMUSG00000004788,0,253,0,269,1,0
ENSMUSG00000004789,0,335,2,6,41,0
ENSMUSG00000004791,0,99,0,148,27,0
ENSMUSG00000004798,0,109,0,123,6,0
ENSMUSG00000004815,0,4,0,0,0,0
ENSMUSG00000004843,0,313,0,266,1,0
ENSMUSG00000004846,0,26,0,185,17,0
ENSMUSG00000004849,69,508,0,937,73,0
ENSMUSG00000004864,4,0,0,0,0,0
ENSMUSG00000004865,0,164,292,126,12,0
ENSMUSG00000004880,0,7,0,10,0,0
ENSMUSG00000004895,0,8,722,292,57,0
ENSMUSG00000004896,0,5,25,4,2,0
ENSMUSG00000004897,14,860,0,111,8,0
ENSMUSG00000004929,0,123,0,0,3,0
ENSMUSG00000004933,0,39,851,254,119,0
ENSMUSG00000004934,0,242,3,366,36,3
ENSMUSG00000004937,0,917,393,84,93,0
ENSMUSG00000004945,0,171,174,59,13,0
ENSMUSG00000004947,0,8,0,3,0,0
ENSMUSG00000004961,0,0,0,33,0,0
ENSMUSG00000004980,0,89,0,12,0,0
ENSMUSG00000004994,0,211,0,12,78,0
ENSMUSG00000005034,0,1497,1,1084,409,0
ENSMUSG00000005045,0,114,0,134,0,0
ENSMUSG00000005054,0,41,0,5,0,0
ENSMUSG00000005057,0,94,0,0,0,0
ENSMUSG00000005069,0,6,75,1,0,0
ENSMUSG00000005078,0,718,528,825,126,0
ENSMUSG00000005089,0,445,0,280,33,0
ENSMUSG00000005102,0,5,0,0,0,0
ENSMUSG00000005103,0,1,0,123,1,0
ENSMUSG00000005125,0,67,0,650,0,0
ENSMUSG00000005142,0,0,0,0,65,0
ENSMUSG00000005148,0,36,180,0,55,0
ENSMUSG00000005150,7,824,0,171,21,3
ENSMUSG00000005161,2,1498,4838,1252,69,38
ENSMUSG00000005198,0,41,0,0,0,0
ENSMUSG00000005225,0,25,0,4,12,0
ENSMUSG00000005262,0,7,10,20,0,0
ENSMUSG00000005267,0,42,0,4,0,0
ENSMUSG00000005299,0,77,0,2,0,2
ENSMUSG00000005312,0,490,0,45,12,0
ENSMUSG00000005338,0,0,0,100,3,0
ENSMUSG00000005354,78,1737,8514,2422,736,0
ENSMUSG00000005357,0,0,0,297,0,0
ENSMUSG00000005360,0,108,0,0,0,0
ENSMUSG00000005362,0,19,68,0,0,0
ENSMUSG00000005371,0,6,0,112,0,0
ENSMUSG00000005374,0,2,0,158,126,0
ENSMUSG00000005378,0,98,0,25,26,0
ENSMUSG00000005410,5,0,0,0,0,0
ENSMUSG00000005417,18,211,0,83,40,0
ENSMUSG00000005442,0,941,10,673,79,0
ENSMUSG00000005447,0,146,0,317,24,0
ENSMUSG00000005469,0,309,0,474,27,0
ENSMUSG00000005483,0,406,0,118,0,0
ENSMUSG00000005493,0,0,0,0,2,0
ENSMUSG00000005501,0,0,0,7,0,0
ENSMUSG00000005505,0,2,0,34,4,0
ENSMUSG00000005506,0,1701,2048,1978,314,20
ENSMUSG00000005510,0,2,0,0,9,0
ENSMUSG00000005514,0,0,0,0,2,0
ENSMUSG00000005533,0,175,0,11,83,0
ENSMUSG00000005534,0,0,0,11,0,0
ENSMUSG00000005553,0,15,0,0,0,0
ENSMUSG00000005566,0,1,0,16,55,0
ENSMUSG00000005575,0,879,0,2834,168,0
ENSMUSG00000005583,11,6776,135,4558,650,0
ENSMUSG00000005609,0,52,0,32,8,0
ENSMUSG00000005610,0,691,47,478,67,0
ENSMUSG00000005615,0,170,6,63,4,0
ENSMUSG00000005621,0,18,0,135,1,0
ENSMUSG00000005625,11,642,0,582,81,6
ENSMUSG00000005656,0,393,8,434,9,10
ENSMUSG00000005667,4,124,0,31,13,0
ENSMUSG00000005672,0,6,0,0,3,0
ENSMUSG00000005674,0,613,2475,326,93,0
ENSMUSG00000005677,0,42,427,26,7,0
ENSMUSG00000005683,0,402,0,5,16,0
ENSMUSG00000005687,0,487,0,81,11,0
ENSMUSG00000005698,0,218,33,139,17,0
ENSMUSG00000005699,0,57,0,241,48,0
ENSMUSG00000005705,0,0,0,0,8,0
