,25L007993,25L007994,25L007995,25L008005,25L008006,25L008007
ENSMUSG00000005949,0,0,0,7,0,0
ENSMUSG00000005958,0,0,140,0,1,21
ENSMUSG00000005973,0,0,0,0,0,16
ENSMUSG00000005982,676,0,30,26,0,146
ENSMUSG00000005983,142,6,8,14,0,0
ENSMUSG00000005986,0,0,0,11,0,0
ENSMUSG00000006005,9,0,0,13,5,15
ENSMUSG00000006010,91,0,0,7,6,0
ENSMUSG00000006021,0,0,0,0,3,0
ENSMUSG00000006024,5,0,0,141,75,97
ENSMUSG00000006050,715,6,10,8,0,111
ENSMUSG00000006057,1026,195,462,376,217,536
ENSMUSG00000006058,460,0,0,120,0,71
ENSMUSG00000006095,376,11,88,46,83,118
ENSMUSG00000006134,519,5,0,90,0,110
ENSMUSG00000006169,72,0,1,14,3,27
ENSMUSG00000006191,1,0,0,0,0,0
ENSMUSG00000006215,0,0,0,15,0,0
ENSMUSG00000006216,0,0,9,0,0,0
ENSMUSG00000006218,0,0,13,0,32,39
ENSMUSG00000006241,0,0,0,0,7,0
ENSMUSG00000006262,36,0,0,52,0,4
ENSMUSG00000006273,232,2,3,54,28,67
ENSMUSG00000006281,0,0,1,0,0,0
ENSMUSG00000006288,171,0,5,55,9,12
ENSMUSG00000006289,0,0,0,2,0,1
ENSMUSG00000006299,185,0,0,13,8,148
ENSMUSG00000006301,0,0,0,0,39,77
ENSMUSG00000006304,853,32,266,340,84,326
ENSMUSG00000006307,0,0,0,0,0,12
ENSMUSG00000006310,0,0,0,0,0,3
ENSMUSG00000006315,0,135,113,375,120,125
ENSMUSG00000006333,1909,109,119,33,12,104
ENSMUSG00000006335,49,0,0,42,14,11
ENSMUSG00000006356,3837,393,970,397,484,1311
ENSMUSG00000006362,56,19,0,23,26,37
ENSMUSG00000006373,162,0,0,0,0,32
ENSMUSG00000006378,0,0,0,0,0,20
ENSMUSG00000006392,1460,5,58,60,49,149
ENSMUSG00000006395,0,0,1,66,0,5
ENSMUSG00000006412,401,1,0,5,0,27
ENSMUSG00000006418,22,0,0,60,7,0
ENSMUSG00000006423,1,0,29,9,0,3
ENSMUSG00000006435,1056,0,311,149,27,139
ENSMUSG00000006442,0,0,0,54,53,114
ENSMUSG00000006456,0,0,0,16,0,10
ENSMUSG00000006463,13,0,0,20,0,0
ENSMUSG00000006464,2,0,0,0,0,0
ENSMUSG00000006471,730,0,0,0,0,1
ENSMUSG00000006476,4318,89,264,646,258,520
ENSMUSG00000006494,27,0,0,13,3,0
ENSMUSG00000006498,41,0,25,0,2,0
ENSMUSG00000006517,5889,502,759,111,165,315
ENSMUSG00000006526,478,24,122,0,25,264
ENSMUSG00000006527,0,0,0,14,0,148
ENSMUSG00000006567,0,0,0,0,1,0
ENSMUSG00000006575,44,0,94,59,7,97
ENSMUSG00000006576,12,0,0,20,20,0
ENSMUSG00000006586,125,0,56,13,14,52
ENSMUSG00000006589,3209,28,469,562,251,358
ENSMUSG00000006599,0,0,0,21,18,6
ENSMUSG00000006641,0,0,5,0,2,0
ENSMUSG00000006649,7,0,0,0,0,0
ENSMUSG00000006651,3,0,35,18,0,10
ENSMUSG00000006673,143,0,0,4,0,25
ENSMUSG00000006675,0,0,6,0,0,4
ENSMUSG00000006676,0,0,0,23,11,10
ENSMUSG00000006678,1,0,0,0,0,5
ENSMUSG00000006699,597,0,24,90,72,446
ENSMUSG00000006705,14,0,0,21,9,90
ENSMUSG00000006711,0,0,0,3,9,5
ENSMUSG00000006717,326,1,0,5,0,0
ENSMUSG00000006720,0,1,0,9,0,0
ENSMUSG00000006728,362,0,0,62,0,63
ENSMUSG00000006731,3,2,5,1,5,64
ENSMUSG00000006732,2,0,0,8,46,0
ENSMUSG00000006736,22,10,0,1,21,6
ENSMUSG00000006740,238,0,7,29,12,8
ENSMUSG00000006784,1,0,6,0,0,4
ENSMUSG00000006800,0,0,0,0,20,0
ENSMUSG00000006818,415,0,0,4,54,12
ENSMUSG00000006906,6,0,18,58,41,137
ENSMUSG00000006920,0,0,0,11,0,13
ENSMUSG00000006930,0,0,0,10,0,1
ENSMUSG00000006931,0,0,0,0,0,4
ENSMUSG00000006932,800,0,30,0,2,30
ENSMUSG00000006941,1332,74,164,88,65,45
ENSMUSG00000006998,69,5,3,163,40,77
ENSMUSG00000007021,371,0,17,42,0,46
ENSMUSG00000007029,0,0,0,0,5,0
ENSMUSG00000007035,0,0,0,14,0,0
ENSMUSG00000007036,0,0,0,3,13,0
ENSMUSG00000007038,0,3,0,0,0,22
ENSMUSG00000007039,890,0,4,0,5,0
ENSMUSG00000007041,2,0,0,1,0,1
ENSMUSG00000007050,247,2,44,0,0,24
ENSMUSG00000007080,2,0,0,0,0,0
ENSMUSG00000007207,388,46,127,81,52,238
ENSMUSG00000007209,0,8,0,0,0,0
ENSMUSG00000007216,0,0,12,16,0,22
ENSMUSG00000007338,0,0,21,63,54,93
ENSMUSG00000007411,0,0,2,0,0,40
ENSMUSG00000007415,17,0,1,7,31,72
ENSMUSG00000007440,0,0,0,1,0,0
ENSMUSG00000007458,0,2,11,0,9,4
ENSMUSG00000007476,48,0,64,4,0,39
ENSMUSG00000007480,23,0,0,0,0,0
ENSMUSG00000007564,453,34,0,7,7,0
ENSMUSG00000007570,0,0,17,4,0,2
ENSMUSG00000007589,0,0,0,5,6,208
ENSMUSG00000007594,0,0,3,11,0,0
ENSMUSG00000007603,0,0,6,0,0,6
ENSMUSG00000007610,0,0,39,20,0,0
ENSMUSG00000007613,0,0,0,3,0,6
ENSMUSG00000007617,121,4,3,21,16,17
ENSMUSG00000007646,1,0,0,0,0,0
ENSMUSG00000007653,0,0,0,0,0,2
ENSMUSG00000007656,1433,23,270,101,110,327
ENSMUSG00000007659,1085,0,223,56,78,37
ENSMUSG00000007670,48,0,0,0,0,0
ENSMUSG00000007721,5409,239,517,793,128,986
ENSMUSG00000007739,0,0,3,0,0,19
ENSMUSG00000007777,0,0,86,0,0,24
ENSMUSG00000007783,0,0,0,8,3,8
ENSMUSG00000007812,553,15,0,146,19,66
ENSMUSG00000007815,2,0,0,0,0,58
ENSMUSG00000007817,1,0,55,71,0,0
ENSMUSG00000007833,19,0,13,0,0,0
ENSMUSG00000007836,59,0,12,0,0,0
ENSMUSG00000007837,0,0,0,0,5,0
ENSMUSG00000007850,20,0,0,0,0,2
ENSMUSG00000007867,0,0,0,0,0,6
ENSMUSG00000007877,262,0,49,778,585,1633
ENSMUSG00000007880,207,0,24,35,14,30
ENSMUSG00000007888,0,0,0,0,19,0
ENSMUSG00000007891,1,0,109,67,26,39
ENSMUSG00000007892,2756,46,795,147,105,176
ENSMUSG00000007908,1,0,4,0,0,7
ENSMUSG00000007944,8064,289,80,194,264,795
ENSMUSG00000007950,782,176,275,119,104,97
ENSMUSG00000007987,823,0,556,375,87,152
ENSMUSG00000007989,108,24,0,106,42,302
ENSMUSG00000008028,108,0,60,8,1,4
ENSMUSG00000008035,0,5,0,17,3,0
ENSMUSG00000008036,1870,244,642,991,901,1147
ENSMUSG00000008136,0,0,53,0,0,0
ENSMUSG00000008140,806,66,685,273,200,281
ENSMUSG00000008153,0,0,0,0,11,32
ENSMUSG00000008167,46,16,0,25,0,30
ENSMUSG00000008200,0,0,6,0,0,0
ENSMUSG00000008206,0,0,0,16,10,40
ENSMUSG00000008301,73,1,11,47,7,78
ENSMUSG00000008305,0,0,2,0,0,22
ENSMUSG00000008318,0,0,0,44,0,15
ENSMUSG00000008333,0,0,87,0,9,2
ENSMUSG00000008348,3,6,15,1,5,0
ENSMUSG00000008373,217,0,0,6,0,5
ENSMUSG00000008384,0,0,0,14,0,0
ENSMUSG00000008393,0,0,0,0,12,9
ENSMUSG00000008398,0,0,0,0,0,20
ENSMUSG00000008429,0,0,0,0,0,6
ENSMUSG00000008435,333,0,20,9,0,1
ENSMUSG00000008450,41,0,0,2,0,3
ENSMUSG00000008475,843,36,580,205,107,165
ENSMUSG00000008489,784,6,57,5,8,51
ENSMUSG00000008496,0,0,0,0,3,0
ENSMUSG00000008575,766,29,53,11,1,59
ENSMUSG00000008604,41,7,0,23,50,46
ENSMUSG00000008658,252,0,9,27,6,13
ENSMUSG00000008668,416,15,72,42,16,29
ENSMUSG00000008682,170,5,43,0,7,6
ENSMUSG00000008683,480,5,63,18,4,0
ENSMUSG00000008690,24,0,0,0,11,25
ENSMUSG00000008730,33,0,0,0,0,63
ENSMUSG00000008763,5,0,319,12,6,61
ENSMUSG00000008822,3,0,0,4,0,0
ENSMUSG00000008855,1331,0,29,0,18,3
ENSMUSG00000008859,184,0,32,144,128,109
ENSMUSG00000008892,292,0,44,13,16,21
ENSMUSG00000008958,143,0,46,6,0,0
ENSMUSG00000008976,4,0,0,0,0,0
ENSMUSG00000009013,1728,177,287,216,99,224
ENSMUSG00000009030,0,0,0,0,0,1
ENSMUSG00000009035,0,0,0,5,0,0
ENSMUSG00000009073,21,0,0,31,14,70
ENSMUSG00000009075,5,5,4,6,0,7
ENSMUSG00000009076,34,14,57,57,18,73
ENSMUSG00000009079,6,0,0,0,5,0
ENSMUSG00000009090,1223,2,10,63,0,79
ENSMUSG00000009112,0,0,31,17,75,31
ENSMUSG00000009207,0,0,0,9,0,6
ENSMUSG00000009216,412,0,35,32,8,158
ENSMUSG00000009291,0,0,0,18,0,76
ENSMUSG00000009292,20,34,18,0,1,1
ENSMUSG00000009293,12,155,8,96,30,181
ENSMUSG00000009376,45,0,0,0,0,0
ENSMUSG00000009394,16,16,7,118,70,119
ENSMUSG00000009406,10,0,0,0,9,3
ENSMUSG00000009418,1099,1,631,181,73,307
ENSMUSG00000009470,0,15,0,4,27,3
ENSMUSG00000009487,0,0,0,5,0,0
ENSMUSG00000009535,0,9,9,53,8,54
ENSMUSG00000009549,1098,13,68,49,5,82
ENSMUSG00000009555,591,0,0,0,22,35
ENSMUSG00000009563,0,0,0,0,12,0
ENSMUSG00000009569,2,0,0,7,4,3
ENSMUSG00000009575,0,20,0,301,10,36
ENSMUSG00000009630,18,0,0,0,6,17
ENSMUSG00000009633,0,0,0,11,0,0
ENSMUSG00000009640,0,0,0,0,0,24
ENSMUSG00000009647,0,0,8,0,0,4
ENSMUSG00000009681,51,0,76,254,30,158
ENSMUSG00000009687,0,0,0,226,0,0
ENSMUSG00000009731,0,0,1,0,27,0
ENSMUSG00000009733,0,0,0,0,0,26
ENSMUSG00000009734,0,0,0,0,0,4
ENSMUSG00000009739,282,0,0,21,84,171
ENSMUSG00000009741,11,0,0,4,16,22
ENSMUSG00000009828,0,0,18,17,0,0
ENSMUSG00000009863,535,8,81,198,116,270
ENSMUSG00000009894,276,1,0,9,13,35
ENSMUSG00000009905,12,0,0,0,10,2
ENSMUSG00000009907,27,0,0,4,0,0
ENSMUSG00000009927,5,11,8,37,0,5
ENSMUSG00000010025,0,0,6,55,8,0
ENSMUSG00000010045,0,0,0,0,0,2
ENSMUSG00000010048,3,0,0,3,4,6
ENSMUSG00000010054,2067,61,216,16,37,194
ENSMUSG00000010057,1,0,37,0,0,0
ENSMUSG00000010066,299,0,0,0,11,0
ENSMUSG00000010067,0,0,0,10,11,17
ENSMUSG00000010086,0,0,0,0,3,0
ENSMUSG00000010095,44,0,5,12,29,15
ENSMUSG00000010110,7,25,20,31,0,71
ENSMUSG00000010175,0,0,0,4,0,0
ENSMUSG00000010277,233,0,26,8,27,49
ENSMUSG00000010290,0,0,0,0,0,3
ENSMUSG00000010358,0,0,0,0,0,61
ENSMUSG00000010376,1711,15,623,272,59,118
ENSMUSG00000010392,7,0,0,13,45,100
ENSMUSG00000010406,755,0,21,43,27,39
ENSMUSG00000010453,28,0,3,10,21,5
ENSMUSG00000010517,0,0,0,0,7,0
ENSMUSG00000010554,0,13,0,0,0,0
ENSMUSG00000010607,1104,17,68,207,20,77
ENSMUSG00000010608,0,0,0,22,7,9
ENSMUSG00000010609,66,0,0,0,10,0
ENSMUSG00000010651,0,5,0,0,0,36
ENSMUSG00000010663,574,5,0,28,36,139
ENSMUSG00000010721,0,0,50,5,3,88
ENSMUSG00000010755,0,0,24,2,0,0
ENSMUSG00000010803,0,0,0,34,0,8
ENSMUSG00000010911,3,0,16,0,0,0
ENSMUSG00000010914,13,0,0,33,0,0
ENSMUSG00000010936,0,0,106,8,0,5
ENSMUSG00000011096,1177,1,0,40,24,235
ENSMUSG00000011114,0,0,0,8,11,0
ENSMUSG00000011158,0,0,0,29,29,14
ENSMUSG00000011179,590,59,48,180,237,333
ENSMUSG00000011256,0,0,0,4,0,0
ENSMUSG00000011257,1,18,6,4,3,114
ENSMUSG00000011263,0,0,18,0,0,0
ENSMUSG00000011267,0,0,7,0,0,0
ENSMUSG00000011306,36,0,15,39,25,8
ENSMUSG00000011382,17,0,1,4,0,4
ENSMUSG00000011427,0,0,0,0,0,19
ENSMUSG00000011589,0,0,6,0,6,16
ENSMUSG00000011658,0,3,0,0,5,8
ENSMUSG00000011751,0,0,0,7,103,33
ENSMUSG00000011752,2960,112,608,241,115,579
ENSMUSG00000011831,0,0,0,13,0,47
ENSMUSG00000011832,0,0,11,3,31,87
ENSMUSG00000011837,0,0,2,29,44,13
ENSMUSG00000011877,0,0,0,21,4,147
ENSMUSG00000011958,1,6,2,0,0,2
ENSMUSG00000011960,29,0,5,96,0,21
ENSMUSG00000012076,15,0,35,4,37,21
ENSMUSG00000012114,9,0,2,8,27,153
ENSMUSG00000012117,137,0,0,4,8,150
ENSMUSG00000012123,2,0,0,0,1,12
ENSMUSG00000012126,36,0,4,1,2,52
ENSMUSG00000012296,0,0,0,4,0,30
ENSMUSG00000012405,22,12,121,44,0,18
ENSMUSG00000012422,655,2,37,70,19,31
ENSMUSG00000012429,0,0,0,0,0,10
ENSMUSG00000012483,0,0,0,0,0,1
ENSMUSG00000012535,446,0,97,27,6,49
ENSMUSG00000012609,0,0,0,19,0,0
ENSMUSG00000012640,7,8,5,0,0,0
ENSMUSG00000012777,22,2,4,0,0,2
ENSMUSG00000012848,849,19,163,208,196,280
ENSMUSG00000013033,217,71,222,23,92,124
ENSMUSG00000013076,23,0,0,90,10,156
ENSMUSG00000013089,0,0,1,102,102,26
ENSMUSG00000013150,31,0,8,4,0,7
ENSMUSG00000013155,13,0,0,0,0,45
ENSMUSG00000013160,587,0,47,115,34,136
ENSMUSG00000013236,191,0,10,18,4,22
ENSMUSG00000013367,1,105,0,20,22,59
ENSMUSG00000013419,861,52,182,125,52,108
ENSMUSG00000013465,299,3,1,4,9,96
ENSMUSG00000013495,0,0,0,3,0,1
ENSMUSG00000013539,119,24,303,64,29,87
ENSMUSG00000013593,4,0,2,18,0,2
ENSMUSG00000013622,53,0,0,7,15,36
ENSMUSG00000013646,3,0,0,69,14,69
ENSMUSG00000013662,0,0,0,16,0,19
ENSMUSG00000013663,230,0,36,16,10,61
ENSMUSG00000013698,2233,41,101,248,50,256
ENSMUSG00000013701,1181,0,19,12,39,83
ENSMUSG00000013736,0,3,87,0,30,1
ENSMUSG00000013787,1,29,302,91,10,49
ENSMUSG00000013822,3432,61,1229,288,161,471
ENSMUSG00000013833,224,0,23,39,14,6
ENSMUSG00000013846,0,0,9,0,0,0
ENSMUSG00000013858,278,0,0,17,0,111
ENSMUSG00000013878,0,0,21,78,20,16
ENSMUSG00000013921,28,4,0,16,20,5
ENSMUSG00000013936,0,0,0,0,10,0
ENSMUSG00000013973,0,0,43,49,0,18
ENSMUSG00000013997,54,0,23,20,22,20
ENSMUSG00000014039,0,13,0,0,0,0
ENSMUSG00000014074,429,0,4,16,40,41
ENSMUSG00000014075,106,0,0,0,0,0
ENSMUSG00000014077,2320,58,44,50,0,93
ENSMUSG00000014164,0,0,5,24,5,7
ENSMUSG00000014177,0,31,8,12,41,83
ENSMUSG00000014195,567,0,18,60,0,45
ENSMUSG00000014198,0,0,0,5,0,0
ENSMUSG00000014226,164,6,51,21,35,30
ENSMUSG00000014232,0,0,0,0,8,6
ENSMUSG00000014243,361,0,0,5,10,46
ENSMUSG00000014245,1378,127,3,5,102,45
ENSMUSG00000014294,2365,200,963,969,446,793
ENSMUSG00000014301,226,10,13,37,32,31
ENSMUSG00000014303,0,3,1,0,11,286
ENSMUSG00000014313,1250,105,359,171,79,206
ENSMUSG00000014329,0,0,0,12,0,0
ENSMUSG00000014349,10,9,0,88,7,78
ENSMUSG00000014353,139,0,0,8,0,0
ENSMUSG00000014355,0,0,0,3,0,58
ENSMUSG00000014361,0,0,0,1,0,0
ENSMUSG00000014402,408,3,11,134,88,43
ENSMUSG00000014426,0,110,0,0,0,75
ENSMUSG00000014444,3,0,0,0,0,0
ENSMUSG00000014470,451,1,24,14,62,21
ENSMUSG00000014498,0,0,0,17,50,77
ENSMUSG00000014503,10,0,0,1,0,1
ENSMUSG00000014504,465,91,231,125,56,192
ENSMUSG00000014547,0,0,46,68,1,82
ENSMUSG00000014550,160,0,0,16,2,40
ENSMUSG00000014551,58,0,0,41,11,32
ENSMUSG00000014592,163,13,12,3,0,30
ENSMUSG00000014601,0,1,0,0,0,5
ENSMUSG00000014602,1294,1,115,62,61,86
ENSMUSG00000014606,2,0,7,25,4,68
ENSMUSG00000014633,84,0,16,53,183,129
ENSMUSG00000014668,24,31,0,14,62,54
ENSMUSG00000014686,41,7,0,0,3,5
ENSMUSG00000014748,181,20,30,119,48,192
ENSMUSG00000014763,57,0,0,14,14,6
ENSMUSG00000014767,0,0,0,0,0,1
ENSMUSG00000014769,65,0,27,97,108,106
ENSMUSG00000014776,163,5,216,74,0,36
ENSMUSG00000014813,0,0,0,12,0,43
ENSMUSG00000014837,508,12,93,27,1,29
ENSMUSG00000014846,744,5,416,59,22,97
ENSMUSG00000014850,0,0,0,0,10,0
ENSMUSG00000014852,11,0,37,25,8,99
ENSMUSG00000014856,1876,35,29,125,37,207
ENSMUSG00000014859,0,0,0,0,93,0
ENSMUSG00000014867,1,0,14,35,22,81
ENSMUSG00000014873,3,0,0,0,66,20
ENSMUSG00000014905,0,0,0,6,0,2
ENSMUSG00000014932,3,0,0,0,34,0
ENSMUSG00000014959,462,36,14,37,121,202
ENSMUSG00000014980,7,0,0,0,0,0
ENSMUSG00000015002,5,0,23,20,0,42
ENSMUSG00000015013,1050,42,27,615,222,387
ENSMUSG00000015016,0,0,0,0,0,67
ENSMUSG00000015023,0,0,11,3,0,0
ENSMUSG00000015027,0,0,0,0,0,30
ENSMUSG00000015083,0,0,0,0,0,8
ENSMUSG00000015087,88,10,150,77,66,30
ENSMUSG00000015092,225,138,127,327,152,299
ENSMUSG00000015094,359,0,7,46,0,25
ENSMUSG00000015095,250,420,507,221,490,1103
ENSMUSG00000015120,8,1,0,3,1,22
ENSMUSG00000015126,73,0,2,2,0,20
ENSMUSG00000015134,2,0,0,1,0,0
ENSMUSG00000015143,45,0,0,0,0,2
ENSMUSG00000015149,87,0,0,0,0,20
ENSMUSG00000015165,0,0,1,4,0,0
ENSMUSG00000015176,65,0,16,104,2,16
ENSMUSG00000015189,0,0,11,0,1,0
ENSMUSG00000015214,0,0,0,25,0,0
ENSMUSG00000015217,58,0,0,0,0,0
ENSMUSG00000015222,45,0,19,20,30,43
ENSMUSG00000015247,106,0,0,2,0,0
ENSMUSG00000015289,248,103,39,40,16,42
ENSMUSG00000015290,562,8,30,114,26,306
ENSMUSG00000015291,529,4,35,0,0,33
ENSMUSG00000015312,110,1,29,42,15,48
ENSMUSG00000015316,0,0,0,0,4,0
ENSMUSG00000015335,0,0,0,0,0,19
ENSMUSG00000015337,39,0,0,2,27,40
ENSMUSG00000015341,47,69,2,12,39,62
ENSMUSG00000015342,0,0,4,0,0,0
ENSMUSG00000015357,0,0,0,0,16,0
ENSMUSG00000015363,4,10,220,19,8,396
ENSMUSG00000015377,4,0,0,0,13,0
ENSMUSG00000015461,0,0,0,0,7,0
ENSMUSG00000015468,0,0,0,2,0,0
ENSMUSG00000015476,622,0,10,0,0,11
ENSMUSG00000015478,16,3,0,8,7,100
ENSMUSG00000015488,714,26,4,99,67,171
ENSMUSG00000015501,131,0,3,0,0,11
ENSMUSG00000015536,725,3,227,33,2,64
ENSMUSG00000015542,546,0,37,0,0,8
ENSMUSG00000015568,45,0,0,0,0,1
ENSMUSG00000015575,0,0,0,11,0,0
ENSMUSG00000015597,3,0,0,0,3,0
ENSMUSG00000015599,286,0,132,73,149,135
ENSMUSG00000015656,569,0,150,37,25,2
ENSMUSG00000015659,0,0,0,0,0,4
ENSMUSG00000015668,5,0,1,32,31,7
ENSMUSG00000015671,1564,0,42,28,12,0
ENSMUSG00000015672,23,0,1,1,0,7
ENSMUSG00000015697,0,0,0,1,0,0
ENSMUSG00000015709,0,0,0,0,7,4
ENSMUSG00000015711,0,0,0,54,16,4
ENSMUSG00000015714,19,0,0,16,0,0
ENSMUSG00000015733,1073,0,81,328,37,38
ENSMUSG00000015745,0,0,3,49,2,1
ENSMUSG00000015747,0,63,0,13,46,25
ENSMUSG00000015748,0,0,0,0,37,8
ENSMUSG00000015749,34,37,0,9,0,22
ENSMUSG00000015750,0,0,0,0,2,0
ENSMUSG00000015755,1371,0,4,15,9,16
ENSMUSG00000015757,1,0,0,29,0,16
ENSMUSG00000015759,481,0,14,26,80,79
ENSMUSG00000015766,0,0,0,0,0,5
ENSMUSG00000015776,5,0,15,48,21,60
ENSMUSG00000015790,0,0,15,0,15,2
ENSMUSG00000015804,61,0,14,8,16,27
ENSMUSG00000015806,0,0,0,91,0,30
ENSMUSG00000015837,797,2,163,234,98,192
ENSMUSG00000015843,0,0,0,0,0,43
ENSMUSG00000015846,0,0,0,0,2,0
ENSMUSG00000015850,1,0,0,0,0,0
ENSMUSG00000015869,0,0,1,19,0,9
ENSMUSG00000015880,4,0,0,0,0,1
ENSMUSG00000015882,37,0,6,34,14,7
ENSMUSG00000015889,0,0,0,0,0,6
ENSMUSG00000015932,1017,21,270,114,25,28
ENSMUSG00000015937,30,0,811,48,0,90
ENSMUSG00000015943,0,0,64,19,11,18
ENSMUSG00000015944,881,1,2,83,39,313
ENSMUSG00000015968,2,0,0,6,0,0
ENSMUSG00000015971,0,0,0,4,22,16
ENSMUSG00000015981,635,0,40,2,11,10
ENSMUSG00000015994,13,0,84,12,11,145
ENSMUSG00000016018,0,0,3,1,0,0
ENSMUSG00000016150,2,0,0,17,0,0
ENSMUSG00000016179,0,0,0,15,0,15
ENSMUSG00000016181,5,0,0,0,25,0
ENSMUSG00000016200,0,0,0,6,0,0
ENSMUSG00000016252,2270,46,146,145,48,128
ENSMUSG00000016253,29,0,0,2,0,0
ENSMUSG00000016257,248,0,31,12,0,8
ENSMUSG00000016262,0,5,0,0,0,0
ENSMUSG00000016319,111,0,278,13,11,123
ENSMUSG00000016344,7867,333,1808,568,348,735
ENSMUSG00000016346,1581,12,478,37,146,310
ENSMUSG00000016349,162,0,3,0,0,18
ENSMUSG00000016382,0,0,0,19,0,10
ENSMUSG00000016386,40,5,0,16,0,44
ENSMUSG00000016409,5,0,24,6,6,10
ENSMUSG00000016427,105,63,70,41,62,122
ENSMUSG00000016477,232,0,0,9,27,9
ENSMUSG00000016481,0,0,0,0,23,0
ENSMUSG00000016496,0,0,0,0,0,61
ENSMUSG00000016503,0,2,14,160,0,204
ENSMUSG00000016510,4,0,21,54,31,24
ENSMUSG00000016528,427,0,0,18,28,83
ENSMUSG00000016541,923,0,0,0,25,68
ENSMUSG00000016552,0,0,0,8,0,0
ENSMUSG00000016554,0,0,0,13,15,6
ENSMUSG00000016559,790,19,69,108,32,177
ENSMUSG00000016619,83,0,0,18,12,41
ENSMUSG00000016624,0,0,0,0,0,15
ENSMUSG00000016664,5,0,0,0,0,0
ENSMUSG00000016757,28,13,0,142,17,38
ENSMUSG00000016763,0,0,0,0,0,11
ENSMUSG00000016831,0,0,0,42,76,82
ENSMUSG00000016833,6,27,52,62,34,4
ENSMUSG00000016921,208,0,21,2,4,3
ENSMUSG00000016933,60,0,8,0,25,0
ENSMUSG00000016940,0,10,0,74,334,187
ENSMUSG00000016946,0,2,6,6,3,1
ENSMUSG00000016984,0,0,0,0,0,11
ENSMUSG00000017119,7,0,0,0,0,0
ENSMUSG00000017132,570,0,0,13,12,56
ENSMUSG00000017144,0,0,1,0,0,0
ENSMUSG00000017167,0,0,7,8,0,0
ENSMUSG00000017176,728,0,9,0,0,0
ENSMUSG00000017188,580,27,696,134,85,165
ENSMUSG00000017221,22,6,0,0,0,3
ENSMUSG00000017264,0,0,0,6,0,0
ENSMUSG00000017286,0,0,0,0,2,6
ENSMUSG00000017288,7,0,0,38,22,0
ENSMUSG00000017291,32,0,25,65,12,6
ENSMUSG00000017299,92,0,0,1,4,3
ENSMUSG00000017300,0,0,0,0,0,7
ENSMUSG00000017307,228,0,5,105,80,150
ENSMUSG00000017314,88,0,225,9,0,0
ENSMUSG00000017376,283,9,11,24,0,64
ENSMUSG00000017386,17,0,0,42,0,7
ENSMUSG00000017404,1557,3,49,69,9,32
ENSMUSG00000017405,1,0,0,0,0,0
ENSMUSG00000017412,1,0,19,26,22,34
ENSMUSG00000017418,0,0,0,28,52,68
ENSMUSG00000017421,6,0,0,4,0,1
ENSMUSG00000017428,828,5,0,368,7,83
ENSMUSG00000017466,409,1,678,47,79,112
ENSMUSG00000017478,0,0,0,0,39,73
ENSMUSG00000017485,0,0,0,2,0,92
ENSMUSG00000017493,0,0,0,1,0,0
ENSMUSG00000017548,36,0,0,6,0,63
ENSMUSG00000017550,0,0,0,5,0,0
ENSMUSG00000017561,0,0,0,0,0,4
ENSMUSG00000017615,542,2,67,33,47,40
ENSMUSG00000017631,93,9,0,132,21,65
ENSMUSG00000017639,1102,18,28,100,14,81
ENSMUSG00000017664,99,0,0,76,1,2
ENSMUSG00000017667,0,0,44,53,10,0
ENSMUSG00000017670,0,0,0,5,0,15
ENSMUSG00000017677,0,0,0,0,8,9
ENSMUSG00000017679,0,0,0,0,0,39
ENSMUSG00000017686,0,1,0,16,0,0
ENSMUSG00000017707,8,0,6,10,6,17
ENSMUSG00000017715,117,10,36,266,175,141
ENSMUSG00000017721,4,0,0,0,113,0
ENSMUSG00000017724,0,0,0,0,0,2
ENSMUSG00000017734,579,0,51,59,11,39
ENSMUSG00000017740,84,0,0,0,0,28
ENSMUSG00000017760,0,0,0,2,7,44
ENSMUSG00000017764,19,5,8,151,43,97
ENSMUSG00000017765,0,0,10,0,0,0
ENSMUSG00000017767,0,0,4,4,12,1
ENSMUSG00000017774,828,0,29,11,10,46
ENSMUSG00000017776,138,16,0,122,1,48
ENSMUSG00000017778,81,0,13,11,43,8
ENSMUSG00000017781,18,68,27,23,106,34
ENSMUSG00000017801,2,0,0,4,0,19
ENSMUSG00000017802,0,0,0,19,0,43
ENSMUSG00000017817,0,0,0,1,0,0
ENSMUSG00000017831,9,0,3,8,0,0
ENSMUSG00000017837,307,0,0,13,2,65
ENSMUSG00000017843,366,92,104,11,49,202
ENSMUSG00000017858,98,0,0,0,7,11
ENSMUSG00000017861,0,0,2,0,0,0
ENSMUSG00000017929,0,0,0,21,0,79
ENSMUSG00000017943,517,4,2,198,194,209
ENSMUSG00000017999,0,0,2,4,0,52
ENSMUSG00000018001,0,0,0,0,9,0
ENSMUSG00000018008,0,0,0,0,6,0
ENSMUSG00000018012,461,25,93,69,27,61
ENSMUSG00000018040,267,0,0,21,1,98
ENSMUSG00000018042,0,0,0,41,22,37
ENSMUSG00000018068,0,0,0,5,0,0
ENSMUSG00000018076,128,23,15,15,0,28
ENSMUSG00000018102,281,0,11,1,0,26
ENSMUSG00000018126,0,0,0,3,0,0
ENSMUSG00000018143,48,0,0,16,0,0
ENSMUSG00000018160,26,0,4,0,0,2
ENSMUSG00000018167,0,0,30,62,55,2
ENSMUSG00000018171,0,0,0,8,8,3
ENSMUSG00000018189,202,9,10,10,0,24
