,SN_S1_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S1_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S1_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_3_MKDL250005004-1A_22VVM5LT4_L5
ENSG00000258873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000258881,35.0,71.0,21.0,1.0,5.0,11.0,36.0,3.0,7.0,1.0,14.0,14.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,4.0,1.0,0.0,4.0,8.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0
ENSG00000258890,29.0,10.0,8.0,1.0,10.0,9.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,33.0,9.0,24.0,47.0,52.0,9.0,36.0,22.0,7.0,33.0,39.0,18.0,6.0,20.0,9.0,13.0,41.0,6.0
ENSG00000258947,187.0,202.0,56.0,17.0,65.0,68.0,68.0,108.0,32.0,38.0,205.0,47.0,1.0,39.0,6.0,11.0,1.0,14.0,8.0,11.0,9.0,13.0,9.0,4.0,16.0,7.0,2.0,20.0,14.0,4.0,7.0,17.0,12.0,9.0,15.0,2.0
ENSG00000258984,42.0,20.0,2.0,12.0,36.0,14.0,2.0,0.0,4.0,2.0,12.0,5.0,16.0,12.0,36.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,10.0,2.0,3.0,2.0,3.0,7.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0
ENSG00000258986,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ENSG00000258989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000258992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259009,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259024,8.0,9.0,1.0,1.0,3.0,8.0,11.0,0.0,10.0,1.0,11.0,3.0,2.0,4.0,74.0,0.0,0.0,0.0,4.0,3.0,4.0,9.0,9.0,4.0,8.0,0.0,3.0,7.0,4.0,3.0,1.0,7.0,1.0,6.0,6.0,2.0
ENSG00000259030,8.0,10.0,0.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,20.0,16.0,4.0,12.0,7.0,0.0,5.0,24.0,2.0,1.0,2.0,2.0,11.0,3.0,3.0
ENSG00000259040,69.0,40.0,14.0,19.0,77.0,85.0,5.0,8.0,10.0,96.0,196.0,93.0,39.0,73.0,183.0,0.0,0.0,0.0,8.0,3.0,2.0,18.0,16.0,2.0,7.0,8.0,6.0,13.0,12.0,3.0,2.0,8.0,8.0,12.0,5.0,3.0
ENSG00000259060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259066,9.0,6.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,3.0,6.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,3.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
ENSG00000259075,230.0,369.0,172.0,6.0,98.0,109.0,30.0,13.0,6.0,26.0,60.0,27.0,17.0,143.0,71.0,1.0,0.0,4.0,8.0,9.0,3.0,12.0,18.0,2.0,5.0,11.0,3.0,14.0,15.0,3.0,2.0,1.0,3.0,9.0,12.0,0.0
ENSG00000259112,199.0,68.0,40.0,37.0,126.0,70.0,3.0,1.0,0.0,12.0,25.0,7.0,4.0,3.0,39.0,1.0,0.0,0.0,48.0,23.0,36.0,116.0,91.0,35.0,98.0,51.0,21.0,83.0,76.0,23.0,27.0,26.0,21.0,75.0,76.0,13.0
ENSG00000259120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259132,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ENSG00000259164,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259171,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,18.0,9.0,5.0,6.0,8.0,4.0,15.0,9.0,1.0,1.0,3.0,2.0,9.0,18.0,2.0
ENSG00000259207,154.0,139.0,34.0,3.0,46.0,21.0,22.0,53.0,4.0,29.0,150.0,24.0,4.0,14.0,0.0,3.0,1.0,6.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,14.0,10.0,2.0,3.0,5.0,7.0,8.0,14.0,3.0
ENSG00000259224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259305,16.0,9.0,4.0,0.0,10.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,3.0,19.0,31.0,12.0,16.0,16.0,2.0,16.0,14.0,5.0,4.0,6.0,1.0,6.0,22.0,7.0
ENSG00000259316,94.0,22.0,26.0,1.0,2.0,5.0,0.0,0.0,1.0,8.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,20.0,9.0,53.0,33.0,15.0,46.0,11.0,9.0,52.0,25.0,11.0,12.0,17.0,6.0,27.0,26.0,1.0
ENSG00000259330,1.0,0.0,0.0,0.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,9.0,5.0,1.0
ENSG00000259332,27.0,14.0,28.0,0.0,8.0,9.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,5.0,10.0,6.0,4.0,16.0,4.0,1.0,3.0,6.0,0.0,1.0,6.0,3.0,9.0,15.0,2.0
ENSG00000259371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259399,9.0,7.0,4.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,7.0,33.0,19.0,6.0,31.0,13.0,13.0,23.0,25.0,5.0,9.0,7.0,11.0,33.0,28.0,3.0
ENSG00000259417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259431,19.0,8.0,20.0,5.0,7.0,10.0,27.0,4.0,3.0,5.0,10.0,4.0,40.0,36.0,271.0,0.0,0.0,0.0,14.0,6.0,3.0,41.0,27.0,8.0,18.0,2.0,8.0,15.0,17.0,5.0,1.0,2.0,9.0,6.0,29.0,5.0
ENSG00000259494,177.0,73.0,36.0,42.0,80.0,83.0,39.0,43.0,47.0,12.0,33.0,35.0,9.0,37.0,124.0,0.0,0.0,9.0,141.0,70.0,90.0,267.0,284.0,87.0,173.0,76.0,54.0,158.0,194.0,49.0,51.0,81.0,70.0,121.0,246.0,58.0
ENSG00000259522,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000259529,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000259571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000259784,4.0,6.0,0.0,4.0,4.0,6.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000259803,6.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ENSG00000259823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259900,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259916,10.0,0.0,0.0,0.0,1.0,4.0,9.0,6.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259956,52.0,18.0,12.0,8.0,29.0,35.0,118.0,124.0,98.0,48.0,95.0,92.0,5.0,0.0,25.0,0.0,0.0,0.0,6.0,3.0,0.0,18.0,15.0,6.0,16.0,4.0,0.0,7.0,16.0,3.0,1.0,0.0,3.0,7.0,8.0,7.0
ENSG00000260001,22.0,18.0,9.0,0.0,7.0,0.0,14.0,10.0,0.0,1.0,5.0,5.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSG00000260007,41.0,14.0,9.0,1.0,4.0,4.0,9.0,0.0,5.0,2.0,3.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,27.0,13.0,7.0,42.0,34.0,41.0,28.0,29.0,13.0,36.0,32.0,15.0,11.0,17.0,15.0,19.0,58.0,26.0
ENSG00000260027,26.0,19.0,12.0,1.0,11.0,24.0,11.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,6.0,10.0,23.0,23.0,8.0,24.0,7.0,7.0,24.0,29.0,5.0,3.0,10.0,6.0,18.0,21.0,6.0
ENSG00000260092,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260097,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260170,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
ENSG00000260220,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260230,92.0,155.0,64.0,2.0,24.0,11.0,38.0,42.0,5.0,13.0,98.0,41.0,0.0,15.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,7.0,10.0,4.0,3.0,1.0,2.0,7.0,16.0,1.0,5.0,8.0,3.0,6.0,13.0,0.0
ENSG00000260234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260238,6.0,14.0,3.0,0.0,3.0,8.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,16.0,7.0,7.0,44.0,16.0,15.0,17.0,7.0,5.0,17.0,23.0,7.0,5.0,15.0,6.0,24.0,19.0,4.0
ENSG00000260272,166.0,53.0,36.0,13.0,24.0,36.0,11.0,4.0,6.0,3.0,18.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,5.0,5.0,24.0,30.0,10.0,15.0,3.0,0.0,13.0,22.0,7.0,2.0,6.0,1.0,20.0,19.0,0.0
ENSG00000260286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260325,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260342,63.0,34.0,13.0,2.0,33.0,26.0,1.0,0.0,0.0,4.0,5.0,6.0,4.0,11.0,45.0,0.0,0.0,0.0,60.0,47.0,35.0,165.0,116.0,42.0,146.0,77.0,62.0,122.0,92.0,25.0,64.0,51.0,43.0,150.0,120.0,10.0
ENSG00000260371,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
ENSG00000260428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260456,108.0,59.0,29.0,3.0,10.0,15.0,29.0,14.0,4.0,16.0,33.0,7.0,1.0,6.0,1.0,0.0,0.0,0.0,22.0,7.0,12.0,47.0,53.0,24.0,50.0,11.0,3.0,22.0,43.0,3.0,6.0,20.0,13.0,45.0,38.0,9.0
ENSG00000260458,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260537,3.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0,7.0,3.0,3.0,0.0,2.0,8.0,6.0,1.0,1.0,4.0,4.0,0.0,5.0,3.0
ENSG00000260596,19.0,2.0,5.0,0.0,2.0,1.0,9.0,9.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000260643,213.0,99.0,43.0,38.0,126.0,55.0,7.0,10.0,8.0,7.0,52.0,39.0,21.0,16.0,13.0,0.0,0.0,2.0,32.0,20.0,17.0,63.0,49.0,22.0,72.0,23.0,11.0,77.0,34.0,6.0,8.0,22.0,6.0,37.0,45.0,6.0
ENSG00000260691,16.0,5.0,1.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,4.0,3.0,8.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0
ENSG00000260729,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
ENSG00000260734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260836,451.0,105.0,61.0,12.0,37.0,16.0,0.0,0.0,0.0,6.0,16.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,130.0,114.0,80.0,334.0,216.0,83.0,325.0,121.0,69.0,299.0,119.0,53.0,78.0,98.0,79.0,329.0,289.0,24.0
ENSG00000260851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260903,13.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260914,15.0,7.0,12.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,4.0,7.0,4.0,3.0,36.0,0.0,0.0,0.0,6.0,1.0,1.0,18.0,8.0,3.0,5.0,1.0,0.0,12.0,9.0,2.0,1.0,2.0,1.0,5.0,3.0,0.0
ENSG00000260916,349.0,325.0,82.0,9.0,147.0,45.0,106.0,192.0,28.0,42.0,333.0,60.0,4.0,67.0,62.0,10.0,10.0,11.0,34.0,36.0,37.0,110.0,135.0,50.0,58.0,47.0,17.0,113.0,176.0,38.0,7.0,26.0,29.0,33.0,112.0,20.0
ENSG00000261052,44.0,79.0,8.0,0.0,6.0,6.0,4.0,2.0,2.0,12.0,18.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0
ENSG00000261115,8.0,4.0,1.0,0.0,2.0,0.0,11.0,3.0,4.0,13.0,15.0,7.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,7.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0
ENSG00000261130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000261147,54.0,36.0,31.0,11.0,51.0,73.0,21.0,4.0,23.0,13.0,17.0,10.0,25.0,8.0,38.0,0.0,0.0,0.0,29.0,16.0,7.0,56.0,48.0,21.0,38.0,20.0,12.0,21.0,22.0,11.0,3.0,8.0,8.0,9.0,25.0,11.0
ENSG00000261150,23.0,5.0,0.0,3.0,1.0,0.0,14.0,10.0,3.0,8.0,10.0,10.0,0.0,2.0,36.0,2.0,4.0,0.0,13.0,1.0,3.0,19.0,8.0,2.0,8.0,0.0,1.0,2.0,12.0,2.0,1.0,0.0,2.0,2.0,6.0,2.0
