,SN_S1_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S1_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S1_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_3_MKDL250005004-1A_22VVM5LT4_L5
ENSG00000103194,474.0,343.0,247.0,9.0,129.0,212.0,242.0,83.0,295.0,58.0,80.0,44.0,10.0,0.0,2.0,0.0,0.0,0.0,81.0,28.0,39.0,175.0,151.0,51.0,63.0,58.0,25.0,127.0,119.0,18.0,31.0,41.0,35.0,42.0,69.0,27.0
ENSG00000103196,11.0,16.0,4.0,0.0,3.0,3.0,6.0,11.0,0.0,3.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
ENSG00000103197,492.0,525.0,214.0,13.0,224.0,152.0,96.0,170.0,18.0,96.0,418.0,140.0,4.0,77.0,22.0,7.0,22.0,31.0,64.0,27.0,32.0,84.0,82.0,34.0,74.0,33.0,33.0,112.0,101.0,28.0,20.0,33.0,35.0,54.0,118.0,14.0
ENSG00000103199,277.0,371.0,104.0,0.0,66.0,47.0,32.0,99.0,30.0,27.0,114.0,34.0,2.0,27.0,6.0,1.0,0.0,5.0,10.0,0.0,8.0,23.0,14.0,16.0,11.0,7.0,11.0,24.0,22.0,7.0,5.0,6.0,5.0,16.0,13.0,2.0
ENSG00000103202,2833.0,882.0,681.0,153.0,499.0,695.0,503.0,295.0,239.0,186.0,439.0,162.0,16.0,11.0,72.0,2.0,5.0,6.0,313.0,112.0,116.0,665.0,623.0,206.0,404.0,140.0,100.0,520.0,489.0,128.0,65.0,170.0,95.0,287.0,432.0,85.0
ENSG00000103222,6.0,9.0,1.0,3.0,18.0,9.0,16.0,4.0,9.0,17.0,11.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,11.0,5.0,0.0,12.0,1.0,1.0,7.0,8.0,6.0,4.0,2.0,2.0,6.0,4.0,0.0
ENSG00000103226,63.0,48.0,51.0,16.0,59.0,101.0,21.0,8.0,2.0,30.0,39.0,47.0,83.0,87.0,958.0,0.0,0.0,0.0,27.0,14.0,24.0,63.0,54.0,16.0,44.0,14.0,11.0,74.0,47.0,17.0,8.0,24.0,21.0,33.0,27.0,6.0
ENSG00000103227,4.0,0.0,0.0,0.0,0.0,9.0,15.0,3.0,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,8.0,2.0,22.0,11.0,6.0,4.0,4.0,7.0,17.0,5.0,1.0,5.0,8.0,1.0,9.0,10.0,0.0
ENSG00000103241,51.0,4.0,22.0,1.0,3.0,12.0,49.0,11.0,27.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0
ENSG00000103245,43.0,62.0,3.0,4.0,11.0,16.0,23.0,20.0,7.0,4.0,10.0,2.0,0.0,3.0,9.0,2.0,0.0,0.0,13.0,4.0,7.0,29.0,28.0,10.0,24.0,11.0,9.0,13.0,21.0,8.0,0.0,6.0,9.0,6.0,39.0,11.0
ENSG00000103248,106.0,22.0,48.0,3.0,11.0,19.0,51.0,35.0,54.0,13.0,11.0,16.0,9.0,0.0,8.0,0.0,0.0,0.0,15.0,2.0,2.0,15.0,42.0,24.0,18.0,0.0,7.0,24.0,21.0,3.0,2.0,3.0,1.0,11.0,11.0,0.0
ENSG00000103249,13.0,5.0,2.0,7.0,5.0,19.0,7.0,19.0,9.0,20.0,23.0,23.0,2.0,6.0,29.0,0.0,1.0,0.0,2.0,1.0,1.0,20.0,11.0,4.0,4.0,4.0,6.0,9.0,8.0,1.0,0.0,2.0,1.0,3.0,19.0,1.0
ENSG00000103253,310.0,156.0,133.0,6.0,33.0,31.0,66.0,61.0,69.0,11.0,37.0,18.0,116.0,223.0,479.0,0.0,0.0,3.0,277.0,54.0,128.0,445.0,411.0,129.0,233.0,92.0,88.0,313.0,235.0,83.0,46.0,70.0,63.0,211.0,564.0,54.0
ENSG00000103254,110.0,56.0,26.0,20.0,39.0,42.0,25.0,16.0,5.0,13.0,28.0,10.0,0.0,6.0,30.0,0.0,0.0,0.0,55.0,12.0,28.0,97.0,88.0,22.0,82.0,22.0,33.0,107.0,62.0,20.0,28.0,25.0,13.0,91.0,98.0,8.0
ENSG00000103257,43.0,21.0,17.0,5.0,41.0,95.0,184.0,95.0,267.0,91.0,224.0,93.0,0.0,0.0,13.0,0.0,1.0,5.0,12.0,7.0,1.0,26.0,14.0,7.0,32.0,10.0,7.0,14.0,23.0,16.0,1.0,8.0,8.0,13.0,12.0,0.0
ENSG00000103260,412.0,158.0,97.0,49.0,95.0,119.0,270.0,115.0,68.0,45.0,145.0,65.0,4.0,4.0,9.0,1.0,0.0,0.0,23.0,8.0,18.0,63.0,63.0,31.0,58.0,22.0,20.0,87.0,60.0,18.0,1.0,20.0,15.0,44.0,44.0,17.0
ENSG00000103264,8.0,42.0,11.0,4.0,19.0,43.0,93.0,72.0,99.0,38.0,87.0,33.0,12.0,23.0,111.0,0.0,1.0,1.0,17.0,2.0,8.0,30.0,13.0,18.0,26.0,2.0,8.0,21.0,9.0,11.0,4.0,4.0,7.0,9.0,20.0,9.0
ENSG00000103266,1075.0,627.0,487.0,208.0,738.0,894.0,580.0,248.0,441.0,185.0,1271.0,383.0,409.0,1001.0,2422.0,2.0,0.0,21.0,216.0,86.0,98.0,403.0,259.0,94.0,292.0,128.0,112.0,335.0,297.0,62.0,70.0,98.0,113.0,404.0,251.0,67.0
ENSG00000103269,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSG00000103274,34.0,6.0,13.0,5.0,5.0,5.0,4.0,12.0,0.0,2.0,8.0,0.0,2.0,5.0,13.0,0.0,0.0,0.0,17.0,5.0,2.0,24.0,17.0,6.0,8.0,6.0,1.0,17.0,16.0,4.0,10.0,1.0,8.0,4.0,5.0,3.0
ENSG00000103275,485.0,258.0,162.0,63.0,197.0,144.0,60.0,55.0,33.0,58.0,139.0,54.0,10.0,21.0,120.0,2.0,0.0,7.0,150.0,68.0,71.0,297.0,355.0,92.0,173.0,52.0,56.0,214.0,277.0,63.0,63.0,108.0,113.0,114.0,199.0,41.0
ENSG00000103310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103313,249.0,224.0,66.0,10.0,44.0,53.0,47.0,85.0,3.0,37.0,179.0,41.0,4.0,31.0,1.0,2.0,4.0,14.0,19.0,8.0,13.0,20.0,38.0,7.0,32.0,12.0,16.0,23.0,31.0,7.0,9.0,11.0,13.0,20.0,24.0,2.0
ENSG00000103316,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,29.0,6.0,7.0,24.0,21.0,6.0,11.0,1.0,1.0,17.0,17.0,5.0,9.0,2.0,8.0,9.0,24.0,0.0
ENSG00000103319,33.0,30.0,19.0,7.0,26.0,6.0,4.0,35.0,0.0,7.0,47.0,9.0,2.0,11.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,5.0,6.0,0.0,4.0,4.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0
ENSG00000103326,27.0,13.0,6.0,15.0,38.0,120.0,78.0,22.0,48.0,166.0,211.0,96.0,30.0,10.0,56.0,0.0,3.0,2.0,9.0,1.0,1.0,16.0,14.0,4.0,13.0,3.0,1.0,12.0,11.0,3.0,1.0,4.0,0.0,1.0,11.0,1.0
ENSG00000103335,4.0,1.0,2.0,4.0,20.0,7.0,1.0,4.0,2.0,10.0,37.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,14.0,10.0,3.0,8.0,1.0,2.0,11.0,10.0,12.0,0.0,3.0,2.0,8.0,4.0,7.0
ENSG00000103342,238.0,144.0,87.0,75.0,172.0,233.0,24.0,7.0,4.0,76.0,177.0,100.0,72.0,198.0,541.0,0.0,0.0,0.0,19.0,26.0,16.0,52.0,66.0,20.0,27.0,14.0,16.0,46.0,65.0,23.0,9.0,10.0,4.0,6.0,16.0,6.0
ENSG00000103343,7.0,4.0,0.0,0.0,2.0,2.0,23.0,12.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,16.0,6.0,2.0,12.0,6.0,2.0,16.0,9.0,5.0,4.0,1.0,1.0,9.0,12.0,0.0
ENSG00000103351,376.0,896.0,269.0,6.0,55.0,85.0,8.0,54.0,4.0,40.0,119.0,22.0,2.0,29.0,15.0,3.0,1.0,0.0,14.0,16.0,8.0,28.0,31.0,3.0,25.0,10.0,5.0,23.0,34.0,3.0,5.0,12.0,2.0,11.0,21.0,3.0
ENSG00000103353,95.0,75.0,39.0,29.0,93.0,91.0,17.0,17.0,8.0,69.0,119.0,106.0,25.0,8.0,40.0,0.0,0.0,0.0,29.0,8.0,17.0,33.0,38.0,14.0,51.0,21.0,9.0,27.0,30.0,10.0,11.0,15.0,1.0,39.0,46.0,18.0
ENSG00000103355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103356,36.0,43.0,66.0,3.0,24.0,12.0,9.0,12.0,23.0,8.0,15.0,5.0,0.0,10.0,73.0,0.0,0.0,0.0,15.0,7.0,4.0,77.0,57.0,10.0,23.0,7.0,13.0,36.0,47.0,20.0,2.0,8.0,4.0,12.0,43.0,8.0
ENSG00000103363,973.0,296.0,199.0,27.0,83.0,71.0,75.0,23.0,47.0,44.0,275.0,112.0,7.0,14.0,10.0,0.0,2.0,9.0,617.0,170.0,222.0,1120.0,820.0,323.0,832.0,229.0,262.0,884.0,662.0,232.0,189.0,324.0,216.0,750.0,770.0,108.0
ENSG00000103365,116.0,213.0,106.0,14.0,181.0,192.0,45.0,29.0,13.0,133.0,496.0,237.0,80.0,119.0,296.0,0.0,0.0,1.0,44.0,26.0,14.0,77.0,70.0,19.0,66.0,17.0,14.0,59.0,89.0,18.0,14.0,29.0,28.0,44.0,42.0,17.0
ENSG00000103375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103381,55.0,99.0,17.0,2.0,12.0,4.0,12.0,34.0,3.0,12.0,34.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,14.0,36.0,1.0,9.0,5.0,2.0,15.0,20.0,2.0,3.0,1.0,6.0,24.0,10.0,0.0
ENSG00000103404,71.0,45.0,28.0,14.0,48.0,77.0,4.0,2.0,17.0,53.0,195.0,129.0,4.0,0.0,4.0,0.0,0.0,0.0,14.0,4.0,1.0,15.0,15.0,3.0,4.0,2.0,2.0,7.0,12.0,2.0,2.0,5.0,4.0,6.0,6.0,2.0
ENSG00000103415,52.0,57.0,79.0,1.0,23.0,32.0,70.0,43.0,19.0,2.0,24.0,8.0,9.0,19.0,10.0,0.0,0.0,0.0,86.0,39.0,36.0,154.0,184.0,50.0,101.0,29.0,32.0,135.0,92.0,29.0,23.0,31.0,14.0,62.0,133.0,27.0
ENSG00000103423,65.0,65.0,34.0,7.0,22.0,20.0,11.0,16.0,5.0,9.0,35.0,28.0,1.0,13.0,18.0,1.0,2.0,1.0,52.0,16.0,14.0,65.0,68.0,19.0,40.0,19.0,13.0,61.0,57.0,16.0,11.0,18.0,9.0,26.0,55.0,9.0
ENSG00000103426,7.0,4.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,1.0,24.0,13.0,2.0,4.0,1.0,2.0,14.0,4.0,1.0,1.0,4.0,3.0,9.0,10.0,1.0
ENSG00000103429,317.0,498.0,291.0,30.0,111.0,110.0,30.0,15.0,6.0,49.0,199.0,61.0,4.0,25.0,84.0,0.0,0.0,0.0,80.0,47.0,31.0,208.0,152.0,84.0,127.0,67.0,47.0,166.0,141.0,55.0,46.0,82.0,51.0,118.0,132.0,31.0
ENSG00000103449,44.0,26.0,34.0,25.0,57.0,54.0,126.0,68.0,109.0,19.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,22.0,11.0,2.0,8.0,14.0,2.0,10.0,15.0,0.0,1.0,2.0,5.0,2.0,5.0,10.0
ENSG00000103460,7.0,8.0,3.0,0.0,0.0,3.0,6.0,0.0,8.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103479,78.0,56.0,69.0,2.0,20.0,24.0,2.0,4.0,0.0,15.0,33.0,17.0,17.0,27.0,115.0,0.0,1.0,1.0,21.0,25.0,5.0,69.0,108.0,16.0,23.0,2.0,10.0,30.0,52.0,33.0,5.0,4.0,8.0,28.0,41.0,1.0
ENSG00000103485,667.0,1196.0,518.0,29.0,472.0,575.0,145.0,106.0,87.0,92.0,556.0,81.0,16.0,108.0,129.0,0.0,1.0,7.0,325.0,105.0,122.0,550.0,552.0,174.0,320.0,99.0,118.0,418.0,440.0,101.0,65.0,138.0,103.0,242.0,419.0,64.0
ENSG00000103489,7.0,6.0,0.0,0.0,4.0,5.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000103490,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000103494,89.0,60.0,16.0,12.0,18.0,10.0,11.0,12.0,2.0,6.0,25.0,4.0,18.0,7.0,11.0,0.0,2.0,0.0,20.0,22.0,16.0,62.0,35.0,30.0,45.0,27.0,27.0,30.0,37.0,4.0,18.0,16.0,3.0,54.0,64.0,12.0
ENSG00000103495,1187.0,582.0,486.0,292.0,843.0,1047.0,172.0,49.0,133.0,184.0,430.0,212.0,212.0,320.0,655.0,1.0,0.0,5.0,230.0,103.0,86.0,431.0,305.0,131.0,244.0,63.0,75.0,348.0,231.0,80.0,61.0,90.0,60.0,142.0,274.0,65.0
ENSG00000103496,130.0,73.0,80.0,9.0,44.0,51.0,30.0,7.0,20.0,4.0,19.0,11.0,37.0,27.0,106.0,0.0,0.0,0.0,39.0,10.0,6.0,47.0,65.0,12.0,40.0,8.0,10.0,31.0,54.0,16.0,7.0,11.0,12.0,14.0,36.0,1.0
ENSG00000103502,48.0,29.0,17.0,11.0,30.0,35.0,6.0,3.0,4.0,25.0,17.0,16.0,0.0,3.0,31.0,0.0,2.0,0.0,37.0,11.0,7.0,95.0,55.0,47.0,58.0,18.0,13.0,82.0,54.0,13.0,10.0,16.0,17.0,47.0,56.0,3.0
ENSG00000103507,29.0,19.0,30.0,16.0,40.0,34.0,82.0,56.0,62.0,15.0,23.0,12.0,2.0,0.0,4.0,0.0,0.0,15.0,86.0,29.0,16.0,180.0,126.0,30.0,89.0,21.0,16.0,81.0,89.0,16.0,9.0,25.0,25.0,53.0,64.0,18.0
ENSG00000103510,166.0,138.0,39.0,28.0,68.0,39.0,37.0,71.0,14.0,36.0,117.0,32.0,3.0,31.0,8.0,6.0,1.0,2.0,10.0,15.0,5.0,29.0,25.0,19.0,17.0,12.0,9.0,23.0,30.0,15.0,11.0,15.0,11.0,23.0,27.0,5.0
ENSG00000103512,3.0,3.0,3.0,6.0,10.0,11.0,5.0,4.0,0.0,9.0,14.0,11.0,11.0,13.0,90.0,0.0,0.0,0.0,4.0,1.0,2.0,26.0,18.0,0.0,14.0,1.0,1.0,19.0,17.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0
ENSG00000103522,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103528,75.0,83.0,26.0,9.0,23.0,7.0,39.0,34.0,5.0,16.0,52.0,10.0,2.0,15.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,10.0,3.0,8.0,3.0,0.0,4.0,6.0,2.0,0.0,1.0,7.0,6.0,6.0,0.0
ENSG00000103534,35.0,39.0,10.0,0.0,4.0,1.0,12.0,14.0,2.0,5.0,11.0,9.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,8.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0
ENSG00000103540,194.0,259.0,125.0,7.0,39.0,63.0,31.0,4.0,19.0,10.0,35.0,16.0,2.0,12.0,40.0,2.0,1.0,1.0,37.0,27.0,28.0,90.0,167.0,42.0,28.0,32.0,19.0,54.0,144.0,43.0,7.0,18.0,11.0,19.0,97.0,20.0
ENSG00000103544,143.0,176.0,41.0,12.0,73.0,75.0,86.0,76.0,6.0,42.0,149.0,67.0,8.0,31.0,3.0,2.0,4.0,3.0,39.0,19.0,11.0,53.0,34.0,49.0,58.0,10.0,11.0,46.0,48.0,20.0,15.0,19.0,6.0,37.0,67.0,5.0
ENSG00000103546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103549,46.0,30.0,22.0,14.0,59.0,79.0,105.0,36.0,74.0,57.0,104.0,65.0,100.0,86.0,658.0,0.0,2.0,0.0,41.0,26.0,21.0,75.0,50.0,30.0,45.0,12.0,15.0,37.0,51.0,9.0,11.0,21.0,13.0,25.0,33.0,13.0
ENSG00000103550,692.0,600.0,357.0,54.0,250.0,235.0,444.0,182.0,169.0,153.0,423.0,184.0,59.0,82.0,181.0,1.0,0.0,3.0,102.0,44.0,30.0,189.0,164.0,49.0,155.0,62.0,43.0,105.0,143.0,42.0,38.0,55.0,48.0,85.0,127.0,18.0
ENSG00000103569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103591,163.0,77.0,111.0,37.0,101.0,202.0,0.0,3.0,10.0,9.0,30.0,10.0,50.0,71.0,639.0,0.0,0.0,0.0,38.0,33.0,25.0,104.0,122.0,46.0,41.0,46.0,28.0,95.0,110.0,37.0,26.0,41.0,12.0,28.0,91.0,21.0
ENSG00000103599,19.0,0.0,10.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,18.0,6.0,6.0,2.0,1.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0
ENSG00000103642,122.0,85.0,56.0,7.0,25.0,37.0,3.0,7.0,1.0,5.0,19.0,10.0,10.0,16.0,25.0,0.0,0.0,3.0,7.0,1.0,2.0,7.0,5.0,4.0,10.0,4.0,1.0,8.0,6.0,3.0,2.0,3.0,0.0,12.0,14.0,3.0
ENSG00000103647,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103653,97.0,31.0,57.0,34.0,40.0,75.0,36.0,30.0,20.0,28.0,48.0,36.0,1.0,2.0,3.0,0.0,0.0,0.0,10.0,2.0,4.0,30.0,26.0,0.0,20.0,0.0,1.0,12.0,16.0,3.0,2.0,6.0,5.0,4.0,10.0,2.0
ENSG00000103657,14.0,10.0,1.0,1.0,18.0,18.0,6.0,5.0,0.0,26.0,26.0,7.0,20.0,15.0,110.0,0.0,0.0,0.0,23.0,10.0,5.0,18.0,20.0,13.0,4.0,2.0,5.0,19.0,42.0,11.0,6.0,10.0,4.0,10.0,15.0,4.0
ENSG00000103671,14.0,20.0,5.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,1.0,6.0,0.0,0.0,0.0,17.0,31.0,15.0,31.0,52.0,28.0,18.0,9.0,9.0,29.0,23.0,0.0,6.0,15.0,5.0,7.0,49.0,5.0
ENSG00000103707,504.0,438.0,178.0,43.0,114.0,75.0,102.0,147.0,10.0,54.0,217.0,73.0,44.0,71.0,49.0,3.0,8.0,6.0,41.0,28.0,18.0,65.0,35.0,26.0,46.0,20.0,17.0,62.0,49.0,21.0,14.0,20.0,20.0,31.0,44.0,9.0
ENSG00000103710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103723,10.0,23.0,3.0,0.0,4.0,1.0,11.0,10.0,12.0,5.0,6.0,7.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSG00000103740,6.0,3.0,0.0,0.0,1.0,6.0,10.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,10.0,4.0,1.0,0.0,4.0,1.0,14.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0
ENSG00000103742,13.0,3.0,1.0,1.0,10.0,6.0,4.0,0.0,1.0,8.0,7.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0
ENSG00000103769,213.0,204.0,102.0,12.0,83.0,50.0,11.0,5.0,15.0,16.0,65.0,12.0,4.0,38.0,27.0,0.0,0.0,0.0,370.0,226.0,167.0,979.0,752.0,323.0,454.0,259.0,231.0,816.0,620.0,169.0,182.0,257.0,138.0,414.0,759.0,121.0
ENSG00000103811,221.0,116.0,68.0,7.0,20.0,50.0,67.0,35.0,33.0,14.0,60.0,43.0,0.0,7.0,1.0,0.0,0.0,0.0,62.0,23.0,36.0,79.0,141.0,61.0,49.0,32.0,32.0,93.0,91.0,17.0,32.0,31.0,26.0,55.0,97.0,7.0
ENSG00000103852,54.0,30.0,9.0,1.0,1.0,42.0,1.0,12.0,1.0,8.0,18.0,25.0,6.0,22.0,42.0,1.0,0.0,0.0,18.0,3.0,14.0,25.0,26.0,14.0,9.0,12.0,1.0,9.0,18.0,11.0,0.0,13.0,7.0,8.0,7.0,5.0
ENSG00000103855,136.0,71.0,21.0,29.0,100.0,98.0,211.0,93.0,263.0,38.0,206.0,74.0,26.0,54.0,108.0,2.0,6.0,4.0,44.0,12.0,12.0,106.0,83.0,19.0,57.0,17.0,18.0,74.0,68.0,18.0,8.0,8.0,31.0,50.0,57.0,11.0
ENSG00000103876,50.0,33.0,20.0,7.0,6.0,63.0,49.0,17.0,26.0,15.0,18.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,84.0,39.0,26.0,159.0,184.0,53.0,110.0,30.0,27.0,154.0,144.0,23.0,26.0,38.0,36.0,80.0,145.0,20.0
ENSG00000103888,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103932,89.0,61.0,8.0,12.0,42.0,59.0,29.0,36.0,7.0,54.0,135.0,60.0,38.0,51.0,246.0,1.0,1.0,1.0,32.0,12.0,16.0,76.0,81.0,17.0,39.0,6.0,13.0,41.0,71.0,26.0,13.0,8.0,11.0,28.0,33.0,10.0
