,25L008070,25L008071,25L008072,25L008073,25L008074,25L008075,25L008076,25L008077,25L008078,25L008079,25L008080,25L008081,25L008082,25L008083,25L008084,25L008085,25L008086,25L008087,25L008088,25L008089,25L008090,25L008091,25L008092,25L008093,25L008094,25L008095,25L008096,25L008097,25L008098,25L008099,25L008100,25L008101,25L008102,25L008103,25L008104,25L008105,25L008106,25L008107,25L008110,25L008111
ENSG00000204516,0.0,2.0,9.0,24.0,32.0,52.0,31.0,6.0,10.0,7.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0
ENSG00000204518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204519,110.0,649.0,226.0,278.0,257.0,373.0,317.0,289.0,80.0,127.0,145.0,200.0,297.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,5.0,5.0,2.0,10.0,4.0,4.0,5.0,2.0,2.0,4.0,6.0,3.0,1.0,5.0,786.0,0.0,5.0,4.0,0.0,55.0
ENSG00000204520,63.0,95.0,95.0,185.0,255.0,274.0,250.0,276.0,178.0,285.0,35.0,36.0,141.0,0.0,0.0,0.0,0.0,43.0,14.0,38.0,18.0,19.0,17.0,32.0,15.0,21.0,27.0,28.0,27.0,22.0,36.0,10.0,0.0,28.0,329.0,0.0,7.0,20.0,0.0,59.0
ENSG00000204524,13.0,53.0,2.0,179.0,143.0,212.0,213.0,307.0,191.0,327.0,53.0,60.0,262.0,0.0,0.0,0.0,0.0,22.0,18.0,28.0,37.0,21.0,21.0,43.0,28.0,21.0,10.0,13.0,14.0,17.0,22.0,5.0,3.0,13.0,380.0,0.0,7.0,16.0,0.0,36.0
ENSG00000204525,169.0,214.0,159.0,458.0,571.0,659.0,488.0,406.0,166.0,283.0,63.0,59.0,216.0,0.0,0.0,0.0,0.0,78.0,49.0,135.0,92.0,57.0,49.0,75.0,45.0,45.0,74.0,56.0,46.0,65.0,140.0,50.0,3.0,105.0,757.0,0.0,39.0,83.0,0.0,84.0
ENSG00000204531,5.0,4.0,1.0,2.0,0.0,0.0,2.0,32.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,21.0,18.0,18.0,10.0,14.0,28.0,23.0,11.0,6.0,8.0,6.0,10.0,10.0,3.0,6.0,6.0,10.0,0.0,5.0,9.0,1.0,0.0
ENSG00000204532,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204536,35.0,43.0,27.0,72.0,79.0,144.0,130.0,284.0,178.0,272.0,19.0,42.0,129.0,0.0,0.0,0.0,0.0,15.0,7.0,18.0,10.0,14.0,3.0,12.0,5.0,19.0,6.0,8.0,6.0,18.0,27.0,4.0,0.0,16.0,275.0,0.0,2.0,8.0,0.0,31.0
ENSG00000204538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204540,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204560,2.0,16.0,4.0,21.0,29.0,64.0,27.0,53.0,41.0,88.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,8.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,8.0,3.0,0.0,4.0,33.0,0.0,1.0,4.0,0.0,3.0
ENSG00000204564,2.0,24.0,8.0,60.0,51.0,88.0,40.0,138.0,69.0,150.0,44.0,22.0,117.0,0.0,0.0,0.0,0.0,6.0,3.0,10.0,4.0,1.0,1.0,3.0,2.0,10.0,3.0,0.0,6.0,10.0,14.0,4.0,0.0,7.0,82.0,0.0,7.0,4.0,0.0,10.0
ENSG00000204568,384.0,786.0,616.0,366.0,496.0,629.0,289.0,522.0,302.0,487.0,170.0,164.0,475.0,0.0,0.0,0.0,5.0,27.0,27.0,60.0,39.0,40.0,18.0,66.0,25.0,24.0,40.0,31.0,28.0,43.0,81.0,24.0,5.0,55.0,501.0,0.0,10.0,51.0,0.0,64.0
ENSG00000204569,4.0,7.0,11.0,27.0,32.0,28.0,33.0,80.0,71.0,118.0,37.0,46.0,59.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,7.0,0.0,1.0,2.0,83.0,0.0,0.0,4.0,0.0,19.0
ENSG00000204571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204574,40.0,108.0,45.0,254.0,309.0,382.0,161.0,190.0,112.0,204.0,38.0,36.0,79.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,7.0,9.0,4.0,23.0,9.0,10.0,11.0,2.0,11.0,18.0,23.0,11.0,0.0,15.0,405.0,0.0,13.0,14.0,0.0,39.0
ENSG00000204576,18.0,32.0,18.0,79.0,77.0,94.0,89.0,77.0,43.0,105.0,37.0,42.0,73.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,11.0,2.0,2.0,10.0,6.0,8.0,1.0,3.0,3.0,5.0,6.0,5.0,2.0,3.0,140.0,0.0,1.0,3.0,0.0,14.0
ENSG00000204577,1.0,0.0,0.0,1.0,3.0,2.0,1.0,9.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,8.0,7.0,6.0,9.0,10.0,4.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
ENSG00000204580,6.0,14.0,0.0,66.0,77.0,160.0,50.0,47.0,31.0,57.0,6.0,11.0,14.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,9.0,7.0,3.0,12.0,10.0,3.0,9.0,6.0,9.0,15.0,5.0,8.0,0.0,6.0,159.0,0.0,2.0,13.0,1.0,10.0
ENSG00000204583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204590,31.0,77.0,28.0,91.0,97.0,262.0,78.0,249.0,162.0,190.0,10.0,22.0,63.0,0.0,0.0,0.0,0.0,9.0,6.0,12.0,19.0,8.0,9.0,15.0,3.0,6.0,8.0,14.0,17.0,10.0,13.0,8.0,3.0,16.0,177.0,0.0,3.0,13.0,0.0,34.0
ENSG00000204592,106.0,211.0,102.0,164.0,256.0,405.0,127.0,248.0,125.0,279.0,55.0,69.0,107.0,0.0,0.0,0.0,6.0,30.0,30.0,47.0,30.0,27.0,23.0,13.0,14.0,15.0,23.0,20.0,22.0,23.0,88.0,23.0,1.0,38.0,258.0,0.0,5.0,43.0,0.0,41.0
ENSG00000204595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204599,21.0,21.0,23.0,41.0,67.0,107.0,48.0,59.0,37.0,69.0,13.0,33.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,117.0,0.0,0.0,4.0,0.0,10.0
ENSG00000204604,2.0,33.0,20.0,156.0,205.0,255.0,136.0,71.0,35.0,93.0,49.0,103.0,195.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,411.0,0.0,1.0,5.0,0.0,43.0
ENSG00000204610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204611,58.0,41.0,40.0,73.0,118.0,100.0,89.0,186.0,102.0,213.0,117.0,129.0,188.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,320.0,0.0,2.0,1.0,0.0,17.0
ENSG00000204612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204619,13.0,34.0,21.0,66.0,74.0,92.0,102.0,130.0,68.0,146.0,22.0,35.0,149.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,9.0,5.0,5.0,12.0,1.0,7.0,7.0,11.0,5.0,6.0,14.0,4.0,1.0,5.0,206.0,0.0,4.0,9.0,0.0,19.0
ENSG00000204624,0.0,1.0,0.0,0.0,9.0,1.0,13.0,0.0,3.0,13.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204628,10831.0,20610.0,11521.0,17675.0,25400.0,22193.0,25642.0,55865.0,39755.0,65954.0,8157.0,8207.0,19866.0,73.0,1.0,32.0,215.0,1008.0,607.0,1428.0,995.0,867.0,540.0,1452.0,830.0,837.0,1043.0,888.0,756.0,1000.0,2167.0,895.0,77.0,1430.0,32505.0,83.0,633.0,1349.0,13.0,3751.0
ENSG00000204632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204634,0.0,0.0,0.0,112.0,147.0,300.0,58.0,89.0,75.0,112.0,12.0,28.0,58.0,0.0,0.0,0.0,0.0,6.0,7.0,26.0,9.0,16.0,12.0,20.0,2.0,12.0,9.0,8.0,6.0,17.0,8.0,0.0,0.0,12.0,145.0,0.0,2.0,5.0,0.0,19.0
ENSG00000204640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204642,4.0,1.0,8.0,2.0,4.0,14.0,7.0,9.0,3.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,20.0,0.0,0.0,2.0,0.0,1.0
ENSG00000204644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
ENSG00000204655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204659,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204673,150.0,265.0,74.0,969.0,1319.0,2876.0,884.0,1371.0,1112.0,1505.0,311.0,299.0,970.0,0.0,0.0,0.0,3.0,36.0,46.0,83.0,46.0,48.0,43.0,82.0,33.0,57.0,70.0,54.0,55.0,59.0,159.0,70.0,6.0,74.0,1963.0,0.0,30.0,61.0,1.0,234.0
ENSG00000204681,7.0,17.0,2.0,5.0,18.0,37.0,20.0,11.0,6.0,19.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,4.0,2.0,2.0,6.0,8.0,7.0,1.0,3.0,4.0,10.0,4.0,3.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0
ENSG00000204687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204688,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204695,0.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204710,0.0,0.0,21.0,21.0,11.0,19.0,22.0,37.0,8.0,24.0,39.0,42.0,70.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,2.0,5.0,4.0,3.0,4.0,9.0,12.0,1.0,6.0,2.0,9.0,12.0,0.0,11.0,33.0,0.0,2.0,3.0,0.0,5.0
ENSG00000204711,0.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
ENSG00000204713,24.0,66.0,52.0,134.0,150.0,246.0,143.0,93.0,73.0,127.0,73.0,114.0,186.0,0.0,0.0,0.0,0.0,14.0,10.0,32.0,16.0,12.0,2.0,31.0,13.0,18.0,12.0,12.0,11.0,10.0,38.0,19.0,2.0,25.0,284.0,0.0,8.0,23.0,0.0,35.0
ENSG00000204740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204764,43.0,81.0,33.0,159.0,163.0,183.0,57.0,366.0,179.0,449.0,56.0,87.0,142.0,0.0,0.0,0.0,0.0,62.0,61.0,100.0,75.0,37.0,35.0,83.0,52.0,63.0,30.0,36.0,28.0,72.0,36.0,26.0,1.0,46.0,134.0,0.0,16.0,62.0,0.0,9.0
ENSG00000204767,0.0,0.0,8.0,12.0,4.0,10.0,1.0,11.0,3.0,19.0,11.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0
ENSG00000204779,0.0,0.0,1.0,4.0,2.0,9.0,0.0,4.0,13.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000204815,7.0,0.0,0.0,9.0,34.0,15.0,11.0,18.0,26.0,21.0,4.0,4.0,14.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,0.0,3.0,3.0,0.0,4.0,3.0,0.0,5.0
ENSG00000204822,307.0,385.0,319.0,386.0,413.0,169.0,487.0,562.0,397.0,773.0,429.0,264.0,718.0,0.0,1.0,0.0,6.0,33.0,31.0,55.0,36.0,19.0,21.0,67.0,41.0,37.0,61.0,32.0,26.0,21.0,38.0,16.0,4.0,58.0,777.0,0.0,28.0,55.0,1.0,97.0
ENSG00000204839,0.0,1.0,0.0,17.0,14.0,26.0,5.0,9.0,3.0,10.0,18.0,17.0,44.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204842,31.0,117.0,37.0,174.0,309.0,439.0,79.0,614.0,322.0,625.0,121.0,135.0,399.0,0.0,0.0,0.0,4.0,31.0,25.0,43.0,47.0,30.0,30.0,42.0,38.0,33.0,26.0,28.0,25.0,47.0,48.0,29.0,4.0,19.0,289.0,0.0,7.0,33.0,0.0,39.0
