,25L007990,25L007991,25L007992,25L008002,25L008003,25L008004
ENSMUSG00000024019,0,0,0,0,6,0
ENSMUSG00000024026,0,0,0,0,22,0
ENSMUSG00000024036,0,0,0,0,0,1
ENSMUSG00000024037,0,0,0,0,1002,0
ENSMUSG00000024038,0,1,11,29,450,140
ENSMUSG00000024042,0,0,0,0,30,15
ENSMUSG00000024045,0,0,0,0,6,3
ENSMUSG00000024048,0,0,0,0,27,0
ENSMUSG00000024050,0,0,0,0,10,0
ENSMUSG00000024052,3,0,0,0,48,13
ENSMUSG00000024054,0,0,0,2,0,0
ENSMUSG00000024059,0,0,0,3,0,3
ENSMUSG00000024063,0,0,0,0,2,0
ENSMUSG00000024065,0,0,0,0,1,0
ENSMUSG00000024067,6,0,0,0,49,14
ENSMUSG00000024073,0,0,0,0,0,4
ENSMUSG00000024074,0,0,0,0,2,0
ENSMUSG00000024081,0,0,0,0,21,0
ENSMUSG00000024082,0,0,0,8,20,0
ENSMUSG00000024083,0,0,0,1,69,10
ENSMUSG00000024091,0,0,0,0,14,39
ENSMUSG00000024096,0,0,0,0,204,0
ENSMUSG00000024097,0,0,0,0,0,11
ENSMUSG00000024098,0,0,0,0,40,0
ENSMUSG00000024099,0,0,0,0,0,17
ENSMUSG00000024101,120,5,7,106,368,43
ENSMUSG00000024109,0,0,0,9,55,0
ENSMUSG00000024121,0,12,180,79,1973,170
ENSMUSG00000024127,0,0,8,0,36,0
ENSMUSG00000024130,0,0,0,0,5,0
ENSMUSG00000024131,0,0,5,0,39,0
ENSMUSG00000024132,0,5,0,0,0,0
ENSMUSG00000024135,0,0,0,0,7,13
ENSMUSG00000024142,0,0,0,0,0,13
ENSMUSG00000024145,0,0,0,0,6,0
ENSMUSG00000024146,0,27,0,18,148,26
ENSMUSG00000024158,0,0,0,0,2,0
ENSMUSG00000024163,0,3,1,19,150,11
ENSMUSG00000024168,0,0,0,37,0,0
ENSMUSG00000024180,0,0,0,0,7,0
ENSMUSG00000024181,0,0,157,152,1790,885
ENSMUSG00000024182,0,0,0,9,0,0
ENSMUSG00000024187,0,0,0,0,4,0
ENSMUSG00000024188,0,0,0,0,63,2
ENSMUSG00000024193,0,29,0,0,0,0
ENSMUSG00000024194,0,0,0,0,1,0
ENSMUSG00000024201,0,0,0,8,80,0
ENSMUSG00000024208,0,0,0,17,520,84
ENSMUSG00000024212,0,0,0,0,145,11
ENSMUSG00000024213,14,0,0,0,67,36
ENSMUSG00000024217,5,2,0,16,157,7
ENSMUSG00000024218,0,0,0,0,39,0
ENSMUSG00000024220,0,0,0,0,4,0
ENSMUSG00000024222,0,0,14,0,0,0
ENSMUSG00000024231,0,0,0,0,24,48
ENSMUSG00000024234,0,0,0,0,13,0
ENSMUSG00000024238,0,0,0,0,0,1
ENSMUSG00000024240,0,0,0,0,0,1
ENSMUSG00000024241,0,0,0,0,317,7
ENSMUSG00000024245,0,0,0,6,0,0
ENSMUSG00000024248,11,56,46,81,1413,254
ENSMUSG00000024251,0,0,0,2,5,7
ENSMUSG00000024258,0,0,0,11,76,0
ENSMUSG00000024259,0,0,0,0,0,52
ENSMUSG00000024261,0,3,0,16,199,41
ENSMUSG00000024268,0,20,19,96,270,732
ENSMUSG00000024269,0,0,0,3,335,29
ENSMUSG00000024273,0,10,0,0,11,19
ENSMUSG00000024276,0,0,0,0,2,0
ENSMUSG00000024277,0,0,0,0,0,31
ENSMUSG00000024283,0,0,0,0,9,9
ENSMUSG00000024286,0,23,0,1,20,3
ENSMUSG00000024294,0,0,0,0,69,0
ENSMUSG00000024302,0,0,0,0,138,0
ENSMUSG00000024304,0,0,0,0,17,0
ENSMUSG00000024309,0,7,0,0,35,0
ENSMUSG00000024317,0,0,0,0,6,0
ENSMUSG00000024319,0,0,0,21,0,0
ENSMUSG00000024327,0,0,0,0,13,3
ENSMUSG00000024330,0,0,0,0,4,0
ENSMUSG00000024346,0,2,7,84,555,200
ENSMUSG00000024347,0,0,0,0,4,0
ENSMUSG00000024350,0,5,0,0,141,3
ENSMUSG00000024357,0,0,0,0,0,3
ENSMUSG00000024360,0,0,0,0,68,267
ENSMUSG00000024369,0,0,0,0,31,0
ENSMUSG00000024378,0,0,0,2,44,36
ENSMUSG00000024381,0,25,17,0,54,1
ENSMUSG00000024383,0,0,0,1,31,0
ENSMUSG00000024392,0,0,0,0,0,5
ENSMUSG00000024393,0,0,0,2,7,0
ENSMUSG00000024400,0,0,0,0,2,6
ENSMUSG00000024403,0,0,0,4,87,39
ENSMUSG00000024414,10,0,0,8,96,20
ENSMUSG00000024425,0,0,0,0,27,1
ENSMUSG00000024429,0,1,15,5,244,32
ENSMUSG00000024431,0,0,0,0,0,6
ENSMUSG00000024436,0,0,129,56,10,0
ENSMUSG00000024446,0,0,0,83,335,304
ENSMUSG00000024454,0,0,0,0,69,0
ENSMUSG00000024456,0,0,0,4,4,3
ENSMUSG00000024457,0,0,0,0,24,0
ENSMUSG00000024462,0,0,0,0,163,3
ENSMUSG00000024474,0,21,0,0,61,18
ENSMUSG00000024477,0,0,0,0,0,2
ENSMUSG00000024480,0,0,0,0,101,3
ENSMUSG00000024487,0,11,0,0,4,0
ENSMUSG00000024498,0,0,0,0,0,19
ENSMUSG00000024500,0,0,0,0,7,39
ENSMUSG00000024501,0,0,0,6,253,22
ENSMUSG00000024502,0,0,0,0,0,8
ENSMUSG00000024515,0,0,0,0,19,0
ENSMUSG00000024516,0,0,7,0,10,13
ENSMUSG00000024524,0,0,20,0,40,20
ENSMUSG00000024526,0,0,0,0,0,16
ENSMUSG00000024528,0,0,0,0,5,0
ENSMUSG00000024530,0,4,0,7,31,0
ENSMUSG00000024533,0,0,0,0,17,0
ENSMUSG00000024535,0,0,0,0,20,14
ENSMUSG00000024537,0,0,0,41,0,0
ENSMUSG00000024539,0,0,0,0,0,64
ENSMUSG00000024548,0,0,0,5,0,23
ENSMUSG00000024560,0,0,0,0,4,0
ENSMUSG00000024561,0,0,0,0,9,0
ENSMUSG00000024566,0,0,266,0,21,0
ENSMUSG00000024570,0,0,0,0,15,0
ENSMUSG00000024571,0,8,0,27,777,128
ENSMUSG00000024576,0,0,0,25,224,65
ENSMUSG00000024580,0,0,0,0,0,4
ENSMUSG00000024581,0,0,0,0,319,13
ENSMUSG00000024583,0,9,0,0,0,0
ENSMUSG00000024587,0,0,0,0,54,19
ENSMUSG00000024588,0,0,0,0,222,0
ENSMUSG00000024594,0,0,7,0,0,0
ENSMUSG00000024601,0,0,0,32,23,0
ENSMUSG00000024603,0,0,0,8,54,0
ENSMUSG00000024604,47,0,0,0,0,0
ENSMUSG00000024608,1,4,1,38,335,122
ENSMUSG00000024617,0,10,40,45,920,107
ENSMUSG00000024639,0,0,7,33,369,30
ENSMUSG00000024646,0,10,8,0,2,0
ENSMUSG00000024647,0,0,1,0,0,0
ENSMUSG00000024661,0,20,9,21,317,66
ENSMUSG00000024664,0,0,0,0,23,0
ENSMUSG00000024665,0,0,35,0,0,0
ENSMUSG00000024668,0,0,0,0,0,34
ENSMUSG00000024695,0,2,0,0,20,1
ENSMUSG00000024712,0,0,0,0,22,0
ENSMUSG00000024713,0,0,0,0,10,0
ENSMUSG00000024732,0,0,0,0,18,17
ENSMUSG00000024735,0,0,0,5,41,48
ENSMUSG00000024736,0,0,0,0,0,10
ENSMUSG00000024740,0,0,0,0,36,0
ENSMUSG00000024742,0,0,0,1,0,0
ENSMUSG00000024743,0,53,0,7,45,8
ENSMUSG00000024758,0,2,0,0,197,257
ENSMUSG00000024759,0,0,0,0,1,0
ENSMUSG00000024764,25,0,0,0,0,1
ENSMUSG00000024767,0,29,0,2,26,73
ENSMUSG00000024772,0,26,0,0,105,131
ENSMUSG00000024777,0,0,0,0,13,115
ENSMUSG00000024780,0,0,0,0,40,33
ENSMUSG00000024781,0,0,0,11,0,0
ENSMUSG00000024782,0,0,0,0,1,7
ENSMUSG00000024790,0,0,0,0,32,0
ENSMUSG00000024793,0,0,0,2,0,0
ENSMUSG00000024811,11,0,4,0,15,0
ENSMUSG00000024824,0,1,0,0,36,22
ENSMUSG00000024826,0,0,0,0,16,0
ENSMUSG00000024829,0,0,0,0,15,27
ENSMUSG00000024830,0,5,0,0,236,7
ENSMUSG00000024833,0,1,0,0,2,0
ENSMUSG00000024835,6,0,0,0,0,0
ENSMUSG00000024841,0,8,0,0,10,0
ENSMUSG00000024844,0,0,0,0,10,0
ENSMUSG00000024845,0,33,23,6,33,63
ENSMUSG00000024846,0,0,0,2,244,0
ENSMUSG00000024847,0,3,0,0,0,10
ENSMUSG00000024851,0,0,0,0,0,6
ENSMUSG00000024853,0,0,0,0,0,6
ENSMUSG00000024855,0,0,0,0,30,0
ENSMUSG00000024856,0,0,0,0,0,9
ENSMUSG00000024858,0,0,0,0,1,0
ENSMUSG00000024869,0,0,0,0,7,0
ENSMUSG00000024870,0,0,9,0,10,73
ENSMUSG00000024873,0,0,6,0,202,16
ENSMUSG00000024878,0,0,0,0,12,0
ENSMUSG00000024883,0,0,0,0,0,1
ENSMUSG00000024891,0,0,0,0,0,12
ENSMUSG00000024897,0,0,0,0,85,14
ENSMUSG00000024900,0,0,0,0,0,1
ENSMUSG00000024902,23,0,0,0,0,4
ENSMUSG00000024914,0,8,26,30,501,13
ENSMUSG00000024921,0,0,0,11,22,1
ENSMUSG00000024926,0,0,0,1,485,41
ENSMUSG00000024937,0,29,0,5,114,78
ENSMUSG00000024939,0,3,18,0,38,14
ENSMUSG00000024940,0,0,0,0,71,291
ENSMUSG00000024941,0,0,0,0,5,0
ENSMUSG00000024944,0,0,0,0,318,13
ENSMUSG00000024949,0,0,0,13,14,0
ENSMUSG00000024953,0,4,18,32,161,157
ENSMUSG00000024955,0,0,51,0,97,290
ENSMUSG00000024957,0,0,24,0,0,0
ENSMUSG00000024958,0,0,0,21,5,55
ENSMUSG00000024959,0,47,244,83,472,647
ENSMUSG00000024962,0,7,197,12,410,97
ENSMUSG00000024963,0,23,0,0,0,0
ENSMUSG00000024966,0,0,0,0,11,8
ENSMUSG00000024969,0,0,0,0,31,0
ENSMUSG00000024975,0,0,0,0,56,0
ENSMUSG00000024976,0,0,10,4,0,0
ENSMUSG00000024978,0,0,0,0,19,0
ENSMUSG00000024981,0,0,0,6,9,0
ENSMUSG00000024991,0,0,0,0,46,0
ENSMUSG00000024993,0,0,0,0,87,0
ENSMUSG00000025006,0,0,0,0,15,0
ENSMUSG00000025016,0,0,20,0,0,7
ENSMUSG00000025027,0,0,0,0,19,6
ENSMUSG00000025034,0,0,5,16,0,5
ENSMUSG00000025035,0,3,5,2,181,43
ENSMUSG00000025041,0,13,0,13,0,33
ENSMUSG00000025049,0,0,0,0,0,13
ENSMUSG00000025066,0,2,5,34,167,104
ENSMUSG00000025078,0,0,0,17,23,24
ENSMUSG00000025085,0,0,10,0,249,43
ENSMUSG00000025086,0,0,0,11,23,0
ENSMUSG00000025092,0,0,0,0,11,0
ENSMUSG00000025102,0,0,6,6,0,0
ENSMUSG00000025103,0,0,0,0,3,0
ENSMUSG00000025104,0,0,0,7,76,31
ENSMUSG00000025130,0,0,0,0,8,0
ENSMUSG00000025132,0,22,9,34,39,16
ENSMUSG00000025134,3,0,0,0,25,0
ENSMUSG00000025135,0,0,0,29,817,139
ENSMUSG00000025137,0,6,73,35,31,0
ENSMUSG00000025138,0,2,0,0,91,8
ENSMUSG00000025139,0,0,0,2,0,6
ENSMUSG00000025142,0,0,0,0,74,0
ENSMUSG00000025144,7,25,0,0,99,0
ENSMUSG00000025147,0,0,0,19,116,166
ENSMUSG00000025151,0,0,0,0,6,7
ENSMUSG00000025153,0,0,0,25,423,174
ENSMUSG00000025156,0,0,42,31,176,74
ENSMUSG00000025157,0,0,0,30,168,20
ENSMUSG00000025158,0,0,8,31,43,0
ENSMUSG00000025159,0,0,0,14,19,0
ENSMUSG00000025162,0,0,0,0,0,20
ENSMUSG00000025170,0,0,0,12,186,74
ENSMUSG00000025171,0,0,0,0,15,20
ENSMUSG00000025175,0,57,0,0,0,0
ENSMUSG00000025178,0,0,0,0,13,0
ENSMUSG00000025190,0,0,0,0,0,2
ENSMUSG00000025202,0,0,0,5,0,0
ENSMUSG00000025203,0,1,0,0,98,51
ENSMUSG00000025204,0,0,12,34,7,0
ENSMUSG00000025207,0,0,0,0,0,1
ENSMUSG00000025208,9,0,0,3,135,69
ENSMUSG00000025209,0,0,0,0,13,0
ENSMUSG00000025212,0,5,0,0,30,6
ENSMUSG00000025220,0,2,1,20,55,6
ENSMUSG00000025221,0,0,27,0,32,22
ENSMUSG00000025223,0,0,8,1,4,0
ENSMUSG00000025225,0,4,18,0,37,28
ENSMUSG00000025226,0,0,0,0,10,0
ENSMUSG00000025227,0,0,0,0,56,0
ENSMUSG00000025228,0,0,0,0,8,35
ENSMUSG00000025232,0,0,0,35,43,81
ENSMUSG00000025237,0,0,0,20,130,24
ENSMUSG00000025240,0,0,0,0,23,9
ENSMUSG00000025245,0,0,0,0,51,0
ENSMUSG00000025246,0,0,0,7,0,13
ENSMUSG00000025260,0,0,0,13,26,6
ENSMUSG00000025261,0,0,0,0,20,0
ENSMUSG00000025266,0,0,0,3,4,4
ENSMUSG00000025272,0,0,0,0,0,2
ENSMUSG00000025277,0,0,0,0,24,0
ENSMUSG00000025280,0,0,0,0,0,21
ENSMUSG00000025290,0,1,0,10,29,13
ENSMUSG00000025314,0,0,0,6,0,0
ENSMUSG00000025316,0,0,0,0,136,1
ENSMUSG00000025318,0,0,0,69,83,0
ENSMUSG00000025326,0,0,0,0,0,25
ENSMUSG00000025337,0,0,0,13,0,0
ENSMUSG00000025340,0,0,0,0,31,13
ENSMUSG00000025350,0,1,0,0,2,0
ENSMUSG00000025351,0,0,0,0,0,17
ENSMUSG00000025362,0,0,31,17,19,35
ENSMUSG00000025364,0,0,0,0,19,0
ENSMUSG00000025369,0,0,0,0,14,28
ENSMUSG00000025371,0,0,123,0,328,0
ENSMUSG00000025372,0,0,0,26,293,4
ENSMUSG00000025373,0,0,0,3,84,0
ENSMUSG00000025374,0,12,1,3,44,22
ENSMUSG00000025375,0,0,0,13,10,0
ENSMUSG00000025377,0,0,6,0,0,1
ENSMUSG00000025381,0,0,0,0,18,0
ENSMUSG00000025384,0,0,30,0,42,0
ENSMUSG00000025393,0,0,0,0,0,20
ENSMUSG00000025395,0,0,0,0,0,15
ENSMUSG00000025404,0,0,0,0,75,0
ENSMUSG00000025408,18,21,75,12,213,1
ENSMUSG00000025410,6,0,23,42,964,382
ENSMUSG00000025413,0,9,0,0,0,155
ENSMUSG00000025417,0,0,0,0,0,99
ENSMUSG00000025421,0,0,0,0,19,41
ENSMUSG00000025422,0,0,0,17,0,0
ENSMUSG00000025427,0,0,2,0,117,0
ENSMUSG00000025428,0,0,35,0,78,55
ENSMUSG00000025429,0,0,0,19,0,0
ENSMUSG00000025437,0,0,0,0,2,0
ENSMUSG00000025464,0,0,0,0,0,12
ENSMUSG00000025465,0,0,8,0,22,0
ENSMUSG00000025466,0,0,0,0,56,0
ENSMUSG00000025468,0,0,6,3,145,0
ENSMUSG00000025470,0,0,0,12,0,0
ENSMUSG00000025474,0,0,0,0,42,0
ENSMUSG00000025475,1,0,0,0,0,0
ENSMUSG00000025477,0,0,0,60,149,5
ENSMUSG00000025478,0,0,3,4,204,14
ENSMUSG00000025479,0,0,0,3,0,0
ENSMUSG00000025484,1,31,27,4,524,135
ENSMUSG00000025485,0,10,11,0,44,20
ENSMUSG00000025486,0,61,0,0,179,156
ENSMUSG00000025487,0,0,0,7,211,13
ENSMUSG00000025495,0,0,0,8,18,88
ENSMUSG00000025499,91,22,310,181,1106,391
ENSMUSG00000025503,0,0,0,0,44,0
ENSMUSG00000025505,0,0,0,0,26,0
ENSMUSG00000025508,0,2,0,1,119,32
ENSMUSG00000025509,0,0,0,0,0,6
ENSMUSG00000025511,0,0,0,9,409,105
ENSMUSG00000025512,0,0,0,0,165,14
ENSMUSG00000025521,0,0,0,0,0,28
ENSMUSG00000025532,0,0,0,5,367,131
ENSMUSG00000025534,0,3,0,0,0,0
ENSMUSG00000025537,0,0,0,0,0,1
ENSMUSG00000025545,0,0,0,0,3,0
ENSMUSG00000025555,0,0,0,24,35,4
ENSMUSG00000025571,0,14,0,3,73,32
ENSMUSG00000025575,0,0,0,0,6,34
ENSMUSG00000025576,0,0,0,94,109,295
ENSMUSG00000025579,0,2,0,0,0,0
ENSMUSG00000025583,0,0,0,0,0,7
ENSMUSG00000025586,0,0,0,0,33,0
ENSMUSG00000025597,0,0,0,0,9,0
ENSMUSG00000025607,0,0,0,0,7,0
ENSMUSG00000025609,0,0,0,5,28,0
ENSMUSG00000025612,0,0,0,0,18,0
ENSMUSG00000025613,0,0,0,0,14,15
ENSMUSG00000025616,0,0,0,0,18,3
ENSMUSG00000025630,0,0,0,0,54,0
ENSMUSG00000025646,0,0,0,0,18,0
ENSMUSG00000025647,0,0,0,0,6,0
ENSMUSG00000025651,12,0,0,0,0,2
ENSMUSG00000025656,0,5,0,0,4,0
ENSMUSG00000025658,0,0,0,2,47,31
ENSMUSG00000025702,0,0,0,0,0,28
ENSMUSG00000025722,0,0,9,0,367,5
ENSMUSG00000025724,0,0,0,2,0,0
ENSMUSG00000025728,0,0,0,0,12,99
ENSMUSG00000025730,0,0,14,0,24,0
ENSMUSG00000025731,0,0,0,19,119,3
ENSMUSG00000025733,0,0,0,0,50,0
ENSMUSG00000025736,0,0,16,2,43,8
ENSMUSG00000025738,0,0,0,0,59,1
ENSMUSG00000025739,0,0,8,7,90,21
ENSMUSG00000025743,0,0,0,0,10,0
ENSMUSG00000025757,0,0,0,0,29,0
ENSMUSG00000025764,0,0,0,14,0,0
ENSMUSG00000025777,0,4,0,0,77,7
ENSMUSG00000025781,0,2,0,0,0,0
ENSMUSG00000025785,0,0,0,0,54,0
ENSMUSG00000025786,0,0,0,0,96,38
ENSMUSG00000025790,0,0,0,0,8,0
ENSMUSG00000025791,0,0,0,21,48,0
ENSMUSG00000025792,0,0,0,0,20,0
ENSMUSG00000025793,0,0,0,0,44,0
ENSMUSG00000025794,0,2,0,5,261,45
ENSMUSG00000025795,0,0,0,0,75,0
ENSMUSG00000025813,0,0,5,2,19,14
ENSMUSG00000025816,0,0,0,48,0,0
ENSMUSG00000025821,0,0,2,0,82,262
ENSMUSG00000025825,0,0,10,0,5,134
ENSMUSG00000025854,0,0,0,0,9,0
ENSMUSG00000025855,0,0,0,0,17,1
ENSMUSG00000025856,0,24,0,4,24,67
ENSMUSG00000025858,0,0,0,17,519,180
ENSMUSG00000025860,0,0,0,0,123,0
ENSMUSG00000025867,0,0,0,0,0,50
ENSMUSG00000025868,0,0,0,0,51,5
ENSMUSG00000025869,0,18,0,2,21,0
ENSMUSG00000025870,0,0,0,0,0,255
ENSMUSG00000025871,0,13,0,0,35,0
ENSMUSG00000025872,0,0,0,0,0,49
ENSMUSG00000025873,0,0,0,6,0,0
ENSMUSG00000025875,0,0,0,0,195,0
ENSMUSG00000025876,0,0,0,0,212,0
ENSMUSG00000025878,0,1,0,4,31,3
ENSMUSG00000025885,0,0,0,0,0,7
ENSMUSG00000025889,0,58,0,0,465,316
ENSMUSG00000025893,0,0,0,0,18,0
ENSMUSG00000025894,0,0,0,8,0,0
ENSMUSG00000025899,0,0,0,7,14,0
ENSMUSG00000025907,0,14,0,0,1,0
ENSMUSG00000025909,0,0,0,0,13,14
ENSMUSG00000025915,0,0,0,0,0,1
ENSMUSG00000025917,0,0,0,0,0,8
ENSMUSG00000025920,0,7,25,13,161,11
ENSMUSG00000025930,0,0,0,0,14,0
ENSMUSG00000025935,0,0,0,0,27,60
ENSMUSG00000025939,0,0,0,0,208,4
ENSMUSG00000025940,0,2,11,0,146,27
ENSMUSG00000025950,0,0,0,0,0,8
ENSMUSG00000025958,0,0,0,0,32,0
ENSMUSG00000025959,0,0,0,0,230,36
ENSMUSG00000025962,0,0,0,0,26,0
ENSMUSG00000025964,0,0,0,0,1,0
ENSMUSG00000025967,0,0,3,0,27,0
ENSMUSG00000025979,0,4,0,0,47,13
ENSMUSG00000025980,0,0,0,0,0,13
ENSMUSG00000025982,0,0,0,0,11,0
ENSMUSG00000025997,0,0,0,6,46,0
ENSMUSG00000026000,0,0,0,0,1,0
ENSMUSG00000026005,0,0,0,0,0,48
ENSMUSG00000026014,0,0,5,0,34,0
ENSMUSG00000026018,0,1,0,0,50,5
ENSMUSG00000026019,0,0,0,0,6,0
ENSMUSG00000026020,0,0,0,0,24,0
ENSMUSG00000026021,0,0,0,0,5,9
ENSMUSG00000026027,0,3,0,0,57,67
ENSMUSG00000026031,0,0,1,10,18,9
ENSMUSG00000026032,0,0,0,0,87,0
ENSMUSG00000026035,8,0,0,0,0,0
ENSMUSG00000026036,14,0,1,0,0,0
ENSMUSG00000026037,0,0,0,0,0,29
ENSMUSG00000026058,0,0,0,52,0,0
ENSMUSG00000026064,0,0,0,0,6,0
ENSMUSG00000026078,0,0,0,0,65,0
ENSMUSG00000026083,0,0,0,3,22,0
ENSMUSG00000026087,0,7,126,5,277,91
ENSMUSG00000026090,0,0,0,0,11,3
ENSMUSG00000026102,0,0,0,9,43,0
ENSMUSG00000026103,14,0,0,10,8,0
ENSMUSG00000026109,0,0,0,0,78,0
ENSMUSG00000026112,0,24,0,7,425,5
ENSMUSG00000026113,0,0,0,0,15,0
ENSMUSG00000026123,0,4,0,5,13,0
ENSMUSG00000026127,0,0,0,0,43,0
ENSMUSG00000026150,0,0,0,0,13,0
ENSMUSG00000026155,0,4,10,8,15,100
ENSMUSG00000026156,0,0,0,0,2,10
ENSMUSG00000026158,0,0,0,11,49,6
ENSMUSG00000026159,0,0,0,0,4,0
ENSMUSG00000026163,0,4,0,0,11,0
ENSMUSG00000026174,0,0,0,1,37,36
ENSMUSG00000026179,0,0,0,0,44,4
ENSMUSG00000026180,0,0,0,0,5,0
ENSMUSG00000026181,0,0,0,52,141,10
ENSMUSG00000026188,0,0,0,15,0,0
ENSMUSG00000026193,0,0,0,0,0,4
ENSMUSG00000026197,0,0,19,4,180,0
ENSMUSG00000026201,0,0,5,18,79,253
ENSMUSG00000026202,0,0,0,3,157,118
ENSMUSG00000026203,0,3,0,0,0,5
ENSMUSG00000026204,0,0,0,6,291,36
ENSMUSG00000026207,0,6,0,0,8,0
ENSMUSG00000026219,0,0,0,7,14,0
ENSMUSG00000026220,0,0,0,8,0,0
ENSMUSG00000026223,0,0,0,0,8,0
ENSMUSG00000026227,0,0,0,0,520,0
ENSMUSG00000026229,0,0,6,0,33,1
ENSMUSG00000026234,0,0,0,4,19,22
ENSMUSG00000026235,0,0,11,4,79,49
ENSMUSG00000026238,0,33,0,0,170,10
ENSMUSG00000026240,0,0,0,27,227,0
ENSMUSG00000026245,0,26,0,0,96,31
ENSMUSG00000026254,0,0,12,0,0,41
ENSMUSG00000026258,0,0,0,1,0,0
ENSMUSG00000026259,0,5,0,2,16,70
ENSMUSG00000026260,0,0,0,5,204,66
ENSMUSG00000026269,0,0,0,0,380,123
ENSMUSG00000026270,0,0,0,0,8,0
ENSMUSG00000026273,0,0,0,1,47,0
ENSMUSG00000026275,0,0,0,0,93,0
ENSMUSG00000026276,0,0,0,0,8,74
ENSMUSG00000026277,0,0,0,13,123,9
ENSMUSG00000026278,0,4,0,0,29,0
ENSMUSG00000026280,0,0,0,0,25,13
ENSMUSG00000026281,0,0,0,3,89,3
ENSMUSG00000026283,0,0,0,0,241,0
ENSMUSG00000026305,0,0,0,3,0,0
ENSMUSG00000026309,0,0,0,0,21,3
ENSMUSG00000026311,0,0,0,0,55,0
ENSMUSG00000026313,0,0,0,1,4,6
ENSMUSG00000026341,0,0,0,0,7,5
ENSMUSG00000026342,0,0,0,0,12,0
ENSMUSG00000026343,0,0,0,4,0,0
ENSMUSG00000026344,0,0,0,3,0,0
ENSMUSG00000026348,0,0,0,0,0,1
ENSMUSG00000026349,0,0,0,0,2,0
ENSMUSG00000026353,0,0,0,9,24,32
ENSMUSG00000026360,0,0,0,25,25,15
ENSMUSG00000026374,0,0,96,13,599,49
ENSMUSG00000026377,0,0,0,0,31,2
ENSMUSG00000026385,0,0,0,4,0,0
ENSMUSG00000026389,0,0,0,5,0,0
ENSMUSG00000026393,0,0,0,0,43,0
ENSMUSG00000026411,0,0,0,6,6,0
ENSMUSG00000026421,0,0,0,0,0,117
ENSMUSG00000026425,0,7,0,0,0,9
ENSMUSG00000026426,0,0,14,0,30,0
ENSMUSG00000026429,0,0,0,0,1,0
ENSMUSG00000026430,0,0,0,21,18,0
ENSMUSG00000026434,0,0,0,7,10,23
ENSMUSG00000026442,0,0,0,0,19,0
ENSMUSG00000026447,0,0,0,0,0,3
ENSMUSG00000026450,0,0,0,0,48,0
ENSMUSG00000026456,0,0,0,0,414,0
ENSMUSG00000026457,0,199,36,34,422,1332
ENSMUSG00000026458,0,0,15,8,0,0
ENSMUSG00000026463,0,0,0,0,68,0
ENSMUSG00000026469,0,0,0,0,15,5
ENSMUSG00000026470,0,0,0,1,13,1
ENSMUSG00000026482,0,0,0,0,0,24
ENSMUSG00000026489,0,0,0,6,0,0
ENSMUSG00000026492,0,0,0,8,5,49
ENSMUSG00000026494,0,0,0,0,0,2
ENSMUSG00000026495,0,0,0,0,15,0
ENSMUSG00000026496,0,0,0,0,4,0
ENSMUSG00000026499,0,0,0,0,178,0
ENSMUSG00000026500,0,0,12,0,29,18
ENSMUSG00000026502,0,0,0,5,12,0
ENSMUSG00000026511,0,18,0,0,62,10
ENSMUSG00000026514,0,0,0,28,3,0
ENSMUSG00000026525,0,0,0,0,19,0
ENSMUSG00000026527,0,0,0,0,25,16
ENSMUSG00000026544,0,1,12,0,59,86
ENSMUSG00000026554,0,0,0,0,0,1
ENSMUSG00000026558,0,0,0,0,0,130
ENSMUSG00000026563,0,0,0,0,0,48
ENSMUSG00000026568,0,0,0,6,0,22
ENSMUSG00000026571,0,13,0,14,83,0
ENSMUSG00000026575,0,0,0,0,33,40
ENSMUSG00000026576,0,0,0,0,63,72
ENSMUSG00000026577,0,0,0,8,0,22
ENSMUSG00000026578,0,0,0,6,4,5
ENSMUSG00000026584,0,0,0,0,12,0
ENSMUSG00000026585,0,0,9,4,23,42
ENSMUSG00000026587,0,0,0,8,0,0
ENSMUSG00000026594,0,0,0,0,0,20
ENSMUSG00000026596,0,0,0,0,135,1
ENSMUSG00000026603,0,4,11,6,151,36
ENSMUSG00000026608,0,5,18,0,13,0
ENSMUSG00000026614,0,0,0,0,2,0
ENSMUSG00000026615,0,0,0,0,12,2
ENSMUSG00000026617,0,0,0,0,4,0
ENSMUSG00000026620,0,0,0,0,29,0
ENSMUSG00000026623,0,0,0,0,8,20
ENSMUSG00000026626,0,0,0,6,13,5
ENSMUSG00000026627,0,0,0,9,18,0
ENSMUSG00000026630,0,5,0,0,0,0
ENSMUSG00000026634,0,0,0,0,409,117
ENSMUSG00000026641,0,0,0,0,41,0
ENSMUSG00000026643,0,0,0,0,43,0
ENSMUSG00000026657,0,0,0,0,10,0
ENSMUSG00000026659,0,0,0,0,236,0
ENSMUSG00000026667,0,0,0,0,56,9
ENSMUSG00000026675,0,0,0,0,1,0
ENSMUSG00000026688,0,0,0,0,8,0
ENSMUSG00000026696,0,0,0,8,6,7
ENSMUSG00000026698,0,0,0,4,0,0
ENSMUSG00000026701,0,0,0,0,15,7
ENSMUSG00000026705,0,0,0,0,0,31
ENSMUSG00000026715,0,0,0,0,18,0
ENSMUSG00000026718,0,0,0,0,0,94
ENSMUSG00000026721,0,0,0,0,0,4
ENSMUSG00000026737,0,0,0,0,12,0
ENSMUSG00000026739,0,0,0,0,4,5
ENSMUSG00000026743,0,0,0,10,0,0
ENSMUSG00000026749,20,0,0,12,0,0
